S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_2	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3148	998	pa_ill_pa_contig55	contig_2	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3149	235691	pa_ill_pa_contig10	contig_2	99.97		True
translocation
129	1718	235692	237281	pa_ill_pa_contig57	contig_2	100.0		True
translocation
232388	237415	237282	242307	pa_ill_pa_contig10	contig_2	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244740	242308	pa_ill_pa_contig48	contig_2	99.56		True
local misassembly
1	1079	245974	244896	pa_ill_pa_contig48	contig_2	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	245975	246819	pa_ill_pa_contig70	contig_2	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249826	246820	pa_ill_pa_contig51	contig_2	99.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367725	249827	pa_ill_pa_contig11	contig_2	99.98		True
local misassembly
1	92856	460575	367726	pa_ill_pa_contig11	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460576	461450	pa_ill_pa_contig69	contig_2	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461451	510422	pa_ill_pa_contig34	contig_2	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510423	516026	pa_ill_pa_contig44	contig_2	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622347	516027	pa_ill_pa_contig22	contig_2	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712866	622723	pa_ill_pa_contig23	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712867	713953	pa_ill_pa_contig67	contig_2	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	713954	1179577	pa_ill_pa_contig3	contig_2	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179578	1182036	pa_ill_pa_contig54	contig_2	99.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182487	1182037	pa_ill_pa_contig83	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182488	1183355	pa_ill_pa_contig74	contig_2	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184161	1303152	pa_ill_pa_contig18	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303153	1308810	pa_ill_pa_contig44	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	893	1308811	1309648	pa_ill_pa_contig63	contig_2	100.0		True
translocation
56	1405	1310998	1309649	pa_ill_pa_contig12	contig_2	90.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	1310999	1312435	pa_ill_pa_contig61	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21904	1312436	1334339	pa_ill_pa_contig41	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	868	1335867	1334994	pa_ill_pa_contig74	contig_2	98.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1335868	1336318	pa_ill_pa_contig83	contig_2	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1338776	1336319	pa_ill_pa_contig54	contig_2	99.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
132	56432	1395068	1338777	pa_ill_pa_contig31	contig_2	99.92		True
local misassembly
3	591	1395680	1395092	pa_ill_pa_contig31	contig_2	94.06		True
local misassembly [fragmentation of reference genome]
1	483	1396655	1397137	pa_ill_pa_contig14	contig_2	97.57		True
local misassembly
1	187635	1397138	1584764	pa_ill_pa_contig14	contig_2	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	123	1584811	1584933	pa_ill_pa_contig7	contig_2	99.19		True
local misassembly
1	77	1585153	1585229	pa_ill_pa_contig7	contig_2	98.7		True
local misassembly
1	265097	1585609	1850685	pa_ill_pa_contig7	contig_2	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	1851136	1852673	pa_ill_pa_contig60	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	1856556	1853046	pa_ill_pa_contig49	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	38146	1857145	1895289	pa_ill_pa_contig36	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	1895290	1900892	pa_ill_pa_contig44	contig_2	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	1900893	1962604	pa_ill_pa_contig29	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	1963691	1962605	pa_ill_pa_contig67	contig_2	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2811316	1963692	pa_ill_pa_contig1	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2207	2811317	2813468	pa_ill_pa_contig55	contig_2	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	47071	2861219	2814148	pa_ill_pa_contig35	contig_2	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	266935	2861829	3128744	pa_ill_pa_contig6	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	3239953	3128745	pa_ill_pa_contig20	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	3245350	3239954	pa_ill_pa_contig45	contig_2	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	3245351	3364045	pa_ill_pa_contig19	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	3364046	3364537	pa_ill_pa_contig80	contig_2	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	3365774	3364538	pa_ill_pa_contig65	contig_2	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	3366662	3365775	pa_ill_pa_contig71	contig_2	98.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	702	3366663	3367309	pa_ill_pa_contig8	contig_2	99.05		True
translocation
1	23992	3367310	3391298	pa_ill_pa_contig40	contig_2	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	3391299	3392656	pa_ill_pa_contig62	contig_2	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	3392657	3449335	pa_ill_pa_contig30	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	3449336	3450152	pa_ill_pa_contig73	contig_2	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	3655009	3450153	pa_ill_pa_contig12	contig_2	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	3655010	3656392	pa_ill_pa_contig61	contig_2	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	3656393	3763172	pa_ill_pa_contig21	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	3764320	3763173	pa_ill_pa_contig64	contig_2	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34328	3764321	3798645	pa_ill_pa_contig15	contig_2	99.84		True
local misassembly
34236	173697	3798646	3938181	pa_ill_pa_contig15	contig_2	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	690	3938182	3938816	pa_ill_pa_contig76	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	3939959	3938932	pa_ill_pa_contig68	contig_2	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	592	3940717	3941308	pa_ill_pa_contig77	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	690	3941309	3941998	pa_ill_pa_contig76	contig_2	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	1028	3943086	3942114	pa_ill_pa_contig68	contig_2	99.51		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1661	3944692	3943087	pa_ill_pa_contig59	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1627	3944693	3946319	pa_ill_pa_contig58	contig_2	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	3946320	3951286	pa_ill_pa_contig46	contig_2	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	3951287	3952858	pa_ill_pa_contig58	contig_2	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	3952859	3956096	pa_ill_pa_contig50	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3956097	3956840	pa_ill_pa_contig75	contig_2	99.12		True
fake: not a misassembly [fragmentation of reference genome]
1	6148	3963673	3957530	pa_ill_pa_contig43	contig_2	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3963674	3964417	pa_ill_pa_contig75	contig_2	98.62		True
fake: not a misassembly [fragmentation of reference genome]
1	68331	3965107	4033432	pa_ill_pa_contig28	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	4033433	4034307	pa_ill_pa_contig69	contig_2	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	4065072	4034308	pa_ill_pa_contig38	contig_2	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	4067505	4065073	pa_ill_pa_contig48	contig_2	99.4		True
local misassembly
56	1079	4068684	4067661	pa_ill_pa_contig48	contig_2	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	4068685	4075269	pa_ill_pa_contig42	contig_2	99.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	4078222	4075270	pa_ill_pa_contig51	contig_2	99.25		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	4078223	4105015	pa_ill_pa_contig39	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	4105508	4105016	pa_ill_pa_contig79	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	4364064	4105509	pa_ill_pa_contig8	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	4364065	4364897	pa_ill_pa_contig71	contig_2	99.26		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	4364898	4366134	pa_ill_pa_contig65	contig_2	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	4366626	4366135	pa_ill_pa_contig80	contig_2	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	4366627	4557942	pa_ill_pa_contig13	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	4559069	4557943	pa_ill_pa_contig67	contig_2	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	86400	4559070	4645460	pa_ill_pa_contig25	contig_2	99.98		True
translocation
161	249467	4645461	4894751	pa_ill_pa_contig9	contig_2	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	4897646	4895116	pa_ill_pa_contig53	contig_2	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	929	4898700	4897774	pa_ill_pa_contig72	contig_2	99.14		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	4899213	4898701	pa_ill_pa_contig78	contig_2	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	4899214	4902992	pa_ill_pa_contig47	contig_2	90.1		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	4903421	4902993	pa_ill_pa_contig84	contig_2	98.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	121067	5024477	4903422	pa_ill_pa_contig17	contig_2	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	56007	5024740	5080739	pa_ill_pa_contig32	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	5081887	5080740	pa_ill_pa_contig64	contig_2	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
247199	542364	5377034	5081888	pa_ill_pa_contig2	contig_2	99.98		True
local misassembly
1	247083	5624090	5377035	pa_ill_pa_contig2	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	5624091	5624519	pa_ill_pa_contig84	contig_2	98.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	5628293	5624520	pa_ill_pa_contig47	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	5628294	5628806	pa_ill_pa_contig78	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	5628807	5629733	pa_ill_pa_contig72	contig_2	98.06		True
fake: not a misassembly [fragmentation of reference genome]
1	2549	5629861	5632408	pa_ill_pa_contig52	contig_2	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	404310	6037034	5632767	pa_ill_pa_contig4	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	6037035	6038392	pa_ill_pa_contig62	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	122468	6038393	6160844	pa_ill_pa_contig16	contig_2	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	53273	6214530	6161259	pa_ill_pa_contig33	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	6215023	6214531	pa_ill_pa_contig79	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
41341	76514	6250194	6215024	pa_ill_pa_contig26	contig_2	99.97		True
local misassembly
1	41228	6291415	6250195	pa_ill_pa_contig26	contig_2	99.96		True
translocation
56	770	6292124	6291416	pa_ill_pa_contig20	contig_2	90.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5507	6297576	6292125	pa_ill_pa_contig45	contig_2	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68413	6297577	6365986	pa_ill_pa_contig27	contig_2	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
