S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
1	1142	34	1175	pa_ill_pa_contig67	contig_297	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	192498	1176	pa_ill_pa_contig13	contig_297	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	192499	192990	pa_ill_pa_contig80	contig_297	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	194227	192991	pa_ill_pa_contig65	contig_297	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	195061	194228	pa_ill_pa_contig71	contig_297	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	195062	453629	pa_ill_pa_contig8	contig_297	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	453630	454122	pa_ill_pa_contig79	contig_297	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	480916	454123	pa_ill_pa_contig39	contig_297	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	480917	483870	pa_ill_pa_contig51	contig_297	99.28		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	490460	483871	pa_ill_pa_contig42	contig_297	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1079	490461	491484	pa_ill_pa_contig48	contig_297	99.54		True
local misassembly
1235	3667	491640	494072	pa_ill_pa_contig48	contig_297	99.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	494073	524840	pa_ill_pa_contig38	contig_297	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	525715	524841	pa_ill_pa_contig69	contig_297	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68331	594048	525716	pa_ill_pa_contig28	contig_297	99.99		True
fake: not a misassembly [fragmentation of reference genome]
56	799	595481	594738	pa_ill_pa_contig75	contig_297	98.62		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6148	595482	601628	pa_ill_pa_contig43	contig_297	99.98		True
fake: not a misassembly [fragmentation of reference genome]
