S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
1	1142	34	1175	pa_ill_pa_contig67	contig_297	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	192500	1176	pa_ill_pa_contig13	contig_297	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	192501	192992	pa_ill_pa_contig80	contig_297	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	194229	192993	pa_ill_pa_contig65	contig_297	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	195063	194230	pa_ill_pa_contig71	contig_297	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	195064	453632	pa_ill_pa_contig8	contig_297	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	453633	454125	pa_ill_pa_contig79	contig_297	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	480919	454126	pa_ill_pa_contig39	contig_297	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	480920	483873	pa_ill_pa_contig51	contig_297	99.28		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	490463	483874	pa_ill_pa_contig42	contig_297	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1079	490464	491487	pa_ill_pa_contig48	contig_297	99.54		True
local misassembly
1235	3667	491643	494075	pa_ill_pa_contig48	contig_297	99.44		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	494076	524843	pa_ill_pa_contig38	contig_297	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	525718	524844	pa_ill_pa_contig69	contig_297	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68331	594049	525719	pa_ill_pa_contig28	contig_297	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	799	595481	594738	pa_ill_pa_contig75	contig_297	98.62		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6148	595482	601629	pa_ill_pa_contig43	contig_297	99.97		True
fake: not a misassembly [fragmentation of reference genome]
