S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
1	1142	34	1175	pa_ill_pa_contig67	contig_297	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	192491	1176	pa_ill_pa_contig13	contig_297	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	192492	192983	pa_ill_pa_contig80	contig_297	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	194220	192984	pa_ill_pa_contig65	contig_297	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	195053	194221	pa_ill_pa_contig71	contig_297	99.26		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	195054	453600	pa_ill_pa_contig8	contig_297	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	453601	454093	pa_ill_pa_contig79	contig_297	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	480887	454094	pa_ill_pa_contig39	contig_297	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	480888	483840	pa_ill_pa_contig51	contig_297	99.25		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	490425	483841	pa_ill_pa_contig42	contig_297	99.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1079	490426	491449	pa_ill_pa_contig48	contig_297	99.54		True
local misassembly
1235	3667	491605	494037	pa_ill_pa_contig48	contig_297	99.44		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	494038	524800	pa_ill_pa_contig38	contig_297	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	525675	524801	pa_ill_pa_contig69	contig_297	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68331	594005	525676	pa_ill_pa_contig28	contig_297	99.98		True
fake: not a misassembly [fragmentation of reference genome]
56	799	595438	594695	pa_ill_pa_contig75	contig_297	98.62		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6148	595439	601583	pa_ill_pa_contig43	contig_297	99.93		True
fake: not a misassembly [fragmentation of reference genome]
