S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
2904	3183	1	280	pa_ill_pa_contig50	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	799	281	1079	pa_ill_pa_contig75	contig_169	99.12		True
fake: not a misassembly [fragmentation of reference genome]
1	6148	7927	1769	pa_ill_pa_contig43	contig_169	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	7928	8671	pa_ill_pa_contig75	contig_169	98.62		True
fake: not a misassembly [fragmentation of reference genome]
1	68331	9361	77693	pa_ill_pa_contig28	contig_169	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	77694	78568	pa_ill_pa_contig69	contig_169	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	109337	78569	pa_ill_pa_contig38	contig_169	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	111770	109338	pa_ill_pa_contig48	contig_169	99.4		True
local misassembly
56	1079	112949	111926	pa_ill_pa_contig48	contig_169	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	112950	119539	pa_ill_pa_contig42	contig_169	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	122493	119540	pa_ill_pa_contig51	contig_169	99.28		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	122494	149287	pa_ill_pa_contig39	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	149780	149288	pa_ill_pa_contig79	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	408349	149781	pa_ill_pa_contig8	contig_169	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	408350	409183	pa_ill_pa_contig71	contig_169	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	409184	410420	pa_ill_pa_contig65	contig_169	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	410912	410421	pa_ill_pa_contig80	contig_169	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	410913	602234	pa_ill_pa_contig13	contig_169	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	603360	602235	pa_ill_pa_contig67	contig_169	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	86400	603361	689758	pa_ill_pa_contig25	contig_169	99.99		True
translocation
161	249467	689759	939069	pa_ill_pa_contig9	contig_169	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	941964	939434	pa_ill_pa_contig53	contig_169	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	929	943021	942092	pa_ill_pa_contig72	contig_169	99.25		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	943534	943022	pa_ill_pa_contig78	contig_169	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	943535	947314	pa_ill_pa_contig47	contig_169	90.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	947744	947315	pa_ill_pa_contig84	contig_169	98.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	121067	1068813	947745	pa_ill_pa_contig17	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	56007	1069075	1125081	pa_ill_pa_contig32	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	1126229	1125082	pa_ill_pa_contig64	contig_169	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
247199	542364	1421393	1126230	pa_ill_pa_contig2	contig_169	99.99		True
local misassembly
1	247083	1668477	1421394	pa_ill_pa_contig2	contig_169	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	1668478	1668907	pa_ill_pa_contig84	contig_169	98.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	1672682	1668908	pa_ill_pa_contig47	contig_169	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	1672683	1673195	pa_ill_pa_contig78	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	1673196	1674125	pa_ill_pa_contig72	contig_169	98.39		True
fake: not a misassembly [fragmentation of reference genome]
1	2549	1674253	1676801	pa_ill_pa_contig52	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	404310	2081467	1677160	pa_ill_pa_contig4	contig_169	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	2081468	2082825	pa_ill_pa_contig62	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	122468	2082826	2205297	pa_ill_pa_contig16	contig_169	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	53273	2258986	2205712	pa_ill_pa_contig33	contig_169	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	2259479	2258987	pa_ill_pa_contig79	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
41341	76514	2294651	2259480	pa_ill_pa_contig26	contig_169	99.98		True
local misassembly
1	41228	2335880	2294652	pa_ill_pa_contig26	contig_169	99.99		True
translocation
56	770	2336589	2335881	pa_ill_pa_contig20	contig_169	90.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5507	2342042	2336590	pa_ill_pa_contig45	contig_169	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68413	2342043	2410463	pa_ill_pa_contig27	contig_169	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	2416070	2410464	pa_ill_pa_contig44	contig_169	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	87995	2504066	2416071	pa_ill_pa_contig24	contig_169	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	2504067	2505153	pa_ill_pa_contig67	contig_169	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	294591	2505154	2799740	pa_ill_pa_contig5	contig_169	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	2799741	2800557	pa_ill_pa_contig73	contig_169	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	35776	2800558	2836333	pa_ill_pa_contig37	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	2839354	2837203	pa_ill_pa_contig55	contig_169	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	2839355	3071925	pa_ill_pa_contig10	contig_169	99.98		True
translocation
129	1718	3071926	3073515	pa_ill_pa_contig57	contig_169	100.0		True
translocation
232388	237415	3073516	3078542	pa_ill_pa_contig10	contig_169	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	3080975	3078543	pa_ill_pa_contig48	contig_169	99.6		True
local misassembly
