S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
2904	3183	1	280	pa_ill_pa_contig50	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	799	281	1079	pa_ill_pa_contig75	contig_169	99.12		True
fake: not a misassembly [fragmentation of reference genome]
1	6148	7922	1769	pa_ill_pa_contig43	contig_169	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	7923	8666	pa_ill_pa_contig75	contig_169	98.62		True
fake: not a misassembly [fragmentation of reference genome]
1	68331	9356	77686	pa_ill_pa_contig28	contig_169	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	77687	78561	pa_ill_pa_contig69	contig_169	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	109329	78562	pa_ill_pa_contig38	contig_169	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	111762	109330	pa_ill_pa_contig48	contig_169	99.44		True
local misassembly
56	1079	112941	111918	pa_ill_pa_contig48	contig_169	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	112942	119530	pa_ill_pa_contig42	contig_169	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	122484	119531	pa_ill_pa_contig51	contig_169	99.28		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	122485	149279	pa_ill_pa_contig39	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	149772	149280	pa_ill_pa_contig79	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	408338	149773	pa_ill_pa_contig8	contig_169	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	408339	409172	pa_ill_pa_contig71	contig_169	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	409173	410409	pa_ill_pa_contig65	contig_169	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	410901	410410	pa_ill_pa_contig80	contig_169	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	410902	602225	pa_ill_pa_contig13	contig_169	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	603351	602226	pa_ill_pa_contig67	contig_169	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	86400	603352	689739	pa_ill_pa_contig25	contig_169	99.99		True
translocation
161	249467	689740	939053	pa_ill_pa_contig9	contig_169	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	941948	939418	pa_ill_pa_contig53	contig_169	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	929	943005	942076	pa_ill_pa_contig72	contig_169	99.25		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	943518	943006	pa_ill_pa_contig78	contig_169	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	943519	947298	pa_ill_pa_contig47	contig_169	90.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	947728	947299	pa_ill_pa_contig84	contig_169	98.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	121067	1068796	947729	pa_ill_pa_contig17	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	56007	1069058	1125064	pa_ill_pa_contig32	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	1126212	1125065	pa_ill_pa_contig64	contig_169	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
247199	542364	1421372	1126213	pa_ill_pa_contig2	contig_169	99.99		True
local misassembly
1	247083	1668453	1421373	pa_ill_pa_contig2	contig_169	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	1668454	1668883	pa_ill_pa_contig84	contig_169	98.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	1672657	1668884	pa_ill_pa_contig47	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	1672658	1673170	pa_ill_pa_contig78	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	1673171	1674098	pa_ill_pa_contig72	contig_169	98.17		True
fake: not a misassembly [fragmentation of reference genome]
1	2549	1674226	1676774	pa_ill_pa_contig52	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	404310	2081443	1677133	pa_ill_pa_contig4	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	2081444	2082801	pa_ill_pa_contig62	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	122468	2082802	2205272	pa_ill_pa_contig16	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	53273	2258958	2205687	pa_ill_pa_contig33	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	2259451	2258959	pa_ill_pa_contig79	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
41341	76514	2294624	2259452	pa_ill_pa_contig26	contig_169	99.98		True
local misassembly
1	41228	2335851	2294625	pa_ill_pa_contig26	contig_169	99.99		True
translocation
56	770	2336560	2335852	pa_ill_pa_contig20	contig_169	90.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5507	2342012	2336561	pa_ill_pa_contig45	contig_169	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68413	2342013	2410431	pa_ill_pa_contig27	contig_169	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	2416037	2410432	pa_ill_pa_contig44	contig_169	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	87995	2504031	2416038	pa_ill_pa_contig24	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	2504032	2505118	pa_ill_pa_contig67	contig_169	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	294591	2505119	2799706	pa_ill_pa_contig5	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	2799707	2800523	pa_ill_pa_contig73	contig_169	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	35776	2800524	2836299	pa_ill_pa_contig37	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	2839320	2837169	pa_ill_pa_contig55	contig_169	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	2839321	3071886	pa_ill_pa_contig10	contig_169	99.98		True
translocation
129	1718	3071887	3073476	pa_ill_pa_contig57	contig_169	100.0		True
translocation
232388	237415	3073477	3078503	pa_ill_pa_contig10	contig_169	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	3080936	3078504	pa_ill_pa_contig48	contig_169	99.6		True
local misassembly
