S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
2904	3183	1	280	pa_ill_pa_contig50	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	799	281	1079	pa_ill_pa_contig75	contig_169	99.12		True
fake: not a misassembly [fragmentation of reference genome]
1	6148	7916	1769	pa_ill_pa_contig43	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	7917	8660	pa_ill_pa_contig75	contig_169	98.62		True
fake: not a misassembly [fragmentation of reference genome]
1	68331	9350	77682	pa_ill_pa_contig28	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	77683	78557	pa_ill_pa_contig69	contig_169	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	109325	78558	pa_ill_pa_contig38	contig_169	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	111758	109326	pa_ill_pa_contig48	contig_169	99.44		True
local misassembly
56	1079	112937	111914	pa_ill_pa_contig48	contig_169	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	112938	119527	pa_ill_pa_contig42	contig_169	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	122481	119528	pa_ill_pa_contig51	contig_169	99.28		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	122482	149276	pa_ill_pa_contig39	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	149769	149277	pa_ill_pa_contig79	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	408339	149770	pa_ill_pa_contig8	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	408340	409173	pa_ill_pa_contig71	contig_169	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	409174	410410	pa_ill_pa_contig65	contig_169	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	410902	410411	pa_ill_pa_contig80	contig_169	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	410903	602228	pa_ill_pa_contig13	contig_169	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	603354	602229	pa_ill_pa_contig67	contig_169	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	86400	603355	689753	pa_ill_pa_contig25	contig_169	100.0		True
translocation
161	249467	689754	939064	pa_ill_pa_contig9	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	941959	939429	pa_ill_pa_contig53	contig_169	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	929	943015	942087	pa_ill_pa_contig72	contig_169	99.35		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	943528	943016	pa_ill_pa_contig78	contig_169	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	943529	947308	pa_ill_pa_contig47	contig_169	90.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	947737	947309	pa_ill_pa_contig84	contig_169	98.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	121067	1068807	947738	pa_ill_pa_contig17	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	56007	1069069	1125075	pa_ill_pa_contig32	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	1126223	1125076	pa_ill_pa_contig64	contig_169	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
247199	542364	1421390	1126224	pa_ill_pa_contig2	contig_169	99.99		True
local misassembly
1	247083	1668476	1421391	pa_ill_pa_contig2	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	1668477	1668905	pa_ill_pa_contig84	contig_169	98.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	1672679	1668906	pa_ill_pa_contig47	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	1672680	1673192	pa_ill_pa_contig78	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	1673193	1674122	pa_ill_pa_contig72	contig_169	98.39		True
fake: not a misassembly [fragmentation of reference genome]
1	2549	1674250	1676798	pa_ill_pa_contig52	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	404310	2081471	1677157	pa_ill_pa_contig4	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	2081472	2082829	pa_ill_pa_contig62	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	122468	2082830	2205298	pa_ill_pa_contig16	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	53273	2258985	2205713	pa_ill_pa_contig33	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	2259478	2258986	pa_ill_pa_contig79	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
41341	76514	2294651	2259479	pa_ill_pa_contig26	contig_169	99.99		True
local misassembly
1	41228	2335879	2294652	pa_ill_pa_contig26	contig_169	100.0		True
translocation
56	770	2336588	2335880	pa_ill_pa_contig20	contig_169	90.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5507	2342040	2336589	pa_ill_pa_contig45	contig_169	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68413	2342041	2410453	pa_ill_pa_contig27	contig_169	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	2416057	2410454	pa_ill_pa_contig44	contig_169	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	87995	2504052	2416058	pa_ill_pa_contig24	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	2504053	2505139	pa_ill_pa_contig67	contig_169	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	294591	2505140	2799730	pa_ill_pa_contig5	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	2799731	2800547	pa_ill_pa_contig73	contig_169	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	35776	2800548	2836323	pa_ill_pa_contig37	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	2839344	2837193	pa_ill_pa_contig55	contig_169	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	2839345	3071914	pa_ill_pa_contig10	contig_169	99.98		True
translocation
129	1718	3071915	3073504	pa_ill_pa_contig57	contig_169	100.0		True
translocation
232388	237415	3073505	3078531	pa_ill_pa_contig10	contig_169	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	3080964	3078532	pa_ill_pa_contig48	contig_169	99.6		True
local misassembly
