S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
2904	3183	1	280	pa_ill_pa_contig50	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	799	281	1079	pa_ill_pa_contig75	contig_169	99.12		True
fake: not a misassembly [fragmentation of reference genome]
1	6148	7916	1769	pa_ill_pa_contig43	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	7917	8660	pa_ill_pa_contig75	contig_169	98.62		True
fake: not a misassembly [fragmentation of reference genome]
1	68331	9350	77682	pa_ill_pa_contig28	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	77683	78557	pa_ill_pa_contig69	contig_169	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	109325	78558	pa_ill_pa_contig38	contig_169	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	111758	109326	pa_ill_pa_contig48	contig_169	99.44		True
local misassembly
56	1079	112937	111914	pa_ill_pa_contig48	contig_169	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	112938	119527	pa_ill_pa_contig42	contig_169	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	122481	119528	pa_ill_pa_contig51	contig_169	99.28		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	122482	149276	pa_ill_pa_contig39	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	149769	149277	pa_ill_pa_contig79	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	408339	149770	pa_ill_pa_contig8	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	408340	409173	pa_ill_pa_contig71	contig_169	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	409174	410410	pa_ill_pa_contig65	contig_169	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	410902	410411	pa_ill_pa_contig80	contig_169	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	410903	602228	pa_ill_pa_contig13	contig_169	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	603354	602229	pa_ill_pa_contig67	contig_169	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	86400	603355	689754	pa_ill_pa_contig25	contig_169	100.0		True
translocation
161	249467	689755	939065	pa_ill_pa_contig9	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	941960	939430	pa_ill_pa_contig53	contig_169	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	929	943016	942088	pa_ill_pa_contig72	contig_169	99.35		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	943529	943017	pa_ill_pa_contig78	contig_169	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	943530	947309	pa_ill_pa_contig47	contig_169	90.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	947738	947310	pa_ill_pa_contig84	contig_169	98.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	121067	1068808	947739	pa_ill_pa_contig17	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	56007	1069070	1125076	pa_ill_pa_contig32	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	1126224	1125077	pa_ill_pa_contig64	contig_169	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
247199	542364	1421393	1126225	pa_ill_pa_contig2	contig_169	100.0		True
local misassembly
1	247083	1668479	1421394	pa_ill_pa_contig2	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	1668480	1668908	pa_ill_pa_contig84	contig_169	98.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	1672682	1668909	pa_ill_pa_contig47	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	1672683	1673195	pa_ill_pa_contig78	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	1673196	1674125	pa_ill_pa_contig72	contig_169	98.39		True
fake: not a misassembly [fragmentation of reference genome]
1	2549	1674253	1676801	pa_ill_pa_contig52	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	404310	2081474	1677160	pa_ill_pa_contig4	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	2081475	2082832	pa_ill_pa_contig62	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	122468	2082833	2205301	pa_ill_pa_contig16	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	53273	2258988	2205716	pa_ill_pa_contig33	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	2259481	2258989	pa_ill_pa_contig79	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
41341	76514	2294654	2259482	pa_ill_pa_contig26	contig_169	99.99		True
local misassembly
1	41228	2335882	2294655	pa_ill_pa_contig26	contig_169	100.0		True
translocation
56	770	2336591	2335883	pa_ill_pa_contig20	contig_169	90.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5507	2342043	2336592	pa_ill_pa_contig45	contig_169	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68413	2342044	2410456	pa_ill_pa_contig27	contig_169	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	2416060	2410457	pa_ill_pa_contig44	contig_169	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	87995	2504055	2416061	pa_ill_pa_contig24	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	2504056	2505142	pa_ill_pa_contig67	contig_169	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	294591	2505143	2799734	pa_ill_pa_contig5	contig_169	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	2799735	2800551	pa_ill_pa_contig73	contig_169	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	35776	2800552	2836327	pa_ill_pa_contig37	contig_169	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	2839348	2837197	pa_ill_pa_contig55	contig_169	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	2839349	3071917	pa_ill_pa_contig10	contig_169	99.98		True
translocation
129	1718	3071918	3073507	pa_ill_pa_contig57	contig_169	100.0		True
translocation
232388	237415	3073508	3078534	pa_ill_pa_contig10	contig_169	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	3080967	3078535	pa_ill_pa_contig48	contig_169	99.6		True
local misassembly
