S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
105683	121067	1	15384	pa_ill_pa_contig17	contig_154	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	15385	15813	pa_ill_pa_contig84	contig_154	98.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	19593	15814	pa_ill_pa_contig47	contig_154	90.12		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	19594	20106	pa_ill_pa_contig78	contig_154	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	20107	21033	pa_ill_pa_contig72	contig_154	99.14		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	21161	23690	pa_ill_pa_contig53	contig_154	99.8		True
fake: not a misassembly [fragmentation of reference genome]
161	249467	273343	24055	pa_ill_pa_contig9	contig_154	99.98		True
translocation
1	86400	359737	273344	pa_ill_pa_contig25	contig_154	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	359738	360863	pa_ill_pa_contig67	contig_154	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	552173	360864	pa_ill_pa_contig13	contig_154	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	552174	552665	pa_ill_pa_contig80	contig_154	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	553902	552666	pa_ill_pa_contig65	contig_154	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	554736	553903	pa_ill_pa_contig71	contig_154	99.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	554737	813278	pa_ill_pa_contig8	contig_154	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	813279	813771	pa_ill_pa_contig79	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	840567	813772	pa_ill_pa_contig39	contig_154	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	840568	843520	pa_ill_pa_contig51	contig_154	99.25		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	850106	843521	pa_ill_pa_contig42	contig_154	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1079	850107	851130	pa_ill_pa_contig48	contig_154	99.54		True
local misassembly
1235	3667	851286	853718	pa_ill_pa_contig48	contig_154	99.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	853719	884482	pa_ill_pa_contig38	contig_154	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	885357	884483	pa_ill_pa_contig69	contig_154	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68331	953683	885358	pa_ill_pa_contig28	contig_154	99.99		True
fake: not a misassembly [fragmentation of reference genome]
56	799	955116	954373	pa_ill_pa_contig75	contig_154	98.62		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6148	955117	961262	pa_ill_pa_contig43	contig_154	99.95		True
fake: not a misassembly [fragmentation of reference genome]
56	799	962695	961952	pa_ill_pa_contig75	contig_154	99.12		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	965932	962696	pa_ill_pa_contig50	contig_154	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	967503	965933	pa_ill_pa_contig58	contig_154	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	972472	967504	pa_ill_pa_contig46	contig_154	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	974044	972473	pa_ill_pa_contig58	contig_154	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1661	974045	975703	pa_ill_pa_contig59	contig_154	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1028	975704	976676	pa_ill_pa_contig68	contig_154	99.51		True
fake: not a misassembly [fragmentation of reference genome]
1	690	977481	976792	pa_ill_pa_contig76	contig_154	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	592	978073	977482	pa_ill_pa_contig77	contig_154	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	978831	979858	pa_ill_pa_contig68	contig_154	99.81		True
fake: not a misassembly [fragmentation of reference genome]
56	690	980608	979974	pa_ill_pa_contig76	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
34236	173697	1120138	980609	pa_ill_pa_contig15	contig_154	99.92		True
local misassembly
1	34328	1154462	1120139	pa_ill_pa_contig15	contig_154	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	1154463	1155611	pa_ill_pa_contig64	contig_154	99.44		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	1262391	1155612	pa_ill_pa_contig21	contig_154	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	1263773	1262392	pa_ill_pa_contig61	contig_154	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	1263774	1468637	pa_ill_pa_contig12	contig_154	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	1469454	1468638	pa_ill_pa_contig73	contig_154	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	1526131	1469455	pa_ill_pa_contig30	contig_154	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	1527489	1526132	pa_ill_pa_contig62	contig_154	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	23992	1551477	1527490	pa_ill_pa_contig40	contig_154	99.97		True
translocation
56	702	1552124	1551478	pa_ill_pa_contig8	contig_154	98.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	1552125	1553012	pa_ill_pa_contig71	contig_154	98.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	1553013	1554249	pa_ill_pa_contig65	contig_154	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	1554741	1554250	pa_ill_pa_contig80	contig_154	99.34		True
