S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
105683	121067	1	15384	pa_ill_pa_contig17	contig_154	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	15385	15814	pa_ill_pa_contig84	contig_154	98.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	19594	15815	pa_ill_pa_contig47	contig_154	90.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	19595	20107	pa_ill_pa_contig78	contig_154	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	20108	21037	pa_ill_pa_contig72	contig_154	99.25		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	21165	23695	pa_ill_pa_contig53	contig_154	99.84		True
fake: not a misassembly [fragmentation of reference genome]
161	249467	273370	24060	pa_ill_pa_contig9	contig_154	99.99		True
translocation
1	86400	359768	273371	pa_ill_pa_contig25	contig_154	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	359769	360894	pa_ill_pa_contig67	contig_154	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	552216	360895	pa_ill_pa_contig13	contig_154	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	552217	552708	pa_ill_pa_contig80	contig_154	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	553945	552709	pa_ill_pa_contig65	contig_154	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	554779	553946	pa_ill_pa_contig71	contig_154	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	554780	813347	pa_ill_pa_contig8	contig_154	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	813348	813840	pa_ill_pa_contig79	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	840634	813841	pa_ill_pa_contig39	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	840635	843588	pa_ill_pa_contig51	contig_154	99.28		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	850178	843589	pa_ill_pa_contig42	contig_154	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1079	850179	851202	pa_ill_pa_contig48	contig_154	99.54		True
local misassembly
1235	3667	851358	853790	pa_ill_pa_contig48	contig_154	99.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	853791	884558	pa_ill_pa_contig38	contig_154	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	885433	884559	pa_ill_pa_contig69	contig_154	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68331	953766	885434	pa_ill_pa_contig28	contig_154	99.99		True
fake: not a misassembly [fragmentation of reference genome]
56	799	955199	954456	pa_ill_pa_contig75	contig_154	98.62		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6148	955200	961358	pa_ill_pa_contig43	contig_154	99.79		True
fake: not a misassembly [fragmentation of reference genome]
56	799	962791	962048	pa_ill_pa_contig75	contig_154	99.12		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	966029	962792	pa_ill_pa_contig50	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	967601	966030	pa_ill_pa_contig58	contig_154	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	972572	967602	pa_ill_pa_contig46	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	974144	972573	pa_ill_pa_contig58	contig_154	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1661	974145	975805	pa_ill_pa_contig59	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1028	975806	976778	pa_ill_pa_contig68	contig_154	99.51		True
fake: not a misassembly [fragmentation of reference genome]
1	690	977583	976894	pa_ill_pa_contig76	contig_154	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	592	978175	977584	pa_ill_pa_contig77	contig_154	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	978934	979961	pa_ill_pa_contig68	contig_154	99.81		True
fake: not a misassembly [fragmentation of reference genome]
56	690	980711	980077	pa_ill_pa_contig76	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
34236	173697	1120251	980712	pa_ill_pa_contig15	contig_154	99.93		True
local misassembly
1	34328	1154579	1120252	pa_ill_pa_contig15	contig_154	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	1154580	1155727	pa_ill_pa_contig64	contig_154	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	1262523	1155728	pa_ill_pa_contig21	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	1263905	1262524	pa_ill_pa_contig61	contig_154	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	1263906	1468789	pa_ill_pa_contig12	contig_154	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	1469606	1468790	pa_ill_pa_contig73	contig_154	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	1526289	1469607	pa_ill_pa_contig30	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	1527647	1526290	pa_ill_pa_contig62	contig_154	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	23992	1551644	1527648	pa_ill_pa_contig40	contig_154	99.98		True
translocation
56	702	1552291	1551645	pa_ill_pa_contig8	contig_154	99.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	1552292	1553180	pa_ill_pa_contig71	contig_154	98.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	1553181	1554417	pa_ill_pa_contig65	contig_154	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	1554909	1554418	pa_ill_pa_contig80	contig_154	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	1673614	1554910	pa_ill_pa_contig19	contig_154	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	1673615	1679011	pa_ill_pa_contig45	contig_154	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	1679012	1790221	pa_ill_pa_contig20	contig_154	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	266935	2057159	1790222	pa_ill_pa_contig6	contig_154	99.99		True
relocation, inconsistency = -3525
2917	3517	2057768	2057168	pa_ill_pa_contig6	contig_154	94.81		True
translocation
1	47071	2057769	2104840	pa_ill_pa_contig35	contig_154	99.99		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	2107669	2105519	pa_ill_pa_contig55	contig_154	99.46		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2107670	2955356	pa_ill_pa_contig1	contig_154	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	2955357	2956443	pa_ill_pa_contig67	contig_154	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	3018159	2956444	pa_ill_pa_contig29	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	3023763	3018160	pa_ill_pa_contig44	contig_154	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38146	3061909	3023764	pa_ill_pa_contig36	contig_154	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	3062498	3066008	pa_ill_pa_contig49	contig_154	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	3067918	3066381	pa_ill_pa_contig60	contig_154	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	265097	3333466	3068369	pa_ill_pa_contig7	contig_154	99.99		True
local misassembly
1	77	3333922	3333846	pa_ill_pa_contig7	contig_154	98.7		True
local misassembly
1	123	3334264	3334142	pa_ill_pa_contig7	contig_154	99.19		True
fake: not a misassembly [fragmentation of reference genome]
1	187635	3521945	3334311	pa_ill_pa_contig14	contig_154	99.99		True
local misassembly
1	483	3522428	3521946	pa_ill_pa_contig14	contig_154	97.57		True
local misassembly [fragmentation of reference genome]
3	591	3523403	3523991	pa_ill_pa_contig31	contig_154	94.06		True
local misassembly
132	56432	3524015	3580315	pa_ill_pa_contig31	contig_154	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	3580316	3582774	pa_ill_pa_contig54	contig_154	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	3583225	3582775	pa_ill_pa_contig83	contig_154	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	3583226	3584099	pa_ill_pa_contig74	contig_154	98.4		True
fake: not a misassembly [fragmentation of reference genome]
1	21904	3606657	3584754	pa_ill_pa_contig41	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	3608094	3606658	pa_ill_pa_contig61	contig_154	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1405	3608095	3609444	pa_ill_pa_contig12	contig_154	90.74		True
translocation
56	893	3610282	3609445	pa_ill_pa_contig63	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	3615940	3610283	pa_ill_pa_contig44	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	119004	3734946	3615941	pa_ill_pa_contig18	contig_154	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	868	3736617	3735750	pa_ill_pa_contig74	contig_154	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	3736618	3737068	pa_ill_pa_contig83	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	3739527	3737069	pa_ill_pa_contig54	contig_154	99.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	4205188	3739528	pa_ill_pa_contig3	contig_154	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	4206274	4205189	pa_ill_pa_contig67	contig_154	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	90153	4206275	4296428	pa_ill_pa_contig23	contig_154	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	106324	4296804	4403129	pa_ill_pa_contig22	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
