S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
105683	121067	1	15386	pa_ill_pa_contig17	contig_154	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	15387	15815	pa_ill_pa_contig84	contig_154	98.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	19595	15816	pa_ill_pa_contig47	contig_154	90.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	19596	20108	pa_ill_pa_contig78	contig_154	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	20109	21037	pa_ill_pa_contig72	contig_154	99.35		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	21165	23695	pa_ill_pa_contig53	contig_154	99.84		True
fake: not a misassembly [fragmentation of reference genome]
161	249467	273367	24060	pa_ill_pa_contig9	contig_154	100.0		True
translocation
1	86400	359766	273368	pa_ill_pa_contig25	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	359767	360892	pa_ill_pa_contig67	contig_154	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	552218	360893	pa_ill_pa_contig13	contig_154	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	552219	552710	pa_ill_pa_contig80	contig_154	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	553947	552711	pa_ill_pa_contig65	contig_154	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	554781	553948	pa_ill_pa_contig71	contig_154	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	554782	813354	pa_ill_pa_contig8	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	813355	813847	pa_ill_pa_contig79	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	840641	813848	pa_ill_pa_contig39	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	840642	843595	pa_ill_pa_contig51	contig_154	99.28		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	850184	843596	pa_ill_pa_contig42	contig_154	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1079	850185	851208	pa_ill_pa_contig48	contig_154	99.54		True
local misassembly
1235	3667	851364	853796	pa_ill_pa_contig48	contig_154	99.44		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	853797	884564	pa_ill_pa_contig38	contig_154	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	885439	884565	pa_ill_pa_contig69	contig_154	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68331	953771	885440	pa_ill_pa_contig28	contig_154	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	799	955204	954461	pa_ill_pa_contig75	contig_154	98.62		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6148	955205	961352	pa_ill_pa_contig43	contig_154	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	799	962785	962042	pa_ill_pa_contig75	contig_154	99.12		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	966023	962786	pa_ill_pa_contig50	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	967595	966024	pa_ill_pa_contig58	contig_154	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	972566	967596	pa_ill_pa_contig46	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	974138	972567	pa_ill_pa_contig58	contig_154	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1661	974139	975799	pa_ill_pa_contig59	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1028	975800	976772	pa_ill_pa_contig68	contig_154	99.51		True
fake: not a misassembly [fragmentation of reference genome]
