S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
105683	121067	1	15387	pa_ill_pa_contig17	contig_154	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	15388	15817	pa_ill_pa_contig84	contig_154	98.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	19597	15818	pa_ill_pa_contig47	contig_154	90.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	19598	20110	pa_ill_pa_contig78	contig_154	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	20111	21040	pa_ill_pa_contig72	contig_154	99.25		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	21168	23698	pa_ill_pa_contig53	contig_154	99.84		True
fake: not a misassembly [fragmentation of reference genome]
161	249467	273371	24063	pa_ill_pa_contig9	contig_154	100.0		True
translocation
1	86400	359771	273372	pa_ill_pa_contig25	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	359772	360897	pa_ill_pa_contig67	contig_154	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	552223	360898	pa_ill_pa_contig13	contig_154	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	552224	552715	pa_ill_pa_contig80	contig_154	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	553952	552716	pa_ill_pa_contig65	contig_154	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	554786	553953	pa_ill_pa_contig71	contig_154	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	554787	813354	pa_ill_pa_contig8	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	813355	813847	pa_ill_pa_contig79	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	840641	813848	pa_ill_pa_contig39	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	840642	843595	pa_ill_pa_contig51	contig_154	99.28		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	850185	843596	pa_ill_pa_contig42	contig_154	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1079	850186	851209	pa_ill_pa_contig48	contig_154	99.54		True
local misassembly
1235	3667	851365	853797	pa_ill_pa_contig48	contig_154	99.44		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	853798	884565	pa_ill_pa_contig38	contig_154	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	885440	884566	pa_ill_pa_contig69	contig_154	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68331	953771	885441	pa_ill_pa_contig28	contig_154	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	799	955203	954460	pa_ill_pa_contig75	contig_154	98.62		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6148	955204	961357	pa_ill_pa_contig43	contig_154	99.9		True
fake: not a misassembly [fragmentation of reference genome]
56	799	962790	962047	pa_ill_pa_contig75	contig_154	99.12		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	966028	962791	pa_ill_pa_contig50	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	967600	966029	pa_ill_pa_contig58	contig_154	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	972571	967601	pa_ill_pa_contig46	contig_154	100.0		True
