S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_168	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3148	998	pa_ill_pa_contig55	contig_168	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3149	235685	pa_ill_pa_contig10	contig_168	99.97		True
translocation
129	1718	235686	237272	pa_ill_pa_contig57	contig_168	99.84		True
translocation
232388	237415	237273	242298	pa_ill_pa_contig10	contig_168	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244731	242299	pa_ill_pa_contig48	contig_168	99.56		True
local misassembly
1	1079	245965	244887	pa_ill_pa_contig48	contig_168	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	245966	246810	pa_ill_pa_contig70	contig_168	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249817	246811	pa_ill_pa_contig51	contig_168	99.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367718	249818	pa_ill_pa_contig11	contig_168	99.98		True
local misassembly
1	92856	460562	367719	pa_ill_pa_contig11	contig_168	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460563	461437	pa_ill_pa_contig69	contig_168	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461438	510408	pa_ill_pa_contig34	contig_168	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510409	516012	pa_ill_pa_contig44	contig_168	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622328	516013	pa_ill_pa_contig22	contig_168	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712847	622704	pa_ill_pa_contig23	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712848	713934	pa_ill_pa_contig67	contig_168	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	713935	1179547	pa_ill_pa_contig3	contig_168	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179548	1182006	pa_ill_pa_contig54	contig_168	99.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182457	1182007	pa_ill_pa_contig83	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182458	1183325	pa_ill_pa_contig74	contig_168	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184131	1303122	pa_ill_pa_contig18	contig_168	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303123	1308779	pa_ill_pa_contig44	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	893	1308780	1309617	pa_ill_pa_contig63	contig_168	100.0		True
translocation
56	1405	1310967	1309618	pa_ill_pa_contig12	contig_168	90.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	1310968	1312404	pa_ill_pa_contig61	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21904	1312405	1334309	pa_ill_pa_contig41	contig_168	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	868	1335837	1334964	pa_ill_pa_contig74	contig_168	98.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1335838	1336288	pa_ill_pa_contig83	contig_168	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1338744	1336289	pa_ill_pa_contig54	contig_168	99.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
132	56432	1395039	1338745	pa_ill_pa_contig31	contig_168	99.92		True
local misassembly
3	591	1395651	1395063	pa_ill_pa_contig31	contig_168	94.06		True
local misassembly [fragmentation of reference genome]
1	483	1396626	1397108	pa_ill_pa_contig14	contig_168	97.57		True
local misassembly
1	187635	1397109	1584733	pa_ill_pa_contig14	contig_168	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	123	1584780	1584902	pa_ill_pa_contig7	contig_168	99.19		True
local misassembly
1	77	1585122	1585198	pa_ill_pa_contig7	contig_168	98.7		True
local misassembly
1	265097	1585578	1850654	pa_ill_pa_contig7	contig_168	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	1851105	1852642	pa_ill_pa_contig60	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	1856525	1853015	pa_ill_pa_contig49	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	38146	1857114	1895259	pa_ill_pa_contig36	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	1895260	1900862	pa_ill_pa_contig44	contig_168	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	1900863	1962574	pa_ill_pa_contig29	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	1963659	1962575	pa_ill_pa_contig67	contig_168	98.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2811256	1963660	pa_ill_pa_contig1	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2207	2811257	2813408	pa_ill_pa_contig55	contig_168	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	47071	2861157	2814088	pa_ill_pa_contig35	contig_168	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	266935	2861767	3128680	pa_ill_pa_contig6	contig_168	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	3239892	3128681	pa_ill_pa_contig20	contig_168	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	3245289	3239893	pa_ill_pa_contig45	contig_168	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	3245290	3363982	pa_ill_pa_contig19	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	3363983	3364474	pa_ill_pa_contig80	contig_168	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	3365711	3364475	pa_ill_pa_contig65	contig_168	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	3366599	3365712	pa_ill_pa_contig71	contig_168	98.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	702	3366600	3367246	pa_ill_pa_contig8	contig_168	99.05		True
translocation
1	23992	3367247	3391234	pa_ill_pa_contig40	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	3391235	3392592	pa_ill_pa_contig62	contig_168	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	3392593	3449268	pa_ill_pa_contig30	contig_168	99.98		True
