S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_168	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3149	998	pa_ill_pa_contig55	contig_168	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3150	235696	pa_ill_pa_contig10	contig_168	99.97		True
translocation
129	1718	235697	237285	pa_ill_pa_contig57	contig_168	99.73		True
translocation
232388	237415	237286	242310	pa_ill_pa_contig10	contig_168	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244743	242311	pa_ill_pa_contig48	contig_168	99.56		True
local misassembly
1	1079	245977	244899	pa_ill_pa_contig48	contig_168	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	245978	246822	pa_ill_pa_contig70	contig_168	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249831	246823	pa_ill_pa_contig51	contig_168	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367731	249832	pa_ill_pa_contig11	contig_168	99.98		True
local misassembly
1	92856	460574	367732	pa_ill_pa_contig11	contig_168	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460575	461449	pa_ill_pa_contig69	contig_168	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461450	510413	pa_ill_pa_contig34	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510414	516016	pa_ill_pa_contig44	contig_168	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622334	516017	pa_ill_pa_contig22	contig_168	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712850	622710	pa_ill_pa_contig23	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712851	713937	pa_ill_pa_contig67	contig_168	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	713938	1179574	pa_ill_pa_contig3	contig_168	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179575	1182033	pa_ill_pa_contig54	contig_168	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182484	1182034	pa_ill_pa_contig83	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182485	1183352	pa_ill_pa_contig74	contig_168	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184156	1303152	pa_ill_pa_contig18	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303153	1308809	pa_ill_pa_contig44	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	893	1308810	1309647	pa_ill_pa_contig63	contig_168	100.0		True
translocation
56	1405	1310997	1309648	pa_ill_pa_contig12	contig_168	90.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	1310998	1312434	pa_ill_pa_contig61	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21904	1312435	1334337	pa_ill_pa_contig41	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	868	1335865	1334992	pa_ill_pa_contig74	contig_168	98.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1335866	1336316	pa_ill_pa_contig83	contig_168	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1338774	1336317	pa_ill_pa_contig54	contig_168	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
132	56432	1395074	1338775	pa_ill_pa_contig31	contig_168	99.91		True
local misassembly
3	591	1395686	1395098	pa_ill_pa_contig31	contig_168	94.06		True
local misassembly [fragmentation of reference genome]
1	483	1396661	1397143	pa_ill_pa_contig14	contig_168	97.57		True
local misassembly
1	187635	1397144	1584769	pa_ill_pa_contig14	contig_168	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	123	1584816	1584938	pa_ill_pa_contig7	contig_168	99.19		True
local misassembly
1	77	1585158	1585234	pa_ill_pa_contig7	contig_168	98.7		True
local misassembly
1	265097	1585614	1850695	pa_ill_pa_contig7	contig_168	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	1851146	1852683	pa_ill_pa_contig60	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	1856566	1853056	pa_ill_pa_contig49	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	38146	1857155	1895296	pa_ill_pa_contig36	contig_168	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	1895297	1900901	pa_ill_pa_contig44	contig_168	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	1900902	1962613	pa_ill_pa_contig29	contig_168	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	1963700	1962614	pa_ill_pa_contig67	contig_168	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2811325	1963701	pa_ill_pa_contig1	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2207	2811326	2813477	pa_ill_pa_contig55	contig_168	99.5		True
fake: not a misassembly [fragmentation of reference genome]
