S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
105683	121067	1	15385	pa_ill_pa_contig17	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	15386	15814	pa_ill_pa_contig84	contig_154	98.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	19594	15815	pa_ill_pa_contig47	contig_154	90.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	19595	20107	pa_ill_pa_contig78	contig_154	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	20108	21034	pa_ill_pa_contig72	contig_154	99.14		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	21162	23692	pa_ill_pa_contig53	contig_154	99.84		True
fake: not a misassembly [fragmentation of reference genome]
161	249467	273352	24057	pa_ill_pa_contig9	contig_154	99.98		True
translocation
1	86400	359742	273353	pa_ill_pa_contig25	contig_154	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	359743	360868	pa_ill_pa_contig67	contig_154	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	552184	360869	pa_ill_pa_contig13	contig_154	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	552185	552676	pa_ill_pa_contig80	contig_154	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	553913	552677	pa_ill_pa_contig65	contig_154	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	554746	553914	pa_ill_pa_contig71	contig_154	99.26		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	554747	813297	pa_ill_pa_contig8	contig_154	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	813298	813790	pa_ill_pa_contig79	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	840584	813791	pa_ill_pa_contig39	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	840585	843537	pa_ill_pa_contig51	contig_154	99.25		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	850122	843538	pa_ill_pa_contig42	contig_154	99.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1079	850123	851146	pa_ill_pa_contig48	contig_154	99.54		True
local misassembly
1235	3667	851302	853734	pa_ill_pa_contig48	contig_154	99.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	853735	884498	pa_ill_pa_contig38	contig_154	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	885373	884499	pa_ill_pa_contig69	contig_154	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68331	953699	885374	pa_ill_pa_contig28	contig_154	99.99		True
fake: not a misassembly [fragmentation of reference genome]
56	799	955132	954389	pa_ill_pa_contig75	contig_154	98.62		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6148	955133	961278	pa_ill_pa_contig43	contig_154	99.95		True
fake: not a misassembly [fragmentation of reference genome]
56	799	962711	961968	pa_ill_pa_contig75	contig_154	99.12		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	965951	962712	pa_ill_pa_contig50	contig_154	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	967523	965952	pa_ill_pa_contig58	contig_154	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	972492	967524	pa_ill_pa_contig46	contig_154	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	974064	972493	pa_ill_pa_contig58	contig_154	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1661	974065	975724	pa_ill_pa_contig59	contig_154	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1028	975725	976697	pa_ill_pa_contig68	contig_154	99.51		True
fake: not a misassembly [fragmentation of reference genome]
1	690	977502	976813	pa_ill_pa_contig76	contig_154	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	592	978094	977503	pa_ill_pa_contig77	contig_154	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	978853	979880	pa_ill_pa_contig68	contig_154	99.81		True
fake: not a misassembly [fragmentation of reference genome]
56	690	980630	979996	pa_ill_pa_contig76	contig_154	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
34236	173697	1120161	980631	pa_ill_pa_contig15	contig_154	99.93		True
local misassembly
1	34328	1154485	1120162	pa_ill_pa_contig15	contig_154	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	1154486	1155633	pa_ill_pa_contig64	contig_154	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	1262417	1155634	pa_ill_pa_contig21	contig_154	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	1263799	1262418	pa_ill_pa_contig61	contig_154	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	1263800	1468663	pa_ill_pa_contig12	contig_154	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	1469480	1468664	pa_ill_pa_contig73	contig_154	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	1526157	1469481	pa_ill_pa_contig30	contig_154	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	1527515	1526158	pa_ill_pa_contig62	contig_154	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	23992	1551504	1527516	pa_ill_pa_contig40	contig_154	99.99		True
translocation
56	702	1552152	1551505	pa_ill_pa_contig8	contig_154	98.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	1552153	1553040	pa_ill_pa_contig71	contig_154	98.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	1553041	1554277	pa_ill_pa_contig65	contig_154	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	1554769	1554278	pa_ill_pa_contig80	contig_154	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	1673459	1554770	pa_ill_pa_contig19	contig_154	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	1673460	1678856	pa_ill_pa_contig45	contig_154	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	1678857	1790059	pa_ill_pa_contig20	contig_154	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	266935	2056982	1790060	pa_ill_pa_contig6	contig_154	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	47071	2057592	2104659	pa_ill_pa_contig35	contig_154	99.99		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	2107488	2105337	pa_ill_pa_contig55	contig_154	99.5		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2107489	2955092	pa_ill_pa_contig1	contig_154	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	2955093	2956179	pa_ill_pa_contig67	contig_154	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
