Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_1bin_v2_1_MP	7	7	7	7	24074864	24074864	24074864	24074864	7	4765873	24074864	4787036	44.80	50.45	4045598	4765873	2845425	4765873	3	1	5	1	21	1	4765873	37	0	0	6	0 + 7 part	19039975	97.703	1.077	0.00	441.74	20.23	1408864	5029495	1103283	393562	2	5
r10_1bin_v2_1_MP_helen	7	7	7	7	24069434	24069434	24069434	24069434	7	4765292	24069434	4787036	44.80	50.45	4045624	4765292	2845362	4765292	3	1	5	1	21	1	4765292	37	0	0	6	0 + 7 part	19036084	97.701	1.076	0.04	435.89	18.05	1408814	5030374	1105646	393563	2	5
r10_1bin_v2_1_r1_medaka	7	7	7	7	24071998	24071998	24071998	24071998	7	4765363	24071998	4787036	44.80	50.45	4045593	4765363	2845428	4765363	3	1	5	1	21	1	4765363	37	0	0	6	0 + 7 part	19035102	97.701	1.077	0.00	444.16	14.90	1408884	5033931	1105652	393563	2	5
r10_1bin_v2_1_r2_medaka	7	7	7	7	24064261	24064261	24064261	24064261	7	4765370	24064261	4787036	44.80	50.45	4045588	4765370	2845425	4765370	3	1	5	1	21	1	4765370	37	0	0	6	0 + 7 part	19028735	97.701	1.077	0.00	440.95	14.88	1408889	5032574	1105648	393563	2	5
r10_1bin_v2_1_racon_r1	7	7	7	7	24059992	24059992	24059992	24059992	7	4764541	24059992	4787036	44.78	50.45	4045161	4764541	2845303	4764541	3	1	5	1	21	1	4764541	36	0	0	6	0 + 7 part	19022681	97.703	1.077	0.00	451.02	40.12	1408682	5032131	1103083	393537	2	5
r10_1bin_v2_1_racon_r2	7	7	7	7	24055964	24055964	24055964	24055964	7	4764622	24055964	4787036	44.78	50.45	4045292	4764622	2845317	4764622	3	1	5	1	21	1	4764622	37	0	0	6	0 + 7 part	19014810	97.701	1.078	0.00	457.89	36.59	1408699	5038294	1105452	393557	2	5
r10_1bin_v2_1_raw	7	7	7	7	28129302	28129302	28129302	28129302	7	6787707	28129302	4787036	51.10	50.45	4755626	6787707	2990263	6787707	3	1	5	1	19	1	4763407	57	0	0	6	0 + 7 part	23168496	97.663	1.061	0.00	503.78	238.22	1104888	4958510	586344	376841	3	6
r10_1bin_v2_2_MP	7	7	7	7	24074405	24074405	24074405	24074405	7	4765365	24074405	4787036	44.80	50.45	4045604	4765365	2845427	4765365	3	1	5	1	21	1	4765365	36	0	0	6	0 + 7 part	19039376	97.703	1.077	0.00	442.36	20.29	1408812	5029690	1103277	393562	2	5
r10_1bin_v2_2_MP_helen	7	7	7	7	24069671	24069671	24069671	24069671	7	4765330	24069671	4787036	44.80	50.45	4045480	4765330	2845365	4765330	3	1	5	1	21	1	4765330	36	0	0	6	0 + 7 part	19034339	97.703	1.077	0.00	439.66	18.13	1408783	5029993	1103269	393564	2	5
r10_1bin_v2_2_r1_medaka	7	7	7	7	24071816	24071816	24071816	24071816	7	4765353	24071816	4787036	44.80	50.45	4045604	4765353	2845431	4765353	3	1	5	1	21	1	4765353	36	0	0	6	0 + 7 part	19035890	97.703	1.077	0.00	442.33	15.35	1408811	5030600	1103272	393566	2	5
