S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_2	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3149	998	pa_ill_pa_contig55	contig_2	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3150	235717	pa_ill_pa_contig10	contig_2	99.99		True
translocation
129	1718	235718	237307	pa_ill_pa_contig57	contig_2	100.0		True
translocation
232388	237415	237308	242334	pa_ill_pa_contig10	contig_2	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244767	242335	pa_ill_pa_contig48	contig_2	99.6		True
local misassembly
1	1079	246001	244923	pa_ill_pa_contig48	contig_2	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	246002	246847	pa_ill_pa_contig70	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249856	246848	pa_ill_pa_contig51	contig_2	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367764	249857	pa_ill_pa_contig11	contig_2	99.99		True
local misassembly
1	92856	460622	367765	pa_ill_pa_contig11	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460623	461497	pa_ill_pa_contig69	contig_2	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461498	510467	pa_ill_pa_contig34	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510468	516070	pa_ill_pa_contig44	contig_2	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622395	516071	pa_ill_pa_contig22	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712923	622771	pa_ill_pa_contig23	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712924	714010	pa_ill_pa_contig67	contig_2	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	714011	1179662	pa_ill_pa_contig3	contig_2	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179663	1182121	pa_ill_pa_contig54	contig_2	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182572	1182122	pa_ill_pa_contig83	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182573	1183440	pa_ill_pa_contig74	contig_2	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184244	1303248	pa_ill_pa_contig18	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303249	1308906	pa_ill_pa_contig44	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	893	1308907	1309744	pa_ill_pa_contig63	contig_2	100.0		True
translocation
56	1405	1311094	1309745	pa_ill_pa_contig12	contig_2	90.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	1311095	1312531	pa_ill_pa_contig61	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21904	1312532	1334435	pa_ill_pa_contig41	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	868	1335963	1335090	pa_ill_pa_contig74	contig_2	98.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1335964	1336414	pa_ill_pa_contig83	contig_2	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1338873	1336415	pa_ill_pa_contig54	contig_2	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
132	56432	1395173	1338874	pa_ill_pa_contig31	contig_2	99.94		True
local misassembly
3	591	1395785	1395197	pa_ill_pa_contig31	contig_2	94.06		True
local misassembly [fragmentation of reference genome]
1	483	1396760	1397242	pa_ill_pa_contig14	contig_2	97.57		True
local misassembly
1	187635	1397243	1584878	pa_ill_pa_contig14	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	123	1584925	1585047	pa_ill_pa_contig7	contig_2	99.19		True
local misassembly
1	77	1585267	1585343	pa_ill_pa_contig7	contig_2	98.7		True
local misassembly
1	265097	1585723	1850818	pa_ill_pa_contig7	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	1851269	1852806	pa_ill_pa_contig60	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	1856689	1853179	pa_ill_pa_contig49	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	38146	1857278	1895423	pa_ill_pa_contig36	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	1895424	1901027	pa_ill_pa_contig44	contig_2	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	1901028	1962744	pa_ill_pa_contig29	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	1963831	1962745	pa_ill_pa_contig67	contig_2	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2811516	1963832	pa_ill_pa_contig1	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2207	2811517	2813668	pa_ill_pa_contig55	contig_2	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	47071	2861417	2814347	pa_ill_pa_contig35	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	266935	2862027	3128961	pa_ill_pa_contig6	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	3240172	3128962	pa_ill_pa_contig20	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	3245569	3240173	pa_ill_pa_contig45	contig_2	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	3245570	3364270	pa_ill_pa_contig19	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	3364271	3364762	pa_ill_pa_contig80	contig_2	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	3365999	3364763	pa_ill_pa_contig65	contig_2	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	3366888	3366000	pa_ill_pa_contig71	contig_2	98.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	702	3366889	3367535	pa_ill_pa_contig8	contig_2	99.05		True
translocation
1	23992	3367536	3391527	pa_ill_pa_contig40	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	3391528	3392885	pa_ill_pa_contig62	contig_2	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	3392886	3449568	pa_ill_pa_contig30	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	3449569	3450385	pa_ill_pa_contig73	contig_2	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	3655267	3450386	pa_ill_pa_contig12	contig_2	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	3655268	3656649	pa_ill_pa_contig61	contig_2	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	3656650	3763447	pa_ill_pa_contig21	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	3764595	3763448	pa_ill_pa_contig64	contig_2	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34328	3764596	3798924	pa_ill_pa_contig15	contig_2	99.86		True
local misassembly
34236	173697	3798925	3938463	pa_ill_pa_contig15	contig_2	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	690	3938464	3939098	pa_ill_pa_contig76	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	3940241	3939214	pa_ill_pa_contig68	contig_2	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	592	3941000	3941591	pa_ill_pa_contig77	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	690	3941592	3942281	pa_ill_pa_contig76	contig_2	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	1028	3943369	3942397	pa_ill_pa_contig68	contig_2	99.51		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1661	3944975	3943370	pa_ill_pa_contig59	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1627	3944976	3946602	pa_ill_pa_contig58	contig_2	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	3946603	3951573	pa_ill_pa_contig46	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	3951574	3953145	pa_ill_pa_contig58	contig_2	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	3953146	3956383	pa_ill_pa_contig50	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3956384	3957127	pa_ill_pa_contig75	contig_2	99.12		True
fake: not a misassembly [fragmentation of reference genome]
1	6148	3963964	3957817	pa_ill_pa_contig43	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3963965	3964708	pa_ill_pa_contig75	contig_2	98.62		True
fake: not a misassembly [fragmentation of reference genome]
1	68331	3965398	4033730	pa_ill_pa_contig28	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	4033731	4034605	pa_ill_pa_contig69	contig_2	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	4065373	4034606	pa_ill_pa_contig38	contig_2	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	4067806	4065374	pa_ill_pa_contig48	contig_2	99.44		True
local misassembly
56	1079	4068985	4067962	pa_ill_pa_contig48	contig_2	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	4068986	4075575	pa_ill_pa_contig42	contig_2	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	4078529	4075576	pa_ill_pa_contig51	contig_2	99.28		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	4078530	4105324	pa_ill_pa_contig39	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	4105817	4105325	pa_ill_pa_contig79	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	4364387	4105818	pa_ill_pa_contig8	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	4364388	4365221	pa_ill_pa_contig71	contig_2	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	4365222	4366458	pa_ill_pa_contig65	contig_2	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	4366950	4366459	pa_ill_pa_contig80	contig_2	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
