S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_2	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3148	998	pa_ill_pa_contig55	contig_2	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3149	235685	pa_ill_pa_contig10	contig_2	99.97		True
translocation
129	1718	235686	237272	pa_ill_pa_contig57	contig_2	99.84		True
translocation
232388	237415	237273	242298	pa_ill_pa_contig10	contig_2	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244731	242299	pa_ill_pa_contig48	contig_2	99.56		True
local misassembly
1	1079	245965	244887	pa_ill_pa_contig48	contig_2	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	245966	246810	pa_ill_pa_contig70	contig_2	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249817	246811	pa_ill_pa_contig51	contig_2	99.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367718	249818	pa_ill_pa_contig11	contig_2	99.98		True
local misassembly
1	92856	460562	367719	pa_ill_pa_contig11	contig_2	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460563	461437	pa_ill_pa_contig69	contig_2	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461438	510408	pa_ill_pa_contig34	contig_2	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510409	516012	pa_ill_pa_contig44	contig_2	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622328	516013	pa_ill_pa_contig22	contig_2	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712847	622704	pa_ill_pa_contig23	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712848	713934	pa_ill_pa_contig67	contig_2	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	713935	1179547	pa_ill_pa_contig3	contig_2	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179548	1182006	pa_ill_pa_contig54	contig_2	99.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182457	1182007	pa_ill_pa_contig83	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182458	1183325	pa_ill_pa_contig74	contig_2	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184131	1303122	pa_ill_pa_contig18	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303123	1308779	pa_ill_pa_contig44	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	893	1308780	1309617	pa_ill_pa_contig63	contig_2	100.0		True
translocation
56	1405	1310967	1309618	pa_ill_pa_contig12	contig_2	90.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	1310968	1312404	pa_ill_pa_contig61	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21904	1312405	1334309	pa_ill_pa_contig41	contig_2	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	868	1335837	1334964	pa_ill_pa_contig74	contig_2	98.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1335838	1336288	pa_ill_pa_contig83	contig_2	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1338744	1336289	pa_ill_pa_contig54	contig_2	99.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
132	56432	1395039	1338745	pa_ill_pa_contig31	contig_2	99.92		True
local misassembly
3	591	1395651	1395063	pa_ill_pa_contig31	contig_2	94.06		True
local misassembly [fragmentation of reference genome]
1	483	1396626	1397108	pa_ill_pa_contig14	contig_2	97.57		True
local misassembly
1	187635	1397109	1584733	pa_ill_pa_contig14	contig_2	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	123	1584780	1584902	pa_ill_pa_contig7	contig_2	99.19		True
local misassembly
1	77	1585122	1585198	pa_ill_pa_contig7	contig_2	98.7		True
local misassembly
1	265097	1585578	1850654	pa_ill_pa_contig7	contig_2	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	1851105	1852642	pa_ill_pa_contig60	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	1856525	1853015	pa_ill_pa_contig49	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	38146	1857114	1895259	pa_ill_pa_contig36	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	1895260	1900862	pa_ill_pa_contig44	contig_2	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	1900863	1962574	pa_ill_pa_contig29	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	1963659	1962575	pa_ill_pa_contig67	contig_2	98.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2811256	1963660	pa_ill_pa_contig1	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2207	2811257	2813408	pa_ill_pa_contig55	contig_2	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	47071	2861157	2814088	pa_ill_pa_contig35	contig_2	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	266935	2861767	3128680	pa_ill_pa_contig6	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	3239892	3128681	pa_ill_pa_contig20	contig_2	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	3245289	3239893	pa_ill_pa_contig45	contig_2	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	3245290	3363982	pa_ill_pa_contig19	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	3363983	3364474	pa_ill_pa_contig80	contig_2	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	3365711	3364475	pa_ill_pa_contig65	contig_2	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	3366599	3365712	pa_ill_pa_contig71	contig_2	98.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	702	3366600	3367246	pa_ill_pa_contig8	contig_2	99.05		True
translocation
1	23992	3367247	3391234	pa_ill_pa_contig40	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	3391235	3392592	pa_ill_pa_contig62	contig_2	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	3392593	3449268	pa_ill_pa_contig30	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	3449269	3450085	pa_ill_pa_contig73	contig_2	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	3654937	3450086	pa_ill_pa_contig12	contig_2	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	3654938	3656320	pa_ill_pa_contig61	contig_2	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	3656321	3763101	pa_ill_pa_contig21	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	3764249	3763102	pa_ill_pa_contig64	contig_2	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34328	3764250	3798573	pa_ill_pa_contig15	contig_2	99.84		True
local misassembly
34236	173697	3798574	3938111	pa_ill_pa_contig15	contig_2	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	690	3938112	3938746	pa_ill_pa_contig76	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	3939889	3938862	pa_ill_pa_contig68	contig_2	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	592	3940647	3941238	pa_ill_pa_contig77	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	690	3941239	3941928	pa_ill_pa_contig76	contig_2	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	1028	3943016	3942044	pa_ill_pa_contig68	contig_2	99.51		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1661	3944621	3943017	pa_ill_pa_contig59	contig_2	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1627	3944622	3946246	pa_ill_pa_contig58	contig_2	99.41		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	3946247	3951213	pa_ill_pa_contig46	contig_2	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	3951214	3952785	pa_ill_pa_contig58	contig_2	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	3952786	3956023	pa_ill_pa_contig50	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3956024	3956767	pa_ill_pa_contig75	contig_2	99.12		True
fake: not a misassembly [fragmentation of reference genome]
1	6148	3963602	3957457	pa_ill_pa_contig43	contig_2	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3963603	3964346	pa_ill_pa_contig75	contig_2	98.62		True
fake: not a misassembly [fragmentation of reference genome]
1	68331	3965036	4033361	pa_ill_pa_contig28	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	4033362	4034236	pa_ill_pa_contig69	contig_2	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	4065000	4034237	pa_ill_pa_contig38	contig_2	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	4067433	4065001	pa_ill_pa_contig48	contig_2	99.4		True
local misassembly
56	1079	4068612	4067589	pa_ill_pa_contig48	contig_2	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	4068613	4075197	pa_ill_pa_contig42	contig_2	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	4078150	4075198	pa_ill_pa_contig51	contig_2	99.25		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	4078151	4104943	pa_ill_pa_contig39	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	4105436	4104944	pa_ill_pa_contig79	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	4363984	4105437	pa_ill_pa_contig8	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	4363985	4364816	pa_ill_pa_contig71	contig_2	99.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	4364817	4366053	pa_ill_pa_contig65	contig_2	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	4366545	4366054	pa_ill_pa_contig80	contig_2	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	4366546	4557861	pa_ill_pa_contig13	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	4558987	4557862	pa_ill_pa_contig67	contig_2	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	86400	4558988	4645371	pa_ill_pa_contig25	contig_2	99.98		True
translocation
161	249467	4645372	4894656	pa_ill_pa_contig9	contig_2	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	4897551	4895021	pa_ill_pa_contig53	contig_2	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	929	4898607	4897679	pa_ill_pa_contig72	contig_2	98.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	4899120	4898608	pa_ill_pa_contig78	contig_2	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	4899121	4902900	pa_ill_pa_contig47	contig_2	90.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	4903329	4902901	pa_ill_pa_contig84	contig_2	98.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	121067	5024384	4903330	pa_ill_pa_contig17	contig_2	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	56007	5024646	5080646	pa_ill_pa_contig32	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	5081794	5080647	pa_ill_pa_contig64	contig_2	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
247199	542364	5376933	5081795	pa_ill_pa_contig2	contig_2	99.98		True
local misassembly
1	247083	5623986	5376934	pa_ill_pa_contig2	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	5623987	5624415	pa_ill_pa_contig84	contig_2	98.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	5628188	5624416	pa_ill_pa_contig47	contig_2	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	5628189	5628700	pa_ill_pa_contig78	contig_2	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	5628701	5629630	pa_ill_pa_contig72	contig_2	98.39		True
fake: not a misassembly [fragmentation of reference genome]
1	2549	5629758	5632306	pa_ill_pa_contig52	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	404310	6036917	5632665	pa_ill_pa_contig4	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	6036918	6038275	pa_ill_pa_contig62	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	122468	6038276	6160725	pa_ill_pa_contig16	contig_2	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	53273	6214411	6161140	pa_ill_pa_contig33	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	6214904	6214412	pa_ill_pa_contig79	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
41341	76514	6250074	6214905	pa_ill_pa_contig26	contig_2	99.96		True
local misassembly
1	41228	6291298	6250075	pa_ill_pa_contig26	contig_2	99.96		True
translocation
56	770	6292007	6291299	pa_ill_pa_contig20	contig_2	90.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5507	6297459	6292008	pa_ill_pa_contig45	contig_2	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68413	6297460	6365868	pa_ill_pa_contig27	contig_2	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
