S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_2	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3149	998	pa_ill_pa_contig55	contig_2	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3150	235696	pa_ill_pa_contig10	contig_2	99.97		True
translocation
129	1718	235697	237285	pa_ill_pa_contig57	contig_2	99.73		True
translocation
232388	237415	237286	242310	pa_ill_pa_contig10	contig_2	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244743	242311	pa_ill_pa_contig48	contig_2	99.56		True
local misassembly
1	1079	245977	244899	pa_ill_pa_contig48	contig_2	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	245978	246822	pa_ill_pa_contig70	contig_2	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249831	246823	pa_ill_pa_contig51	contig_2	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367731	249832	pa_ill_pa_contig11	contig_2	99.98		True
local misassembly
1	92856	460574	367732	pa_ill_pa_contig11	contig_2	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460575	461449	pa_ill_pa_contig69	contig_2	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461450	510413	pa_ill_pa_contig34	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510414	516016	pa_ill_pa_contig44	contig_2	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622334	516017	pa_ill_pa_contig22	contig_2	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712850	622710	pa_ill_pa_contig23	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712851	713937	pa_ill_pa_contig67	contig_2	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	713938	1179574	pa_ill_pa_contig3	contig_2	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179575	1182033	pa_ill_pa_contig54	contig_2	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182484	1182034	pa_ill_pa_contig83	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182485	1183352	pa_ill_pa_contig74	contig_2	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184156	1303152	pa_ill_pa_contig18	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303153	1308809	pa_ill_pa_contig44	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	893	1308810	1309647	pa_ill_pa_contig63	contig_2	100.0		True
translocation
56	1405	1310997	1309648	pa_ill_pa_contig12	contig_2	90.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	1310998	1312434	pa_ill_pa_contig61	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21904	1312435	1334337	pa_ill_pa_contig41	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	868	1335865	1334992	pa_ill_pa_contig74	contig_2	98.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1335866	1336316	pa_ill_pa_contig83	contig_2	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1338774	1336317	pa_ill_pa_contig54	contig_2	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
132	56432	1395074	1338775	pa_ill_pa_contig31	contig_2	99.91		True
local misassembly
3	591	1395686	1395098	pa_ill_pa_contig31	contig_2	94.06		True
local misassembly [fragmentation of reference genome]
1	483	1396661	1397143	pa_ill_pa_contig14	contig_2	97.57		True
local misassembly
1	187635	1397144	1584769	pa_ill_pa_contig14	contig_2	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	123	1584816	1584938	pa_ill_pa_contig7	contig_2	99.19		True
local misassembly
1	77	1585158	1585234	pa_ill_pa_contig7	contig_2	98.7		True
local misassembly
1	265097	1585614	1850695	pa_ill_pa_contig7	contig_2	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	1851146	1852683	pa_ill_pa_contig60	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	1856566	1853056	pa_ill_pa_contig49	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	38146	1857155	1895296	pa_ill_pa_contig36	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	1895297	1900901	pa_ill_pa_contig44	contig_2	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	1900902	1962613	pa_ill_pa_contig29	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	1963700	1962614	pa_ill_pa_contig67	contig_2	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2811325	1963701	pa_ill_pa_contig1	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2207	2811326	2813477	pa_ill_pa_contig55	contig_2	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	47071	2861225	2814156	pa_ill_pa_contig35	contig_2	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	266935	2861835	3128749	pa_ill_pa_contig6	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	3239959	3128750	pa_ill_pa_contig20	contig_2	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	3245356	3239960	pa_ill_pa_contig45	contig_2	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	3245357	3364046	pa_ill_pa_contig19	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	3364047	3364538	pa_ill_pa_contig80	contig_2	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	3365775	3364539	pa_ill_pa_contig65	contig_2	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	3366663	3365776	pa_ill_pa_contig71	contig_2	98.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	702	3366664	3367310	pa_ill_pa_contig8	contig_2	99.05		True
translocation
1	23992	3367311	3391300	pa_ill_pa_contig40	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	3391301	3392658	pa_ill_pa_contig62	contig_2	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	3392659	3449334	pa_ill_pa_contig30	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	3449335	3450151	pa_ill_pa_contig73	contig_2	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	3655003	3450152	pa_ill_pa_contig12	contig_2	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	3655004	3656384	pa_ill_pa_contig61	contig_2	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	3656385	3763164	pa_ill_pa_contig21	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	3764312	3763165	pa_ill_pa_contig64	contig_2	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34328	3764313	3798637	pa_ill_pa_contig15	contig_2	99.85		True
local misassembly
34236	173697	3798638	3938168	pa_ill_pa_contig15	contig_2	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	690	3938169	3938803	pa_ill_pa_contig76	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	3939946	3938919	pa_ill_pa_contig68	contig_2	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	592	3940704	3941295	pa_ill_pa_contig77	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	690	3941296	3941985	pa_ill_pa_contig76	contig_2	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	1028	3943073	3942101	pa_ill_pa_contig68	contig_2	99.51		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1661	3944678	3943074	pa_ill_pa_contig59	contig_2	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1627	3944679	3946305	pa_ill_pa_contig58	contig_2	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	3946306	3951272	pa_ill_pa_contig46	contig_2	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	3951273	3952843	pa_ill_pa_contig58	contig_2	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	3952844	3956081	pa_ill_pa_contig50	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3956082	3956825	pa_ill_pa_contig75	contig_2	99.12		True
fake: not a misassembly [fragmentation of reference genome]
1	6148	3963660	3957515	pa_ill_pa_contig43	contig_2	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3963661	3964404	pa_ill_pa_contig75	contig_2	98.62		True
fake: not a misassembly [fragmentation of reference genome]
1	68331	3965094	4033422	pa_ill_pa_contig28	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	4033423	4034297	pa_ill_pa_contig69	contig_2	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	4065061	4034298	pa_ill_pa_contig38	contig_2	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	4067494	4065062	pa_ill_pa_contig48	contig_2	99.4		True
local misassembly
56	1079	4068673	4067650	pa_ill_pa_contig48	contig_2	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	4068674	4075258	pa_ill_pa_contig42	contig_2	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	4078211	4075259	pa_ill_pa_contig51	contig_2	99.25		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	4078212	4105003	pa_ill_pa_contig39	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	4105496	4105004	pa_ill_pa_contig79	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	4364052	4105497	pa_ill_pa_contig8	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	4364053	4364885	pa_ill_pa_contig71	contig_2	99.26		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	4364886	4366122	pa_ill_pa_contig65	contig_2	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	4366614	4366123	pa_ill_pa_contig80	contig_2	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
