Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_1bin_v3_1_MP	7	7	7	7	24074828	24074828	24074828	24074828	7	4765884	24074828	2689205	44.80	32.69	4045594	4765884	2845421	4765884	3	1	5	1	13	1	2719591	10	0	0	6	0 + 7 part	21275928	99.537	1.046	0.00	284.52	110.54	948792	2796978	480532	381466	2	4
r10_1bin_v3_1_MP_helen	7	7	7	7	24070090	24070090	24070090	24070090	7	4765881	24070090	2689205	44.80	32.69	4045616	4765881	2845364	4765881	3	1	5	1	13	1	2717945	9	0	0	6	0 + 7 part	21272950	99.537	1.045	0.04	255.31	43.60	948048	2795211	480263	381231	2	4
r10_1bin_v3_1_r1_medaka	7	7	7	7	24071888	24071888	24071888	24071888	7	4765833	24071888	2689205	44.80	32.69	4045591	4765833	2845429	4765833	3	1	5	1	13	1	2719536	9	0	0	6	0 + 7 part	21273045	99.537	1.046	0.00	290.05	76.44	948662	2796923	480493	381425	2	4
r10_1bin_v3_1_r2_medaka	7	7	7	7	24063470	24063470	24063470	24063470	7	4765837	24063470	2689205	44.80	32.69	4045596	4765837	2845429	4765837	3	1	5	1	13	1	2719598	9	0	0	6	0 + 7 part	21264910	99.537	1.046	0.00	287.44	77.74	948676	2796639	480504	381443	2	4
r10_1bin_v3_1_racon_r1	7	7	7	7	24060900	24060900	24060900	24060900	7	4765031	24060900	2689205	44.79	32.69	4045200	4765031	2845295	4765031	3	1	5	1	13	1	2720563	9	0	0	6	0 + 7 part	21266025	99.537	1.044	0.00	280.45	110.36	949040	2792946	480705	381547	2	4
r10_1bin_v3_1_racon_r2	7	7	7	7	24056048	24056048	24056048	24056048	7	4765076	24056048	2689205	44.78	32.69	4045302	4765076	2845304	4765076	3	1	5	1	13	1	2720641	10	0	0	6	0 + 7 part	21257050	99.537	1.046	0.00	293.86	115.03	949160	2797265	480678	381611	2	4
r10_1bin_v3_1_raw	7	7	7	7	24060486	24060486	24060486	24060486	7	4763514	24060486	2689205	44.77	32.69	4042945	4763514	2843358	4763514	3	1	5	1	13	1	2718437	20	0	0	5	0 + 7 part	21319060	99.538	1.024	0.00	248.66	160.01	948372	2739511	480398	381299	2	4
r10_1bin_v3_2_MP	7	7	7	7	24074490	24074490	24074490	24074490	7	4765366	24074490	2689205	44.80	32.69	4045598	4765366	2845423	4765366	3	1	5	1	13	1	2719739	10	0	0	6	0 + 7 part	21274781	99.537	1.046	0.00	288.26	112.30	948895	2797796	480548	381468	2	4
r10_1bin_v3_2_MP_helen	7	7	7	7	24070611	24070611	24070611	24070611	7	4765332	24070611	2689205	44.80	32.69	4045623	4765332	2845360	4765332	3	1	5	1	13	1	2717966	9	0	0	6	0 + 7 part	21272685	99.537	1.045	0.00	257.55	42.51	948103	2796007	480250	381232	2	4
r10_1bin_v3_2_r1_medaka	7	7	7	7	24075114	24075114	24075114	24075114	7	4765684	24075114	2689205	44.80	32.69	4045846	4765684	2845571	4765684	3	1	5	1	13	1	2721106	9	0	0	6	0 + 7 part	21274378	99.537	1.046	0.00	289.90	107.63	949204	2798816	480736	381656	2	4
r10_1bin_v3_2_r2_medaka	7	7	7	7	24065831	24065831	24065831	24065831	7	4765663	24065831	2689205	44.79	32.69	4045845	4765663	2845564	4765663	3	1	5	1	13	1	2721103	9	0	0	6	0 + 7 part	21265358	99.537	1.046	0.00	288.90	106.77	949208	2798552	480755	381656	2	4
r10_1bin_v3_2_racon_r1	7	7	7	7	24060635	24060635	24060635	24060635	7	4764521	24060635	2689205	44.79	32.69	4045161	4764521	2845301	4764521	3	1	5	1	13	1	2720628	9	0	0	6	0 + 7 part	21264194	99.537	1.045	0.00	283.03	113.05	949045	2794521	480648	381577	2	4
r10_1bin_v3_2_racon_r2	7	7	7	7	24055783	24055783	24055783	24055783	7	4764646	24055783	2689205	44.78	32.69	4045304	4764646	2845301	4764646	3	1	5	1	13	1	2720631	10	0	0	6	0 + 7 part	21256210	99.537	1.046	0.00	296.14	112.26	949146	2797651	480677	381605	2	4
r10_1bin_v3_2_raw	7	7	7	7	24060933	24060933	24060933	24060933	7	4763440	24060933	2689205	44.77	32.69	4043043	4763440	2843368	4763440	3	1	5	1	15	1	2718867	19	0	0	4	0 + 7 part	21320909	99.535	1.024	0.00	251.24	164.98	948394	2738101	480377	381350	2	4
r10_1bin_v3_3_MP	7	7	7	7	24078180	24078180	24078180	24078180	7	4765358	24078180	2689205	44.80	32.69	4045599	4765358	2845422	4765358	3	1	5	1	13	1	2719745	10	0	0	6	0 + 7 part	21278349	99.537	1.046	0.00	288.75	112.38	948893	2797917	480545	381465	2	4
r10_1bin_v3_3_MP_helen	7	7	7	7	24070683	24070683	24070683	24070683	7	4765330	24070683	2689205	44.81	32.69	4045602	4765330	2845361	4765330	3	1	5	1	13	1	2717968	10	0	0	6	0 + 7 part	21272626	99.537	1.045	0.00	257.48	42.66	948229	2796138	480253	381231	2	4
r10_1bin_v3_3_r1_medaka	7	7	7	7	24078524	24078524	24078524	24078524	7	4765688	24078524	2689205	44.80	32.69	4045842	4765688	2845572	4765688	3	1	5	1	13	1	2721103	9	0	0	6	0 + 7 part	21277562	99.537	1.046	0.00	290.99	107.74	949204	2799042	480734	381657	2	4
r10_1bin_v3_3_r2_medaka	7	7	7	7	24071188	24071188	24071188	24071188	7	4765655	24071188	2689205	44.79	32.69	4045840	4765655	2845563	4765655	3	1	5	1	13	1	2721099	9	0	0	6	0 + 7 part	21270977	99.537	1.046	0.00	289.34	107.18	949201	2798290	480738	381659	2	4
r10_1bin_v3_3_racon_r1	7	7	7	7	24064158	24064158	24064158	24064158	7	4764491	24064158	2689205	44.79	32.69	4045210	4764491	2845260	4764491	3	1	5	1	13	1	2720626	9	0	0	6	0 + 7 part	21266489	99.537	1.045	0.00	286.84	113.31	949045	2795749	480648	381577	2	4
r10_1bin_v3_3_racon_r2	7	7	7	7	24059056	24059056	24059056	24059056	7	4764636	24059056	2689205	44.79	32.69	4045276	4764636	2845299	4764636	3	1	5	1	13	1	2720626	9	0	0	6	0 + 7 part	21258997	99.537	1.046	0.00	300.10	113.23	949041	2798137	480670	381586	2	4
r10_1bin_v3_3_raw	7	7	7	7	24063949	24063949	24063949	24063949	7	4763330	24063949	2689205	44.77	32.69	4043035	4763330	2843358	4763330	3	1	5	1	15	1	2718867	19	0	0	5	0 + 7 part	21323737	99.535	1.024	0.42	251.43	164.94	948394	2738189	480377	381350	2	4
