S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102675	ec_ill_ec_contig2	contig_95	99.96		True
local misassembly
310191	312944	102676	105428	ec_ill_ec_contig2	contig_95	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303763	105518	ec_ill_ec_contig4	contig_95	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306734	303764	ec_ill_ec_contig65	contig_95	99.9		True
local misassembly
1	1463	308594	307132	ec_ill_ec_contig65	contig_95	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	308961	346255	ec_ill_ec_contig39	contig_95	99.96		True
local misassembly [fragmentation of reference genome]
22	350	346351	346679	ec_ill_ec_contig104	contig_95	91.19		True
indel: indel (> 5bp)
384	502	346680	346798	ec_ill_ec_contig104	contig_95	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346871	392169	ec_ill_ec_contig15	contig_95	99.91		True
local misassembly
45064	105217	392184	452325	ec_ill_ec_contig15	contig_95	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452326	453556	ec_ill_ec_contig79	contig_95	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453557	513962	ec_ill_ec_contig31	contig_95	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514150	857311	ec_ill_ec_contig1	contig_95	99.96		True
local misassembly
343563	393863	857312	907603	ec_ill_ec_contig1	contig_95	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980552	907604	ec_ill_ec_contig16	contig_95	99.97		True
local misassembly
1	31383	1011927	980553	ec_ill_ec_contig16	contig_95	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1014950	1011929	ec_ill_ec_contig65	contig_95	99.77		True
local misassembly
1	1463	1016816	1015354	ec_ill_ec_contig65	contig_95	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058359	1017087	ec_ill_ec_contig37	contig_95	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059278	1058360	ec_ill_ec_contig83	contig_95	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059279	1206744	ec_ill_ec_contig7	contig_95	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206745	1208668	ec_ill_ec_contig73	contig_95	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209230	1208669	ec_ill_ec_contig91	contig_95	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209231	1209875	ec_ill_ec_contig94	contig_95	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210129	1211857	ec_ill_ec_contig75	contig_95	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212306	1212790	ec_ill_ec_contig104	contig_95	91.56		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220758	1212858	ec_ill_ec_contig60	contig_95	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1221880	1220759	ec_ill_ec_contig80	contig_95	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1221881	1315269	ec_ill_ec_contig20	contig_95	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1315270	1317195	ec_ill_ec_contig73	contig_95	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
