Assembly	r10_1bin_v3_1_MP	r10_1bin_v3_1_MP_helen	r10_1bin_v3_1_r1_medaka	r10_1bin_v3_1_r2_medaka	r10_1bin_v3_1_racon_r1	r10_1bin_v3_1_racon_r2	r10_1bin_v3_1_raw	r10_1bin_v3_2_MP	r10_1bin_v3_2_MP_helen	r10_1bin_v3_2_r1_medaka	r10_1bin_v3_2_r2_medaka	r10_1bin_v3_2_racon_r1	r10_1bin_v3_2_racon_r2	r10_1bin_v3_2_raw	r10_1bin_v3_3_MP	r10_1bin_v3_3_MP_helen	r10_1bin_v3_3_r1_medaka	r10_1bin_v3_3_r2_medaka	r10_1bin_v3_3_racon_r1	r10_1bin_v3_3_racon_r2	r10_1bin_v3_3_raw
# misassemblies	8	6	6	6	6	6	10	8	6	6	6	6	6	10	6	6	6	6	6	6	10
  # contig misassemblies	8	6	6	6	6	6	10	8	6	6	6	6	6	10	6	6	6	6	6	6	10
    # c. relocations	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
    # c. translocations	7	6	6	6	6	6	10	7	6	6	6	6	6	10	6	6	6	6	6	6	10
    # c. inversions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
  # scaffold misassemblies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # s. relocations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # s. translocations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # s. inversions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# misassembled contigs	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Misassembled contigs length	6792277	6792242	6792252	6792253	6791585	6791667	6787707	6792257	6792199	6792399	6792386	6791581	6791672	6787721	6792253	6792197	6792391	6792395	6791556	6791638	6787718
# possibly misassembled contigs	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
    # possible misassemblies	16	18	18	18	18	18	34	16	18	18	18	18	18	34	18	18	18	18	18	18	34
# local misassemblies	11	11	11	11	11	11	28	11	11	11	11	11	12	29	11	11	11	11	11	11	29
# scaffold gap ext. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# misassemblies caused by fragmented reference	20	21	21	21	21	21	16	20	21	21	21	21	20	16	21	21	21	21	21	21	16
# unaligned mis. contigs	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	6	6
# mismatches	3992	3793	3837	3835	3986	3959	4411	3952	3770	3823	3810	3960	3933	4339	3920	3775	3797	3787	3907	3937	4387
# indels	384	229	247	242	1006	962	6527	369	345	441	429	1041	955	6507	368	345	422	434	1019	958	6504
    # indels (<= 5 bp)	288	134	153	148	912	867	6403	274	248	348	336	948	862	6389	272	247	328	340	923	864	6383
    # indels (> 5 bp)	96	95	94	94	94	95	124	95	97	93	93	93	93	118	96	98	94	94	96	94	121
Indels length	5432	5261	5260	5255	6141	6080	12979	5361	5364	5410	5394	6118	6010	12747	5411	5411	5446	5456	6141	6071	12818
