S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
105683	121067	1	15384	pa_ill_pa_contig17	contig_149	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	15385	15813	pa_ill_pa_contig84	contig_149	98.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	19593	15814	pa_ill_pa_contig47	contig_149	90.12		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	19594	20106	pa_ill_pa_contig78	contig_149	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	20107	21033	pa_ill_pa_contig72	contig_149	99.14		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	21161	23690	pa_ill_pa_contig53	contig_149	99.8		True
fake: not a misassembly [fragmentation of reference genome]
161	249467	273343	24055	pa_ill_pa_contig9	contig_149	99.98		True
translocation
1	86400	359737	273344	pa_ill_pa_contig25	contig_149	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	359738	360863	pa_ill_pa_contig67	contig_149	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	552173	360864	pa_ill_pa_contig13	contig_149	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	552174	552665	pa_ill_pa_contig80	contig_149	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	553902	552666	pa_ill_pa_contig65	contig_149	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	554736	553903	pa_ill_pa_contig71	contig_149	99.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	554737	813278	pa_ill_pa_contig8	contig_149	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	813279	813771	pa_ill_pa_contig79	contig_149	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	840567	813772	pa_ill_pa_contig39	contig_149	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	840568	843520	pa_ill_pa_contig51	contig_149	99.25		True
indel: indel (> 5bp) [fragmentation of reference genome]
