S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102683	ec_ill_ec_contig2	contig_93	99.99		True
local misassembly
310191	312944	102684	105437	ec_ill_ec_contig2	contig_93	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303780	105527	ec_ill_ec_contig4	contig_93	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306752	303781	ec_ill_ec_contig65	contig_93	99.93		True
local misassembly
1	1463	308612	307150	ec_ill_ec_contig65	contig_93	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	308979	346275	ec_ill_ec_contig39	contig_93	100.0		True
local misassembly [fragmentation of reference genome]
22	350	346371	346699	ec_ill_ec_contig104	contig_93	91.19		True
indel: indel (> 5bp)
384	502	346700	346818	ec_ill_ec_contig104	contig_93	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346891	392195	ec_ill_ec_contig15	contig_93	99.95		True
local misassembly
45064	105217	392210	452361	ec_ill_ec_contig15	contig_93	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452362	453593	ec_ill_ec_contig79	contig_93	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453594	514003	ec_ill_ec_contig31	contig_93	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514191	857387	ec_ill_ec_contig1	contig_93	99.99		True
local misassembly
343563	393863	857388	907686	ec_ill_ec_contig1	contig_93	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980644	907687	ec_ill_ec_contig16	contig_93	99.99		True
local misassembly
1	31383	1012026	980645	ec_ill_ec_contig16	contig_93	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1015054	1012028	ec_ill_ec_contig65	contig_93	99.93		True
local misassembly
1	1463	1016920	1015458	ec_ill_ec_contig65	contig_93	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058467	1017191	ec_ill_ec_contig37	contig_93	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059388	1058468	ec_ill_ec_contig83	contig_93	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059389	1206886	ec_ill_ec_contig7	contig_93	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206887	1208810	ec_ill_ec_contig73	contig_93	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209372	1208811	ec_ill_ec_contig91	contig_93	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209373	1210017	ec_ill_ec_contig94	contig_93	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210271	1211999	ec_ill_ec_contig75	contig_93	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212448	1212933	ec_ill_ec_contig104	contig_93	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220904	1213001	ec_ill_ec_contig60	contig_93	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1222026	1220905	ec_ill_ec_contig80	contig_93	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1222027	1315424	ec_ill_ec_contig20	contig_93	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1315425	1317348	ec_ill_ec_contig73	contig_93	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1317910	1317349	ec_ill_ec_contig91	contig_93	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1317911	1318536	ec_ill_ec_contig94	contig_93	98.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1318537	1390379	ec_ill_ec_contig25	contig_93	99.96		True
local misassembly [fragmentation of reference genome]
1	5324	1395811	1390487	ec_ill_ec_contig64	contig_93	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1396094	1412163	ec_ill_ec_contig53	contig_93	100.0		True
translocation
26703	27345	1412164	1412806	ec_ill_ec_contig46	contig_93	97.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1412807	1413259	ec_ill_ec_contig101	contig_93	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2582	1415842	1413260	ec_ill_ec_contig70	contig_93	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	2425	1416125	1418549	ec_ill_ec_contig72	contig_93	100.0		True
translocation
4875	5324	1418550	1418999	ec_ill_ec_contig64	contig_93	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71245	71855	1419712	1419102	ec_ill_ec_contig25	contig_93	97.25		True
translocation
1	22687	1442395	1419713	ec_ill_ec_contig48	contig_93	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	615	1442396	1442955	ec_ill_ec_contig92	contig_93	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1357	1442956	1444312	ec_ill_ec_contig77	contig_93	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	1444826	1444313	ec_ill_ec_contig97	contig_93	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111087	1555912	1444827	ec_ill_ec_contig12	contig_93	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1556097	1557560	ec_ill_ec_contig65	contig_93	99.86		True
local misassembly
1876	4847	1557881	1560852	ec_ill_ec_contig65	contig_93	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	88468	1649317	1560853	ec_ill_ec_contig23	contig_93	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1649721	1651183	ec_ill_ec_contig65	contig_93	99.93		True
local misassembly
1876	4902	1651596	1654626	ec_ill_ec_contig65	contig_93	99.64		True
fake: not a misassembly [fragmentation of reference genome]
1	53688	1654846	1708532	ec_ill_ec_contig33	contig_93	99.99		True
local misassembly [fragmentation of reference genome]
1	71920	1708533	1780451	ec_ill_ec_contig24	contig_93	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1780850	1782313	ec_ill_ec_contig65	contig_93	99.86		True
local misassembly
1876	4902	1782634	1785660	ec_ill_ec_contig65	contig_93	99.7		True
fake: not a misassembly [fragmentation of reference genome]
1	4268	1790147	1785880	ec_ill_ec_contig66	contig_93	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1790148	1791067	ec_ill_ec_contig83	contig_93	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30843	1821910	1791068	ec_ill_ec_contig43	contig_93	100.0		True
translocation
56	399	1822252	1821911	ec_ill_ec_contig6	contig_93	98.24		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1463	1822253	1823715	ec_ill_ec_contig65	contig_93	100.0		True
local misassembly
1876	4902	1824036	1827062	ec_ill_ec_contig65	contig_93	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	3011	1827064	1830074	ec_ill_ec_contig8	contig_93	99.95		True
indel: stretch of mismatches
3012	83127	1830075	1910092	ec_ill_ec_contig8	contig_93	99.87		True
local misassembly
82979	138617	1910283	1965919	ec_ill_ec_contig8	contig_93	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	1966472	1965987	ec_ill_ec_contig104	contig_93	91.77		True
local misassembly [fragmentation of reference genome]
1	30252	1966568	1996822	ec_ill_ec_contig44	contig_93	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	107753	2104761	1997014	ec_ill_ec_contig14	contig_93	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1166	2104762	2105872	ec_ill_ec_contig81	contig_93	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	9696	2105873	2115567	ec_ill_ec_contig59	contig_93	99.99		True
indel: indel (<= 5bp) [fragmentation of reference genome]
56	502	2116089	2115640	ec_ill_ec_contig104	contig_93	99.01		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3545	2116090	2119633	ec_ill_ec_contig67	contig_93	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	744	2120322	2119634	ec_ill_ec_contig89	contig_93	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89591	2209912	2120323	ec_ill_ec_contig21	contig_93	99.99		True
fake: not a misassembly [fragmentation of reference genome]
42469	50645	2218304	2210128	ec_ill_ec_contig35	contig_93	99.89		True
local misassembly
1	42569	2260870	2218305	ec_ill_ec_contig35	contig_93	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2262103	2260871	ec_ill_ec_contig79	contig_93	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3185	2265288	2262104	ec_ill_ec_contig68	contig_93	100.0		True
local misassembly [fragmentation of reference genome]
22	507	2265384	2265869	ec_ill_ec_contig104	contig_93	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	21779	2287713	2265937	ec_ill_ec_contig49	contig_93	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	2288267	2287782	ec_ill_ec_contig104	contig_93	91.77		True
local misassembly [fragmentation of reference genome]
1	181861	2470137	2288363	ec_ill_ec_contig6	contig_93	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1463	2470138	2471545	ec_ill_ec_contig65	contig_93	99.52		True
local misassembly
1876	4847	2471958	2474931	ec_ill_ec_contig65	contig_93	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	17355	2492286	2474932	ec_ill_ec_contig52	contig_93	99.91		True
local misassembly [fragmentation of reference genome]
6	105426	2492905	2598322	ec_ill_ec_contig5	contig_93	99.81		True
local misassembly
105527	184250	2598323	2677045	ec_ill_ec_contig5	contig_93	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2678278	2677046	ec_ill_ec_contig79	contig_93	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	67050	2678279	2745326	ec_ill_ec_contig29	contig_93	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	59988	2746208	2806194	ec_ill_ec_contig32	contig_93	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2806195	2807428	ec_ill_ec_contig79	contig_93	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
33156	119686	2894064	2807429	ec_ill_ec_contig10	contig_93	99.86		True
local misassembly
1	32653	2926714	2894065	ec_ill_ec_contig10	contig_93	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	2926715	2928638	ec_ill_ec_contig73	contig_93	98.18		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	2929200	2928639	ec_ill_ec_contig91	contig_93	95.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	2929201	2929845	ec_ill_ec_contig94	contig_93	99.22		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	2930099	2931126	ec_ill_ec_contig84	contig_93	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	645	2931127	2931716	ec_ill_ec_contig94	contig_93	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
21	331	2931717	2932027	ec_ill_ec_contig25	contig_93	97.72		True
translocation
1	1672	2932028	2933699	ec_ill_ec_contig76	contig_93	99.94		True
translocation
182	998	2933700	2934515	ec_ill_ec_contig36	contig_93	94.92		True
relocation, inconsistency = -1267
1	43039	2934785	2977820	ec_ill_ec_contig36	contig_93	99.97		True
local misassembly
42883	42981	2977969	2978067	ec_ill_ec_contig36	contig_93	98.99		True
local misassembly [fragmentation of reference genome]
1	101963	2978697	3080656	ec_ill_ec_contig17	contig_93	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3081210	3080725	ec_ill_ec_contig104	contig_93	91.77		True
local misassembly [fragmentation of reference genome]
1	4424	3081306	3085729	ec_ill_ec_contig28	contig_93	100.0		True
translocation
1	5981	3085730	3091709	ec_ill_ec_contig63	contig_93	99.98		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3092262	3091777	ec_ill_ec_contig104	contig_93	91.77		True
local misassembly [fragmentation of reference genome]
1	70123	3092358	3162481	ec_ill_ec_contig28	contig_93	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	3162482	3163714	ec_ill_ec_contig79	contig_93	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89333	3253043	3163715	ec_ill_ec_contig22	contig_93	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1166	3253044	3254153	ec_ill_ec_contig81	contig_93	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	64433	3318585	3254154	ec_ill_ec_contig30	contig_93	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3319140	3318655	ec_ill_ec_contig104	contig_93	91.77		True
local misassembly [fragmentation of reference genome]
1	10296	3329531	3319236	ec_ill_ec_contig58	contig_93	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	576	3329532	3330039	ec_ill_ec_contig95	contig_93	95.43		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1347	3330040	3331386	ec_ill_ec_contig78	contig_93	100.0		True
translocation
26439	26892	3331387	3331840	ec_ill_ec_contig47	contig_93	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71159	71855	3332641	3331943	ec_ill_ec_contig25	contig_93	96.28		True
translocation
1	2582	3332837	3335416	ec_ill_ec_contig71	contig_93	99.88		True
translocation
124	1802	3335782	3337460	ec_ill_ec_contig61	contig_93	93.16		True
translocation
1	31854	3337461	3369298	ec_ill_ec_contig40	contig_93	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	670	3369299	3369913	ec_ill_ec_contig92	contig_93	99.4		True
fake: not a misassembly [fragmentation of reference genome]
1	507	3370157	3370663	ec_ill_ec_contig104	contig_93	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	7319	3378049	3370731	ec_ill_ec_contig62	contig_93	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	3378565	3378050	ec_ill_ec_contig97	contig_93	96.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	31737	3378566	3410297	ec_ill_ec_contig41	contig_93	99.98		True
local misassembly [fragmentation of reference genome]
22	300	3410393	3410671	ec_ill_ec_contig104	contig_93	91.77		True
local misassembly [fragmentation of reference genome]
1	111329	3410672	3522000	ec_ill_ec_contig11	contig_93	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	110908	3522280	3633185	ec_ill_ec_contig13	contig_93	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	573	3633186	3633703	ec_ill_ec_contig96	contig_93	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	967	3634670	3633704	ec_ill_ec_contig85	contig_93	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	592	3635207	3634671	ec_ill_ec_contig93	contig_93	98.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	839	3635208	3636046	ec_ill_ec_contig88	contig_93	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1084	3637130	3636047	ec_ill_ec_contig82	contig_93	98.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	937	3637131	3638012	ec_ill_ec_contig86	contig_93	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	580	3638013	3638537	ec_ill_ec_contig100	contig_93	99.48		True
fake: not a misassembly [fragmentation of reference genome]
1	19021	3658003	3638985	ec_ill_ec_contig50	contig_93	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	125137	3783254	3658123	ec_ill_ec_contig9	contig_93	99.97		True
local misassembly [fragmentation of reference genome]
1	71131	3854540	3783379	ec_ill_ec_contig26	contig_93	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	3119	3855422	3858540	ec_ill_ec_contig69	contig_93	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	38051	3859154	3897205	ec_ill_ec_contig38	contig_93	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
