S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
56	1232	1196	20	ec_ill_ec_contig80	contig_1	99.35		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	70438	71632	1197	ec_ill_ec_contig27	contig_1	100.0		True
translocation
124743	125137	71633	72027	ec_ill_ec_contig9	contig_1	96.9		True
fake: not a misassembly [fragmentation of reference genome]
70844	71136	72439	72147	ec_ill_ec_contig26	contig_1	99.32		True
translocation
1	595	73239	72645	ec_ill_ec_contig99	contig_1	100.0		True
translocation
9004	9482	73718	73240	ec_ill_ec_contig55	contig_1	96.15		True
translocation
1	292	74010	73719	ec_ill_ec_contig13	contig_1	97.96		True
local misassembly [fragmentation of reference genome]
22	507	74873	75358	ec_ill_ec_contig104	contig_1	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	13785	89210	75426	ec_ill_ec_contig56	contig_1	100.0		True
translocation
18517	19021	89211	89715	ec_ill_ec_contig50	contig_1	94.43		True
fake: not a misassembly [fragmentation of reference genome]
56	580	90687	90163	ec_ill_ec_contig100	contig_1	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	920	91552	90688	ec_ill_ec_contig87	contig_1	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1084	91553	92635	ec_ill_ec_contig82	contig_1	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	839	93474	92636	ec_ill_ec_contig88	contig_1	95.2		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	647	93475	94066	ec_ill_ec_contig93	contig_1	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	550	94067	94561	ec_ill_ec_contig102	contig_1	100.0		True
translocation
551	912	94562	94923	ec_ill_ec_contig85	contig_1	94.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	95497	94924	ec_ill_ec_contig96	contig_1	99.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	57666	95498	153161	ec_ill_ec_contig3	contig_1	99.96		True
local misassembly
57763	229060	153162	324465	ec_ill_ec_contig3	contig_1	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	324466	325697	ec_ill_ec_contig79	contig_1	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98775	325698	424471	ec_ill_ec_contig18	contig_1	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	425024	424539	ec_ill_ec_contig104	contig_1	91.77		True
local misassembly [fragmentation of reference genome]
1	12868	425120	437987	ec_ill_ec_contig57	contig_1	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	31688	469675	437988	ec_ill_ec_contig42	contig_1	100.0		True
local misassembly [fragmentation of reference genome]
22	507	469771	470256	ec_ill_ec_contig104	contig_1	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	18741	489062	470324	ec_ill_ec_contig51	contig_1	99.98		True
translocation
1	395	489457	489063	ec_ill_ec_contig9	contig_1	97.18		True
fake: not a misassembly [fragmentation of reference genome]
1	384	489577	489960	ec_ill_ec_contig50	contig_1	98.97		True
translocation
1	14377	504338	489961	ec_ill_ec_contig55	contig_1	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1029	504339	505312	ec_ill_ec_contig82	contig_1	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1970	505313	507282	ec_ill_ec_contig74	contig_1	100.0		True
translocation
569	912	507283	507626	ec_ill_ec_contig85	contig_1	93.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	628	508200	507627	ec_ill_ec_contig96	contig_1	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	27345	508201	535545	ec_ill_ec_contig46	contig_1	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	535546	536000	ec_ill_ec_contig101	contig_1	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	7694	543693	536001	ec_ill_ec_contig61	contig_1	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	576	544269	543694	ec_ill_ec_contig95	contig_1	99.05		True
fake: not a misassembly [fragmentation of reference genome]
56	2582	547009	544485	ec_ill_ec_contig71	contig_1	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	97294	547010	644298	ec_ill_ec_contig19	contig_1	99.99		True
local misassembly [fragmentation of reference genome]
22	507	644394	644879	ec_ill_ec_contig104	contig_1	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	15362	644947	660329	ec_ill_ec_contig54	contig_1	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	541	660821	660330	ec_ill_ec_contig98	contig_1	99.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	310075	660822	970890	ec_ill_ec_contig2	contig_1	99.99		True
local misassembly
310191	312944	970891	973644	ec_ill_ec_contig2	contig_1	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	1171988	973734	ec_ill_ec_contig4	contig_1	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	1174960	1171989	ec_ill_ec_contig65	contig_1	99.93		True
local misassembly
1	1463	1176820	1175358	ec_ill_ec_contig65	contig_1	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	1177187	1214482	ec_ill_ec_contig39	contig_1	99.99		True
local misassembly [fragmentation of reference genome]
22	350	1214578	1214906	ec_ill_ec_contig104	contig_1	91.19		True
indel: indel (> 5bp)
384	502	1214907	1215025	ec_ill_ec_contig104	contig_1	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	1215098	1260402	ec_ill_ec_contig15	contig_1	99.95		True
local misassembly
45064	105217	1260417	1320568	ec_ill_ec_contig15	contig_1	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	1320569	1321800	ec_ill_ec_contig79	contig_1	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	1321801	1382210	ec_ill_ec_contig31	contig_1	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	1382398	1725602	ec_ill_ec_contig1	contig_1	99.99		True
local misassembly
343563	393863	1725603	1775902	ec_ill_ec_contig1	contig_1	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	1848860	1775903	ec_ill_ec_contig16	contig_1	99.99		True
local misassembly
1	31383	1880242	1848861	ec_ill_ec_contig16	contig_1	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1883270	1880244	ec_ill_ec_contig65	contig_1	99.93		True
local misassembly
1	1463	1885137	1883674	ec_ill_ec_contig65	contig_1	99.66		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1926684	1885408	ec_ill_ec_contig37	contig_1	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1927605	1926685	ec_ill_ec_contig83	contig_1	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1927606	2075103	ec_ill_ec_contig7	contig_1	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	2075104	2077027	ec_ill_ec_contig73	contig_1	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	2077589	2077028	ec_ill_ec_contig91	contig_1	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	2077590	2078234	ec_ill_ec_contig94	contig_1	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	2078488	2080216	ec_ill_ec_contig75	contig_1	99.77		True
local misassembly [fragmentation of reference genome]
22	507	2080665	2081150	ec_ill_ec_contig104	contig_1	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	2089121	2081218	ec_ill_ec_contig60	contig_1	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	2090243	2089122	ec_ill_ec_contig80	contig_1	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	2090244	2183640	ec_ill_ec_contig20	contig_1	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	2183641	2185564	ec_ill_ec_contig73	contig_1	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
