All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                 # contigs (>= 5000 bp)  # contigs (>= 10000 bp)  # contigs (>= 25000 bp)  # contigs (>= 50000 bp)  Total length (>= 5000 bp)  Total length (>= 10000 bp)  Total length (>= 25000 bp)  Total length (>= 50000 bp)  # contigs  Largest contig  Total length  Reference length  GC (%)  Reference GC (%)  N50      NG50     N75      NG75     L50  LG50  L75  LG75  # misassemblies  # misassembled contigs  Misassembled contigs length  # local misassemblies  # scaffold gap ext. mis.  # scaffold gap loc. mis.  # unaligned mis. contigs  # unaligned contigs  Unaligned length  Genome fraction (%)  Duplication ratio  # N's per 100 kbp  # mismatches per 100 kbp  # indels per 100 kbp  Largest alignment  Total aligned length  NGA50    NGA75    LGA50  LGA75
r10_1bin_v4_1_MP         7                       7                        7                        7                        24074239                   24074239                    24074239                    24074239                    7          4765380         24074239      2958570           44.80   37.84             4045594  4765380  2845424  4765380  3    1     5    1     2                1                       2992069                      7                      0                         0                         6                         0 + 7 part           20956237          99.984               1.054              0.00               229.90                    21.98                 1575326            3116614               1575326  1403335  1      2    
r10_1bin_v4_1_MP_helen   7                       7                        7                        7                        24070847                   24070847                    24070847                    24070847                    7          4765358         24070847      2958570           44.80   37.84             4045614  4765358  2845373  4765358  3    1     5    1     2                1                       2992056                      7                      0                         0                         6                         0 + 7 part           20951082          99.984               1.055              0.04               233.93                    22.49                 1575322            3118367               1575322  1403326  1      2    
r10_1bin_v4_1_r1_medaka  7                       7                        7                        7                        24075790                   24075790                    24075790                    24075790                    7          4765659         24075790      2958570           44.80   37.84             4045830  4765659  2845569  4765659  3    1     5    1     2                1                       2992173                      7                      0                         0                         6                         0 + 7 part           20959736          99.984               1.054              0.00               222.56                    25.97                 1575387            3114665               1575387  1403377  1      2    
r10_1bin_v4_1_r2_medaka  7                       7                        7                        7                        24065267                   24065267                    24065267                    24065267                    7          4765647         24065267      2958570           44.79   37.84             4045830  4765647  2845565  4765647  3    1     5    1     2                1                       2992163                      7                      0                         0                         6                         0 + 7 part           20947642          99.984               1.054              0.00               227.50                    25.56                 1575385            3116236               1575385  1403369  1      2    
r10_1bin_v4_1_racon_r1   7                       7                        7                        7                        24060416                   24060416                    24060416                    24060416                    7          4764472         24060416      2958570           44.79   37.84             4045233  4764472  2845263  4764472  3    1     5    1     2                1                       2991926                      7                      0                         0                         6                         0 + 7 part           20941956          99.984               1.054              0.00               229.02                    31.99                 1575251            3117072               1575251  1403266  1      2    
r10_1bin_v4_1_racon_r2   7                       7                        7                        7                        24054361                   24054361                    24054361                    24054361                    7          4764668         24054361      2958570           44.78   37.84             4045289  4764668  2845303  4764668  3    1     5    1     2                1                       2991944                      7                      0                         0                         6                         0 + 7 part           20934476          99.984               1.055              0.00               234.30                    29.65                 1575254            3118497               1575254  1403284  1      2    
r10_1bin_v4_1_raw        8                       8                        8                        8                        30850127                   30850127                    30850127                    30850127                    8          6788614         30850127      2958570           49.48   37.84             4755996  6788614  2990670  6788614  3    1     5    1     2                1                       2990670                      14                     0                         0                         7                         0 + 8 part           27792302          99.981               1.034              0.00               143.95                    116.80                1574660            3056443               1574660  1402480  1      2    
r10_1bin_v4_2_MP         7                       7                        7                        7                        24074830                   24074830                    24074830                    24074830                    7          4765857         24074830      2958570           44.80   37.84             4045599  4765857  2845424  4765857  3    1     5    1     2                1                       2992084                      7                      0                         0                         6                         0 + 7 part           20956281          99.984               1.055              0.00               230.75                    21.95                 1569037            3118075               1569037  1410523  1      2    
r10_1bin_v4_2_MP_helen   7                       7                        7                        7                        24070579                   24070579                    24070579                    24070579                    7          4765290         24070579      2958570           44.80   37.84             4045618  4765290  2845368  4765290  3    1     5    1     2                1                       2992067                      7                      0                         0                         6                         0 + 7 part           20950576          99.984               1.055              0.00               235.24                    22.28                 1569031            3119529               1569031  1410493  1      2    
r10_1bin_v4_2_r1_medaka  7                       7                        7                        7                        24075879                   24075879                    24075879                    24075879                    7          4765665         24075879      2958570           44.80   37.84             4045837  4765665  2845573  4765665  3    1     5    1     2                1                       2992181                      7                      0                         0                         6                         0 + 7 part           20958375          99.984               1.054              0.00               227.20                    25.80                 1569093            3117030               1569093  1410564  1      2    
r10_1bin_v4_2_r2_medaka  7                       7                        7                        7                        24065198                   24065198                    24065198                    24065198                    7          4765638         24065198      2958570           44.79   37.84             4045836  4765638  2845566  4765638  3    1     5    1     2                1                       2992179                      7                      0                         0                         6                         0 + 7 part           20947724          99.984               1.054              0.00               227.94                    25.16                 1569096            3117000               1569096  1410559  1      2    
