Assembly	# misassemblies	  # contig misassemblies	    # c. relocations	    # c. translocations	    # c. inversions	  # scaffold misassemblies	    # s. relocations	    # s. translocations	    # s. inversions	# misassembled contigs	Misassembled contigs length	# possibly misassembled contigs	    # possible misassemblies	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# misassemblies caused by fragmented reference	# unaligned mis. contigs	# mismatches	# indels	    # indels (<= 5 bp)	    # indels (> 5 bp)	Indels length
r10_1bin_v2_1_MP	74	74	4	70	0	0	0	0	0	1	1947358	1	36	11	0	0	66	6	4831	215	164	51	2740
r10_1bin_v2_1_MP_helen	73	73	3	70	0	0	0	0	0	1	1945184	1	40	15	0	0	64	6	4737	252	195	57	2924
r10_1bin_v2_1_r1_medaka	76	76	3	73	0	0	0	0	0	1	1945421	1	32	23	0	0	63	6	5643	292	244	48	2806
r10_1bin_v2_1_r2_medaka	78	78	5	73	0	0	0	0	0	1	1938102	1	36	26	0	0	65	6	5107	245	188	57	2900
r10_1bin_v2_1_racon_r1	80	80	3	77	0	0	0	0	0	1	1934600	1	32	47	0	0	61	6	4929	1022	957	65	4511
r10_1bin_v2_1_racon_r2	79	79	5	74	0	0	0	0	0	1	1930264	1	30	32	0	0	61	6	4876	999	922	77	4912
r10_1bin_v2_1_raw	77	77	4	73	0	0	0	0	0	1	1945410	1	46	33	0	0	40	6	6512	6310	6208	102	11185
r10_1bin_v2_2_MP	74	74	4	70	0	0	0	0	0	1	1947367	1	36	11	0	0	66	6	4844	214	164	50	2727
r10_1bin_v2_2_MP_helen	73	73	3	70	0	0	0	0	0	1	1945631	1	36	15	0	0	66	6	4819	191	138	53	2614
r10_1bin_v2_2_r1_medaka	74	74	3	71	0	0	0	0	0	1	1945233	1	34	31	0	0	65	6	5346	253	200	53	2782
r10_1bin_v2_2_r2_medaka	81	81	8	73	0	0	0	0	0	1	1934696	1	36	26	0	0	65	6	5122	207	159	48	2651
r10_1bin_v2_2_racon_r1	75	75	3	72	0	0	0	0	0	1	1934507	1	36	43	0	0	63	6	4922	1051	979	72	4864
r10_1bin_v2_2_racon_r2	82	82	8	74	0	0	0	0	0	1	1926766	1	32	39	0	0	63	6	4839	958	891	67	4446
r10_1bin_v2_2_raw	75	75	4	71	0	0	0	0	0	1	1945527	1	44	30	0	0	41	6	6629	6371	6269	102	11243
r10_1bin_v2_3_MP	74	74	4	70	0	0	0	0	0	1	1948617	1	34	12	0	0	66	6	4754	208	160	48	2590
r10_1bin_v2_3_MP_helen	75	75	4	71	0	0	0	0	0	1	1947910	1	36	12	0	0	65	6	4723	221	174	47	2573
r10_1bin_v2_3_r1_medaka	74	74	4	70	0	0	0	0	0	1	1948308	1	34	19	0	0	66	6	5490	250	198	52	2698
r10_1bin_v2_3_r2_medaka	79	79	6	73	0	0	0	0	0	1	1943446	1	32	22	0	0	66	6	5319	263	212	51	2627
r10_1bin_v2_3_racon_r1	74	74	4	70	0	0	0	0	0	1	1939324	1	36	39	0	0	64	6	4855	1097	1016	81	5251
r10_1bin_v2_3_racon_r2	80	80	4	76	0	0	0	0	0	1	1934869	1	30	37	0	0	60	6	4864	966	892	74	4737
r10_1bin_v2_3_raw	78	78	5	73	0	0	0	0	0	1	1947491	1	46	32	0	0	40	6	6599	6312	6220	92	11172
