S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
1	188	188	1	sa_ill_sa_contig13	contig_104	100.0		False
305	382	370223	370301	sa_ill_sa_contig51	contig_104	98.73		False
1	161	370223	370396	sa_ill_sa_contig51	contig_104	92.53		False
105	186	403357	403276	sa_ill_sa_contig25	contig_104	100.0		False
164	242	403361	403439	sa_ill_sa_contig23	contig_104	100.0		False
306	382	403535	403612	sa_ill_sa_contig51	contig_104	98.72		False
9108	9197	403927	404016	sa_ill_sa_contig20	contig_104	98.89		False
890	964	404099	404025	ef_ill_ef_contig21	contig_104	93.33		False
691	773	404307	404225	ef_ill_ef_contig21	contig_104	95.18		False
1	75	404388	404314	ef_ill_ef_contig16	contig_104	100.0		False
502	577	404389	404314	lf_ill_lf_contig69	contig_104	94.74		False
610	689	404392	404313	ef_ill_ef_contig21	contig_104	100.0		False
439	523	404398	404314	lm_ill_lm_contig37	contig_104	96.47		False
429	521	404579	404487	ef_ill_ef_contig21	contig_104	95.7		False
269	356	404580	404493	lm_ill_lm_contig37	contig_104	95.45		False
324	418	404587	404493	lf_ill_lf_contig69	contig_104	93.68		False
98793	98873	404668	404748	bs_ill_bs_contig3	contig_104	93.83		False
276	350	404829	404755	sa_ill_sa_contig25	contig_104	100.0		False
98882	98963	404749	404830	bs_ill_bs_contig3	contig_104	93.9		False
92	173	404831	404750	bs_ill_bs_contig1326	contig_104	93.9		False
1	79	405001	404923	sa_ill_sa_contig25	contig_104	100.0		False
87	460	404756	405129	sa_ill_sa_contig23	contig_104	99.2		False
304	384	405307	405387	lm_ill_lm_contig12	contig_104	92.59		False
8	169	405468	405307	bs_ill_bs_contig13	contig_104	95.06		False
322	544	405481	405703	se_ill_se_contig42	contig_104	90.58		False
4289	4511	405703	405481	ec_ill_ec_contig65	contig_104	90.58		False
396	700	405399	405703	lm_ill_lm_contig12	contig_104	97.7		False
325	721	405307	405703	ef_ill_ef_contig17	contig_104	94.96		False
4903	5134	405711	405481	pa_ill_pa_contig44	contig_104	90.52		False
702	885	405704	405887	lm_ill_lm_contig12	contig_104	90.76		False
223	726	405399	405901	lf_ill_lf_contig82	contig_104	95.63		False
723	923	405704	405904	ef_ill_ef_contig17	contig_104	93.53		False
960	1053	406118	406211	se_ill_se_contig42	contig_104	96.81		False
3780	3873	406211	406118	ec_ill_ec_contig65	contig_104	96.81		False
4403	4500	406211	406114	pa_ill_pa_contig44	contig_104	96.94		False
1019	1366	406000	406347	ef_ill_ef_contig17	contig_104	95.11		False
965	1346	405967	406348	lm_ill_lm_contig12	contig_104	94.76		False
3436	3788	406354	406002	lf_ill_lf_contig57	contig_104	92.07		False
1367	1447	406368	406448	lm_ill_lm_contig12	contig_104	97.53		False
1	1068	405421	406486	bs_ill_bs_contig839	contig_104	93.73		False
1677	1859	406680	406862	lm_ill_lm_contig12	contig_104	90.71		False
105	290	406677	406862	bs_ill_bs_contig991	contig_104	92.47		False
2688	2883	407108	406913	lf_ill_lf_contig57	contig_104	93.37		False
1921	2135	406910	407124	ef_ill_ef_contig17	contig_104	95.35		False
1910	2127	406907	407124	lm_ill_lm_contig12	contig_104	91.74		False
292	553	406863	407124	bs_ill_bs_contig991	contig_104	90.08		False
2165	2233	407154	407222	ef_ill_ef_contig17	contig_104	95.65		False
2567	2643	407229	407153	lf_ill_lf_contig57	contig_104	90.91		False
2249	2365	407237	407353	ef_ill_ef_contig17	contig_104	92.31		False
4	285	407426	407707	ef_ill_ef_contig25	contig_104	90.07		False
2427	2712	407422	407707	lm_ill_lm_contig12	contig_104	93.71		False
