S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_168	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3149	998	pa_ill_pa_contig55	contig_168	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3150	235715	pa_ill_pa_contig10	contig_168	99.98		True
translocation
129	1718	235716	237305	pa_ill_pa_contig57	contig_168	100.0		True
translocation
232388	237415	237306	242332	pa_ill_pa_contig10	contig_168	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244765	242333	pa_ill_pa_contig48	contig_168	99.6		True
local misassembly
1	1079	245999	244921	pa_ill_pa_contig48	contig_168	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	246000	246845	pa_ill_pa_contig70	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249854	246846	pa_ill_pa_contig51	contig_168	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367762	249855	pa_ill_pa_contig11	contig_168	99.99		True
local misassembly
1	92856	460619	367763	pa_ill_pa_contig11	contig_168	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460620	461494	pa_ill_pa_contig69	contig_168	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461495	510463	pa_ill_pa_contig34	contig_168	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510464	516066	pa_ill_pa_contig44	contig_168	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622391	516067	pa_ill_pa_contig22	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712919	622767	pa_ill_pa_contig23	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712920	714006	pa_ill_pa_contig67	contig_168	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	714007	1179657	pa_ill_pa_contig3	contig_168	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179658	1182116	pa_ill_pa_contig54	contig_168	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182567	1182117	pa_ill_pa_contig83	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182568	1183435	pa_ill_pa_contig74	contig_168	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184239	1303242	pa_ill_pa_contig18	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303243	1308900	pa_ill_pa_contig44	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	893	1308901	1309738	pa_ill_pa_contig63	contig_168	100.0		True
translocation
56	1405	1311088	1309739	pa_ill_pa_contig12	contig_168	90.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	1311089	1312525	pa_ill_pa_contig61	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21904	1312526	1334428	pa_ill_pa_contig41	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	868	1335956	1335083	pa_ill_pa_contig74	contig_168	98.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1335957	1336407	pa_ill_pa_contig83	contig_168	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1338866	1336408	pa_ill_pa_contig54	contig_168	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
132	56432	1395162	1338867	pa_ill_pa_contig31	contig_168	99.92		True
local misassembly
3	591	1395774	1395186	pa_ill_pa_contig31	contig_168	94.06		True
local misassembly [fragmentation of reference genome]
1	483	1396749	1397231	pa_ill_pa_contig14	contig_168	97.57		True
local misassembly
1	187635	1397232	1584863	pa_ill_pa_contig14	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	123	1584910	1585032	pa_ill_pa_contig7	contig_168	99.19		True
local misassembly
1	77	1585252	1585328	pa_ill_pa_contig7	contig_168	98.7		True
local misassembly
1	265097	1585708	1850802	pa_ill_pa_contig7	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	1851253	1852790	pa_ill_pa_contig60	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	1856673	1853163	pa_ill_pa_contig49	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	38146	1857262	1895407	pa_ill_pa_contig36	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	1895408	1901011	pa_ill_pa_contig44	contig_168	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	1901012	1962727	pa_ill_pa_contig29	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	1963814	1962728	pa_ill_pa_contig67	contig_168	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2811492	1963815	pa_ill_pa_contig1	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2207	2811493	2813644	pa_ill_pa_contig55	contig_168	99.5		True
fake: not a misassembly [fragmentation of reference genome]
