S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_142	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3149	998	pa_ill_pa_contig55	contig_142	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3150	235717	pa_ill_pa_contig10	contig_142	99.99		True
translocation
129	1718	235718	237307	pa_ill_pa_contig57	contig_142	100.0		True
translocation
232388	237415	237308	242334	pa_ill_pa_contig10	contig_142	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244767	242335	pa_ill_pa_contig48	contig_142	99.6		True
local misassembly
1	1079	246001	244923	pa_ill_pa_contig48	contig_142	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	246002	246847	pa_ill_pa_contig70	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249856	246848	pa_ill_pa_contig51	contig_142	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367764	249857	pa_ill_pa_contig11	contig_142	99.99		True
local misassembly
1	92856	460621	367765	pa_ill_pa_contig11	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460622	461496	pa_ill_pa_contig69	contig_142	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461497	510465	pa_ill_pa_contig34	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510466	516069	pa_ill_pa_contig44	contig_142	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622394	516070	pa_ill_pa_contig22	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712923	622770	pa_ill_pa_contig23	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712924	714010	pa_ill_pa_contig67	contig_142	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	714011	1179663	pa_ill_pa_contig3	contig_142	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179664	1182122	pa_ill_pa_contig54	contig_142	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182573	1182123	pa_ill_pa_contig83	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182574	1183441	pa_ill_pa_contig74	contig_142	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184245	1303249	pa_ill_pa_contig18	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303250	1308907	pa_ill_pa_contig44	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	893	1308908	1309745	pa_ill_pa_contig63	contig_142	100.0		True
translocation
56	1405	1311095	1309746	pa_ill_pa_contig12	contig_142	90.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	1311096	1312532	pa_ill_pa_contig61	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21904	1312533	1334435	pa_ill_pa_contig41	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	868	1335963	1335090	pa_ill_pa_contig74	contig_142	98.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1335964	1336414	pa_ill_pa_contig83	contig_142	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1338873	1336415	pa_ill_pa_contig54	contig_142	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
132	56432	1395173	1338874	pa_ill_pa_contig31	contig_142	99.94		True
local misassembly
3	591	1395785	1395197	pa_ill_pa_contig31	contig_142	94.06		True
local misassembly [fragmentation of reference genome]
1	483	1396760	1397242	pa_ill_pa_contig14	contig_142	97.57		True
local misassembly
1	187635	1397243	1584878	pa_ill_pa_contig14	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	123	1584925	1585047	pa_ill_pa_contig7	contig_142	99.19		True
local misassembly
1	77	1585267	1585343	pa_ill_pa_contig7	contig_142	98.7		True
local misassembly
1	265097	1585723	1850818	pa_ill_pa_contig7	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	1851269	1852806	pa_ill_pa_contig60	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	1856689	1853179	pa_ill_pa_contig49	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	38146	1857278	1895423	pa_ill_pa_contig36	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	1895424	1901027	pa_ill_pa_contig44	contig_142	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	1901028	1962744	pa_ill_pa_contig29	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	1963831	1962745	pa_ill_pa_contig67	contig_142	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2811517	1963832	pa_ill_pa_contig1	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2207	2811518	2813669	pa_ill_pa_contig55	contig_142	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	47071	2861418	2814348	pa_ill_pa_contig35	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	266935	2862028	3128962	pa_ill_pa_contig6	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	3240173	3128963	pa_ill_pa_contig20	contig_142	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	3245570	3240174	pa_ill_pa_contig45	contig_142	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	3245571	3364272	pa_ill_pa_contig19	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	3364273	3364764	pa_ill_pa_contig80	contig_142	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	3366001	3364765	pa_ill_pa_contig65	contig_142	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	3366890	3366002	pa_ill_pa_contig71	contig_142	98.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	702	3366891	3367537	pa_ill_pa_contig8	contig_142	99.05		True
translocation
1	23992	3367538	3391529	pa_ill_pa_contig40	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	3391530	3392887	pa_ill_pa_contig62	contig_142	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	3392888	3449569	pa_ill_pa_contig30	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	3449570	3450386	pa_ill_pa_contig73	contig_142	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	3655268	3450387	pa_ill_pa_contig12	contig_142	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	3655269	3656650	pa_ill_pa_contig61	contig_142	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	3656651	3763448	pa_ill_pa_contig21	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	3764596	3763449	pa_ill_pa_contig64	contig_142	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34328	3764597	3798925	pa_ill_pa_contig15	contig_142	99.86		True
local misassembly
34236	173697	3798926	3938464	pa_ill_pa_contig15	contig_142	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	690	3938465	3939099	pa_ill_pa_contig76	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	3940242	3939215	pa_ill_pa_contig68	contig_142	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	592	3941001	3941592	pa_ill_pa_contig77	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	690	3941593	3942282	pa_ill_pa_contig76	contig_142	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	1028	3943370	3942398	pa_ill_pa_contig68	contig_142	99.51		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1661	3944976	3943371	pa_ill_pa_contig59	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1627	3944977	3946603	pa_ill_pa_contig58	contig_142	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	3946604	3951574	pa_ill_pa_contig46	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	3951575	3953146	pa_ill_pa_contig58	contig_142	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	3953147	3956384	pa_ill_pa_contig50	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3956385	3957128	pa_ill_pa_contig75	contig_142	99.12		True
fake: not a misassembly [fragmentation of reference genome]
1	6148	3963965	3957818	pa_ill_pa_contig43	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3963966	3964709	pa_ill_pa_contig75	contig_142	98.62		True
fake: not a misassembly [fragmentation of reference genome]
1	68331	3965399	4033731	pa_ill_pa_contig28	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	4033732	4034606	pa_ill_pa_contig69	contig_142	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	4065374	4034607	pa_ill_pa_contig38	contig_142	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	4067807	4065375	pa_ill_pa_contig48	contig_142	99.44		True
local misassembly
56	1079	4068986	4067963	pa_ill_pa_contig48	contig_142	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	4068987	4075576	pa_ill_pa_contig42	contig_142	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	4078530	4075577	pa_ill_pa_contig51	contig_142	99.28		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	4078531	4105325	pa_ill_pa_contig39	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	4105818	4105326	pa_ill_pa_contig79	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	4364388	4105819	pa_ill_pa_contig8	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	4364389	4365222	pa_ill_pa_contig71	contig_142	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	4365223	4366459	pa_ill_pa_contig65	contig_142	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	4366951	4366460	pa_ill_pa_contig80	contig_142	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	4366952	4558277	pa_ill_pa_contig13	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	4559403	4558278	pa_ill_pa_contig67	contig_142	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	86400	4559404	4645803	pa_ill_pa_contig25	contig_142	100.0		True
translocation
161	249467	4645804	4895115	pa_ill_pa_contig9	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	4898010	4895480	pa_ill_pa_contig53	contig_142	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	929	4899066	4898138	pa_ill_pa_contig72	contig_142	99.35		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	4899579	4899067	pa_ill_pa_contig78	contig_142	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	4899580	4903359	pa_ill_pa_contig47	contig_142	90.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	4903788	4903360	pa_ill_pa_contig84	contig_142	98.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	121067	5024858	4903789	pa_ill_pa_contig17	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	56007	5025120	5081126	pa_ill_pa_contig32	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	5082274	5081127	pa_ill_pa_contig64	contig_142	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
247199	542364	5377439	5082275	pa_ill_pa_contig2	contig_142	100.0		True
local misassembly
1	247083	5624525	5377440	pa_ill_pa_contig2	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	5624526	5624954	pa_ill_pa_contig84	contig_142	98.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	5628728	5624955	pa_ill_pa_contig47	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	5628729	5629241	pa_ill_pa_contig78	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	5629242	5630171	pa_ill_pa_contig72	contig_142	98.39		True
fake: not a misassembly [fragmentation of reference genome]
1	2549	5630299	5632847	pa_ill_pa_contig52	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	404310	6037520	5633206	pa_ill_pa_contig4	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	6037521	6038878	pa_ill_pa_contig62	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	122468	6038879	6161347	pa_ill_pa_contig16	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	53273	6215034	6161762	pa_ill_pa_contig33	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	6215527	6215035	pa_ill_pa_contig79	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
41341	76514	6250701	6215528	pa_ill_pa_contig26	contig_142	99.99		True
local misassembly
