S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_142	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3149	998	pa_ill_pa_contig55	contig_142	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3150	235701	pa_ill_pa_contig10	contig_142	99.97		True
translocation
129	1718	235702	237291	pa_ill_pa_contig57	contig_142	100.0		True
translocation
232388	237415	237292	242316	pa_ill_pa_contig10	contig_142	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244749	242317	pa_ill_pa_contig48	contig_142	99.6		True
local misassembly
1	1079	245985	244905	pa_ill_pa_contig48	contig_142	99.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	245986	246830	pa_ill_pa_contig70	contig_142	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249839	246831	pa_ill_pa_contig51	contig_142	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367747	249840	pa_ill_pa_contig11	contig_142	99.98		True
local misassembly
1	92856	460598	367748	pa_ill_pa_contig11	contig_142	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460599	461473	pa_ill_pa_contig69	contig_142	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461474	510439	pa_ill_pa_contig34	contig_142	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510440	516042	pa_ill_pa_contig44	contig_142	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622357	516043	pa_ill_pa_contig22	contig_142	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712878	622733	pa_ill_pa_contig23	contig_142	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712879	713965	pa_ill_pa_contig67	contig_142	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	713966	1179596	pa_ill_pa_contig3	contig_142	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179597	1182055	pa_ill_pa_contig54	contig_142	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182506	1182056	pa_ill_pa_contig83	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182507	1183374	pa_ill_pa_contig74	contig_142	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184178	1303174	pa_ill_pa_contig18	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303175	1308832	pa_ill_pa_contig44	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	893	1308833	1309670	pa_ill_pa_contig63	contig_142	100.0		True
translocation
56	1405	1311020	1309671	pa_ill_pa_contig12	contig_142	90.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	1311021	1312457	pa_ill_pa_contig61	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21904	1312458	1334362	pa_ill_pa_contig41	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	868	1335890	1335017	pa_ill_pa_contig74	contig_142	98.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1335891	1336341	pa_ill_pa_contig83	contig_142	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1338800	1336342	pa_ill_pa_contig54	contig_142	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
132	56432	1395094	1338801	pa_ill_pa_contig31	contig_142	99.93		True
local misassembly
3	591	1395706	1395118	pa_ill_pa_contig31	contig_142	94.06		True
local misassembly [fragmentation of reference genome]
1	483	1396681	1397163	pa_ill_pa_contig14	contig_142	97.57		True
local misassembly
1	187635	1397164	1584785	pa_ill_pa_contig14	contig_142	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	123	1584832	1584954	pa_ill_pa_contig7	contig_142	99.19		True
local misassembly
1	77	1585174	1585250	pa_ill_pa_contig7	contig_142	98.7		True
local misassembly
1	265097	1585630	1850707	pa_ill_pa_contig7	contig_142	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	1851158	1852695	pa_ill_pa_contig60	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	1856578	1853068	pa_ill_pa_contig49	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	38146	1857167	1895308	pa_ill_pa_contig36	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	1895309	1900911	pa_ill_pa_contig44	contig_142	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	1900912	1962625	pa_ill_pa_contig29	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	1963712	1962626	pa_ill_pa_contig67	contig_142	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2811348	1963713	pa_ill_pa_contig1	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2207	2811349	2813500	pa_ill_pa_contig55	contig_142	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	47071	2861248	2814178	pa_ill_pa_contig35	contig_142	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	266935	2861858	3128770	pa_ill_pa_contig6	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	3239975	3128771	pa_ill_pa_contig20	contig_142	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	3245372	3239976	pa_ill_pa_contig45	contig_142	99.46		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	3245373	3364064	pa_ill_pa_contig19	contig_142	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	3364065	3364556	pa_ill_pa_contig80	contig_142	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	3365793	3364557	pa_ill_pa_contig65	contig_142	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	3366682	3365794	pa_ill_pa_contig71	contig_142	98.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	702	3366683	3367329	pa_ill_pa_contig8	contig_142	99.05		True
translocation
1	23992	3367330	3391320	pa_ill_pa_contig40	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	3391321	3392678	pa_ill_pa_contig62	contig_142	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	3392679	3449357	pa_ill_pa_contig30	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	3449358	3450174	pa_ill_pa_contig73	contig_142	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	3655036	3450175	pa_ill_pa_contig12	contig_142	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	3655037	3656418	pa_ill_pa_contig61	contig_142	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	3656419	3763210	pa_ill_pa_contig21	contig_142	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	3764358	3763211	pa_ill_pa_contig64	contig_142	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34328	3764359	3798682	pa_ill_pa_contig15	contig_142	99.85		True
local misassembly
34236	173697	3798683	3938212	pa_ill_pa_contig15	contig_142	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	690	3938213	3938847	pa_ill_pa_contig76	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	3939990	3938963	pa_ill_pa_contig68	contig_142	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	592	3940748	3941339	pa_ill_pa_contig77	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	690	3941340	3942029	pa_ill_pa_contig76	contig_142	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	1028	3943117	3942145	pa_ill_pa_contig68	contig_142	99.51		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1661	3944723	3943118	pa_ill_pa_contig59	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1627	3944724	3946350	pa_ill_pa_contig58	contig_142	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	3946351	3951319	pa_ill_pa_contig46	contig_142	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	3951320	3952891	pa_ill_pa_contig58	contig_142	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	3952892	3956129	pa_ill_pa_contig50	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3956130	3956873	pa_ill_pa_contig75	contig_142	99.12		True
fake: not a misassembly [fragmentation of reference genome]
1	6148	3963706	3957563	pa_ill_pa_contig43	contig_142	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3963707	3964450	pa_ill_pa_contig75	contig_142	98.62		True
fake: not a misassembly [fragmentation of reference genome]
1	68331	3965140	4033465	pa_ill_pa_contig28	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	4033466	4034340	pa_ill_pa_contig69	contig_142	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	4065105	4034341	pa_ill_pa_contig38	contig_142	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	4067539	4065106	pa_ill_pa_contig48	contig_142	99.36		True
local misassembly
56	1079	4068718	4067695	pa_ill_pa_contig48	contig_142	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	4068719	4075302	pa_ill_pa_contig42	contig_142	99.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	4078255	4075303	pa_ill_pa_contig51	contig_142	99.25		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	4078256	4105047	pa_ill_pa_contig39	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	4105540	4105048	pa_ill_pa_contig79	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	4364100	4105541	pa_ill_pa_contig8	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	4364101	4364933	pa_ill_pa_contig71	contig_142	99.26		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	4364934	4366170	pa_ill_pa_contig65	contig_142	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	4366662	4366171	pa_ill_pa_contig80	contig_142	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	4366663	4557982	pa_ill_pa_contig13	contig_142	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	4559108	4557983	pa_ill_pa_contig67	contig_142	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	86400	4559109	4645496	pa_ill_pa_contig25	contig_142	99.98		True
translocation
161	249467	4645497	4894796	pa_ill_pa_contig9	contig_142	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	4897691	4895161	pa_ill_pa_contig53	contig_142	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	929	4898747	4897819	pa_ill_pa_contig72	contig_142	99.35		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	4899260	4898748	pa_ill_pa_contig78	contig_142	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	4899261	4903039	pa_ill_pa_contig47	contig_142	90.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	4903468	4903040	pa_ill_pa_contig84	contig_142	98.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	121067	5024527	4903469	pa_ill_pa_contig17	contig_142	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	56007	5024789	5080790	pa_ill_pa_contig32	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	5081938	5080791	pa_ill_pa_contig64	contig_142	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
247199	542364	5377089	5081939	pa_ill_pa_contig2	contig_142	99.98		True
local misassembly
1	247083	5624138	5377090	pa_ill_pa_contig2	contig_142	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	5624139	5624567	pa_ill_pa_contig84	contig_142	98.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	5628341	5624568	pa_ill_pa_contig47	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	5628342	5628854	pa_ill_pa_contig78	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	5628855	5629781	pa_ill_pa_contig72	contig_142	98.06		True
fake: not a misassembly [fragmentation of reference genome]
1	2549	5629909	5632457	pa_ill_pa_contig52	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	404310	6037095	5632816	pa_ill_pa_contig4	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	6037096	6038453	pa_ill_pa_contig62	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	122468	6038454	6160909	pa_ill_pa_contig16	contig_142	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	53273	6214597	6161324	pa_ill_pa_contig33	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	6215090	6214598	pa_ill_pa_contig79	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
41341	76514	6250261	6215091	pa_ill_pa_contig26	contig_142	99.97		True
local misassembly
