S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_142	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3149	998	pa_ill_pa_contig55	contig_142	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3150	235719	pa_ill_pa_contig10	contig_142	99.98		True
translocation
129	1718	235720	237309	pa_ill_pa_contig57	contig_142	100.0		True
translocation
232388	237415	237310	242336	pa_ill_pa_contig10	contig_142	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244769	242337	pa_ill_pa_contig48	contig_142	99.6		True
local misassembly
1	1079	246003	244925	pa_ill_pa_contig48	contig_142	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	246004	246849	pa_ill_pa_contig70	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249858	246850	pa_ill_pa_contig51	contig_142	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367765	249859	pa_ill_pa_contig11	contig_142	99.98		True
local misassembly
1	92856	460622	367766	pa_ill_pa_contig11	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460623	461497	pa_ill_pa_contig69	contig_142	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461498	510467	pa_ill_pa_contig34	contig_142	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510468	516070	pa_ill_pa_contig44	contig_142	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622396	516071	pa_ill_pa_contig22	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712926	622772	pa_ill_pa_contig23	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712927	714013	pa_ill_pa_contig67	contig_142	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	714014	1179671	pa_ill_pa_contig3	contig_142	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179672	1182129	pa_ill_pa_contig54	contig_142	99.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182580	1182130	pa_ill_pa_contig83	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182581	1183448	pa_ill_pa_contig74	contig_142	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184252	1303257	pa_ill_pa_contig18	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303258	1308915	pa_ill_pa_contig44	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	893	1308916	1309753	pa_ill_pa_contig63	contig_142	100.0		True
translocation
56	1405	1311103	1309754	pa_ill_pa_contig12	contig_142	90.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	1311104	1312540	pa_ill_pa_contig61	contig_142	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21904	1312541	1334444	pa_ill_pa_contig41	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	868	1335972	1335099	pa_ill_pa_contig74	contig_142	98.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1335973	1336423	pa_ill_pa_contig83	contig_142	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1338882	1336424	pa_ill_pa_contig54	contig_142	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
132	56432	1395182	1338883	pa_ill_pa_contig31	contig_142	99.93		True
local misassembly
3	591	1395794	1395206	pa_ill_pa_contig31	contig_142	94.06		True
local misassembly [fragmentation of reference genome]
1	483	1396769	1397251	pa_ill_pa_contig14	contig_142	97.57		True
local misassembly
1	187635	1397252	1584886	pa_ill_pa_contig14	contig_142	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	123	1584933	1585055	pa_ill_pa_contig7	contig_142	99.19		True
local misassembly
1	77	1585275	1585351	pa_ill_pa_contig7	contig_142	98.7		True
local misassembly
1	265097	1585731	1850828	pa_ill_pa_contig7	contig_142	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	1851279	1852816	pa_ill_pa_contig60	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	1856699	1853189	pa_ill_pa_contig49	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	38146	1857288	1895433	pa_ill_pa_contig36	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	1895434	1901037	pa_ill_pa_contig44	contig_142	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	1901038	1962753	pa_ill_pa_contig29	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	1963840	1962754	pa_ill_pa_contig67	contig_142	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2811536	1963841	pa_ill_pa_contig1	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2207	2811537	2813688	pa_ill_pa_contig55	contig_142	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	47071	2861440	2814367	pa_ill_pa_contig35	contig_142	99.99		True
translocation
2917	3517	2861441	2862041	pa_ill_pa_contig6	contig_142	94.81		True
relocation, inconsistency = -3525
1	266935	2862050	3128984	pa_ill_pa_contig6	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	3240195	3128985	pa_ill_pa_contig20	contig_142	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	3245592	3240196	pa_ill_pa_contig45	contig_142	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	3245593	3364287	pa_ill_pa_contig19	contig_142	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	3364288	3364779	pa_ill_pa_contig80	contig_142	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	3366016	3364780	pa_ill_pa_contig65	contig_142	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	3366905	3366017	pa_ill_pa_contig71	contig_142	98.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	702	3366906	3367552	pa_ill_pa_contig8	contig_142	99.05		True
translocation
1	23992	3367553	3391544	pa_ill_pa_contig40	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	3391545	3392902	pa_ill_pa_contig62	contig_142	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	3392903	3449585	pa_ill_pa_contig30	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	3449586	3450402	pa_ill_pa_contig73	contig_142	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	3655286	3450403	pa_ill_pa_contig12	contig_142	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	3655287	3656668	pa_ill_pa_contig61	contig_142	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	3656669	3763465	pa_ill_pa_contig21	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	3764613	3763466	pa_ill_pa_contig64	contig_142	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34328	3764614	3798941	pa_ill_pa_contig15	contig_142	99.86		True
local misassembly
34236	173697	3798942	3938482	pa_ill_pa_contig15	contig_142	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	690	3938483	3939117	pa_ill_pa_contig76	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	3940260	3939233	pa_ill_pa_contig68	contig_142	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	592	3941019	3941610	pa_ill_pa_contig77	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	690	3941611	3942300	pa_ill_pa_contig76	contig_142	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	1028	3943388	3942416	pa_ill_pa_contig68	contig_142	99.51		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1661	3944994	3943389	pa_ill_pa_contig59	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1627	3944995	3946621	pa_ill_pa_contig58	contig_142	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	3946622	3951592	pa_ill_pa_contig46	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	3951593	3953164	pa_ill_pa_contig58	contig_142	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	3953165	3956402	pa_ill_pa_contig50	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3956403	3957146	pa_ill_pa_contig75	contig_142	99.12		True
fake: not a misassembly [fragmentation of reference genome]
1	6148	3963982	3957836	pa_ill_pa_contig43	contig_142	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3963983	3964726	pa_ill_pa_contig75	contig_142	98.62		True
fake: not a misassembly [fragmentation of reference genome]
1	68331	3965416	4033748	pa_ill_pa_contig28	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	4033749	4034623	pa_ill_pa_contig69	contig_142	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	4065391	4034624	pa_ill_pa_contig38	contig_142	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	4067824	4065392	pa_ill_pa_contig48	contig_142	99.4		True
local misassembly
56	1079	4069003	4067980	pa_ill_pa_contig48	contig_142	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	4069004	4075593	pa_ill_pa_contig42	contig_142	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	4078547	4075594	pa_ill_pa_contig51	contig_142	99.28		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	4078548	4105341	pa_ill_pa_contig39	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	4105834	4105342	pa_ill_pa_contig79	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	4364402	4105835	pa_ill_pa_contig8	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	4364403	4365236	pa_ill_pa_contig71	contig_142	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	4365237	4366473	pa_ill_pa_contig65	contig_142	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	4366965	4366474	pa_ill_pa_contig80	contig_142	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	4366966	4558289	pa_ill_pa_contig13	contig_142	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	4559415	4558290	pa_ill_pa_contig67	contig_142	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	86400	4559416	4645812	pa_ill_pa_contig25	contig_142	99.99		True
translocation
161	249467	4645813	4895121	pa_ill_pa_contig9	contig_142	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	4898016	4895486	pa_ill_pa_contig53	contig_142	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	929	4899073	4898144	pa_ill_pa_contig72	contig_142	99.25		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	4899586	4899074	pa_ill_pa_contig78	contig_142	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	4899587	4903366	pa_ill_pa_contig47	contig_142	90.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	4903796	4903367	pa_ill_pa_contig84	contig_142	98.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	121067	5024865	4903797	pa_ill_pa_contig17	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	56007	5025127	5081133	pa_ill_pa_contig32	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	5082281	5081134	pa_ill_pa_contig64	contig_142	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
247199	542364	5377447	5082282	pa_ill_pa_contig2	contig_142	99.99		True
local misassembly
1	247083	5624531	5377448	pa_ill_pa_contig2	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	5624532	5624961	pa_ill_pa_contig84	contig_142	98.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	5628736	5624962	pa_ill_pa_contig47	contig_142	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	5628737	5629249	pa_ill_pa_contig78	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	5629250	5630179	pa_ill_pa_contig72	contig_142	98.39		True
fake: not a misassembly [fragmentation of reference genome]
1	2549	5630307	5632855	pa_ill_pa_contig52	contig_142	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	404310	6037520	5633214	pa_ill_pa_contig4	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	6037521	6038878	pa_ill_pa_contig62	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	122468	6038879	6161348	pa_ill_pa_contig16	contig_142	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	53273	6215036	6161763	pa_ill_pa_contig33	contig_142	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	6215529	6215037	pa_ill_pa_contig79	contig_142	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
41341	76514	6250701	6215530	pa_ill_pa_contig26	contig_142	99.98		True
