S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_168	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3148	998	pa_ill_pa_contig55	contig_168	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3149	235691	pa_ill_pa_contig10	contig_168	99.97		True
translocation
129	1718	235692	237281	pa_ill_pa_contig57	contig_168	100.0		True
translocation
232388	237415	237282	242307	pa_ill_pa_contig10	contig_168	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244740	242308	pa_ill_pa_contig48	contig_168	99.56		True
local misassembly
1	1079	245974	244896	pa_ill_pa_contig48	contig_168	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	245975	246819	pa_ill_pa_contig70	contig_168	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249826	246820	pa_ill_pa_contig51	contig_168	99.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367726	249827	pa_ill_pa_contig11	contig_168	99.98		True
local misassembly
1	92856	460575	367727	pa_ill_pa_contig11	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460576	461450	pa_ill_pa_contig69	contig_168	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461451	510421	pa_ill_pa_contig34	contig_168	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510422	516023	pa_ill_pa_contig44	contig_168	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622342	516024	pa_ill_pa_contig22	contig_168	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712863	622718	pa_ill_pa_contig23	contig_168	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712864	713950	pa_ill_pa_contig67	contig_168	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	713951	1179574	pa_ill_pa_contig3	contig_168	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179575	1182033	pa_ill_pa_contig54	contig_168	99.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182484	1182034	pa_ill_pa_contig83	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182485	1183352	pa_ill_pa_contig74	contig_168	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184156	1303147	pa_ill_pa_contig18	contig_168	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303148	1308805	pa_ill_pa_contig44	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	893	1308806	1309643	pa_ill_pa_contig63	contig_168	100.0		True
translocation
56	1405	1310993	1309644	pa_ill_pa_contig12	contig_168	90.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	1310994	1312430	pa_ill_pa_contig61	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21904	1312431	1334334	pa_ill_pa_contig41	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	868	1335862	1334989	pa_ill_pa_contig74	contig_168	98.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1335863	1336313	pa_ill_pa_contig83	contig_168	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1338771	1336314	pa_ill_pa_contig54	contig_168	99.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
132	56432	1395064	1338772	pa_ill_pa_contig31	contig_168	99.93		True
local misassembly
3	591	1395676	1395088	pa_ill_pa_contig31	contig_168	94.06		True
local misassembly [fragmentation of reference genome]
1	483	1396651	1397133	pa_ill_pa_contig14	contig_168	97.57		True
local misassembly
1	187635	1397134	1584761	pa_ill_pa_contig14	contig_168	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	123	1584808	1584930	pa_ill_pa_contig7	contig_168	99.19		True
local misassembly
1	77	1585151	1585227	pa_ill_pa_contig7	contig_168	98.7		True
local misassembly
1	265097	1585607	1850685	pa_ill_pa_contig7	contig_168	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	1851136	1852673	pa_ill_pa_contig60	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	1856556	1853046	pa_ill_pa_contig49	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	38146	1857145	1895284	pa_ill_pa_contig36	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	1895285	1900887	pa_ill_pa_contig44	contig_168	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	1900888	1962598	pa_ill_pa_contig29	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	1963685	1962599	pa_ill_pa_contig67	contig_168	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2811301	1963686	pa_ill_pa_contig1	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2207	2811302	2813453	pa_ill_pa_contig55	contig_168	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	47071	2861204	2814133	pa_ill_pa_contig35	contig_168	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	266935	2861814	3128731	pa_ill_pa_contig6	contig_168	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	3239941	3128732	pa_ill_pa_contig20	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	3245338	3239942	pa_ill_pa_contig45	contig_168	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	3245339	3364033	pa_ill_pa_contig19	contig_168	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	3364034	3364525	pa_ill_pa_contig80	contig_168	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	3365762	3364526	pa_ill_pa_contig65	contig_168	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	3366650	3365763	pa_ill_pa_contig71	contig_168	98.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	702	3366651	3367297	pa_ill_pa_contig8	contig_168	99.05		True
translocation
1	23992	3367298	3391285	pa_ill_pa_contig40	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	3391286	3392643	pa_ill_pa_contig62	contig_168	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	3392644	3449321	pa_ill_pa_contig30	contig_168	99.99		True
