S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_168	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3149	998	pa_ill_pa_contig55	contig_168	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3150	235701	pa_ill_pa_contig10	contig_168	99.97		True
translocation
129	1718	235702	237291	pa_ill_pa_contig57	contig_168	100.0		True
translocation
232388	237415	237292	242316	pa_ill_pa_contig10	contig_168	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244749	242317	pa_ill_pa_contig48	contig_168	99.6		True
local misassembly
1	1079	245985	244905	pa_ill_pa_contig48	contig_168	99.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	245986	246830	pa_ill_pa_contig70	contig_168	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249839	246831	pa_ill_pa_contig51	contig_168	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367747	249840	pa_ill_pa_contig11	contig_168	99.98		True
local misassembly
1	92856	460598	367748	pa_ill_pa_contig11	contig_168	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460599	461473	pa_ill_pa_contig69	contig_168	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461474	510439	pa_ill_pa_contig34	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510440	516042	pa_ill_pa_contig44	contig_168	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622357	516043	pa_ill_pa_contig22	contig_168	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712878	622733	pa_ill_pa_contig23	contig_168	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712879	713965	pa_ill_pa_contig67	contig_168	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	713966	1179596	pa_ill_pa_contig3	contig_168	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179597	1182055	pa_ill_pa_contig54	contig_168	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182506	1182056	pa_ill_pa_contig83	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182507	1183374	pa_ill_pa_contig74	contig_168	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184178	1303174	pa_ill_pa_contig18	contig_168	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303175	1308832	pa_ill_pa_contig44	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	893	1308833	1309670	pa_ill_pa_contig63	contig_168	100.0		True
translocation
56	1405	1311020	1309671	pa_ill_pa_contig12	contig_168	90.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	1311021	1312457	pa_ill_pa_contig61	contig_168	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21904	1312458	1334362	pa_ill_pa_contig41	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	868	1335890	1335017	pa_ill_pa_contig74	contig_168	98.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1335891	1336341	pa_ill_pa_contig83	contig_168	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1338800	1336342	pa_ill_pa_contig54	contig_168	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
132	56432	1395094	1338801	pa_ill_pa_contig31	contig_168	99.93		True
local misassembly
3	591	1395706	1395118	pa_ill_pa_contig31	contig_168	94.06		True
local misassembly [fragmentation of reference genome]
1	483	1396681	1397163	pa_ill_pa_contig14	contig_168	97.57		True
local misassembly
1	187635	1397164	1584785	pa_ill_pa_contig14	contig_168	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	123	1584832	1584954	pa_ill_pa_contig7	contig_168	99.19		True
local misassembly
1	77	1585174	1585250	pa_ill_pa_contig7	contig_168	98.7		True
local misassembly
1	265097	1585630	1850707	pa_ill_pa_contig7	contig_168	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	1851158	1852695	pa_ill_pa_contig60	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	1856578	1853068	pa_ill_pa_contig49	contig_168	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	38146	1857167	1895308	pa_ill_pa_contig36	contig_168	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	1895309	1900911	pa_ill_pa_contig44	contig_168	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	1900912	1962625	pa_ill_pa_contig29	contig_168	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	1963712	1962626	pa_ill_pa_contig67	contig_168	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2811348	1963713	pa_ill_pa_contig1	contig_168	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2207	2811349	2813500	pa_ill_pa_contig55	contig_168	99.5		True
fake: not a misassembly [fragmentation of reference genome]
