S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_102	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_102	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	3000	2517	sa_ill_sa_contig65	contig_102	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226274	3001	sa_ill_sa_contig1	contig_102	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226275	227602	sa_ill_sa_contig48	contig_102	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326162	227603	sa_ill_sa_contig11	contig_102	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326163	333240	sa_ill_sa_contig36	contig_102	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355022	333241	sa_ill_sa_contig30	contig_102	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355023	355733	sa_ill_sa_contig55	contig_102	99.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	369941	355734	sa_ill_sa_contig34	contig_102	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370094	403056	sa_ill_sa_contig26	contig_102	99.96		True
local misassembly [fragmentation of reference genome]
2	925	403261	404173	sa_ill_sa_contig51	contig_102	98.38		True
translocation
198	3323	404726	407851	sa_ill_sa_contig41	contig_102	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408273	409876	sa_ill_sa_contig8	contig_102	99.76		True
translocation
1	28120	409877	437984	sa_ill_sa_contig28	contig_102	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	437989	477705	sa_ill_sa_contig21	contig_102	99.93		True
local misassembly [fragmentation of reference genome]
98092	98471	478084	477706	sa_ill_sa_contig11	contig_102	97.97		True
translocation
1	62604	478085	540484	sa_ill_sa_contig14	contig_102	99.66		True
local misassembly
62396	62502	540534	540640	sa_ill_sa_contig14	contig_102	98.6		True
translocation
203	3323	540641	543757	sa_ill_sa_contig41	contig_102	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544176	545773	sa_ill_sa_contig8	contig_102	99.36		True
translocation
19	34443	580193	545774	sa_ill_sa_contig24	contig_102	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	618968	580194	sa_ill_sa_contig22	contig_102	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	618969	619501	sa_ill_sa_contig63	contig_102	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	653851	619502	sa_ill_sa_contig25	contig_102	99.93		True
translocation
203	3323	654016	657136	sa_ill_sa_contig41	contig_102	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657509	789465	sa_ill_sa_contig8	contig_102	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	789807	939221	sa_ill_sa_contig5	contig_102	99.64		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939267	970164	sa_ill_sa_contig27	contig_102	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970165	970970	sa_ill_sa_contig53	contig_102	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974011	971089	sa_ill_sa_contig43	contig_102	99.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	987700	974012	sa_ill_sa_contig35	contig_102	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	988432	1114094	sa_ill_sa_contig10	contig_102	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114095	1114759	sa_ill_sa_contig60	contig_102	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1116361	1115878	sa_ill_sa_contig65	contig_102	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137187	1116362	sa_ill_sa_contig32	contig_102	99.99		True
translocation
