S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_102	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_102	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	3000	2517	sa_ill_sa_contig65	contig_102	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226274	3001	sa_ill_sa_contig1	contig_102	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226275	227602	sa_ill_sa_contig48	contig_102	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326162	227603	sa_ill_sa_contig11	contig_102	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326163	333240	sa_ill_sa_contig36	contig_102	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355022	333241	sa_ill_sa_contig30	contig_102	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355023	355733	sa_ill_sa_contig55	contig_102	99.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	369941	355734	sa_ill_sa_contig34	contig_102	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370094	403056	sa_ill_sa_contig26	contig_102	99.96		True
local misassembly [fragmentation of reference genome]
2	925	403261	404173	sa_ill_sa_contig51	contig_102	98.38		True
translocation
198	3323	404726	407850	sa_ill_sa_contig41	contig_102	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408272	409875	sa_ill_sa_contig8	contig_102	99.76		True
translocation
1	28120	409876	437983	sa_ill_sa_contig28	contig_102	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	437988	477704	sa_ill_sa_contig21	contig_102	99.93		True
local misassembly [fragmentation of reference genome]
98092	98471	478083	477705	sa_ill_sa_contig11	contig_102	97.97		True
translocation
1	62604	478084	540483	sa_ill_sa_contig14	contig_102	99.66		True
local misassembly
62396	62502	540533	540639	sa_ill_sa_contig14	contig_102	98.6		True
translocation
203	3323	540640	543761	sa_ill_sa_contig41	contig_102	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544180	545778	sa_ill_sa_contig8	contig_102	99.41		True
translocation
19	34443	580198	545779	sa_ill_sa_contig24	contig_102	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	618973	580199	sa_ill_sa_contig22	contig_102	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	618974	619506	sa_ill_sa_contig63	contig_102	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	653856	619507	sa_ill_sa_contig25	contig_102	99.93		True
translocation
203	3323	654021	657126	sa_ill_sa_contig41	contig_102	99.39		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657499	789451	sa_ill_sa_contig8	contig_102	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	789793	939208	sa_ill_sa_contig5	contig_102	99.64		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939254	970151	sa_ill_sa_contig27	contig_102	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970152	970957	sa_ill_sa_contig53	contig_102	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	973998	971076	sa_ill_sa_contig43	contig_102	99.53		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	987687	973999	sa_ill_sa_contig35	contig_102	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	988419	1114078	sa_ill_sa_contig10	contig_102	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114079	1114743	sa_ill_sa_contig60	contig_102	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1116345	1115862	sa_ill_sa_contig65	contig_102	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137171	1116346	sa_ill_sa_contig32	contig_102	99.99		True
translocation
