S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_102	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_102	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	3000	2517	sa_ill_sa_contig65	contig_102	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226413	3001	sa_ill_sa_contig1	contig_102	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226414	227744	sa_ill_sa_contig48	contig_102	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326359	227745	sa_ill_sa_contig11	contig_102	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326360	333441	sa_ill_sa_contig36	contig_102	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355238	333442	sa_ill_sa_contig30	contig_102	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355239	355950	sa_ill_sa_contig55	contig_102	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370163	355951	sa_ill_sa_contig34	contig_102	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370317	403295	sa_ill_sa_contig26	contig_102	99.82		True
local misassembly [fragmentation of reference genome]
2	925	403500	404419	sa_ill_sa_contig51	contig_102	97.85		True
translocation
198	3323	404972	408097	sa_ill_sa_contig41	contig_102	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408519	410123	sa_ill_sa_contig8	contig_102	99.53		True
translocation
1	28120	410124	438240	sa_ill_sa_contig28	contig_102	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438245	477981	sa_ill_sa_contig21	contig_102	99.88		True
local misassembly [fragmentation of reference genome]
98092	98471	478360	477982	sa_ill_sa_contig11	contig_102	97.97		True
translocation
1	62604	478361	540795	sa_ill_sa_contig14	contig_102	99.56		True
local misassembly
62396	62502	540845	540951	sa_ill_sa_contig14	contig_102	98.6		True
translocation
203	3323	540952	544069	sa_ill_sa_contig41	contig_102	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544487	546083	sa_ill_sa_contig8	contig_102	99.18		True
translocation
19	34443	580523	546084	sa_ill_sa_contig24	contig_102	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619319	580524	sa_ill_sa_contig22	contig_102	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619320	619852	sa_ill_sa_contig63	contig_102	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654223	619853	sa_ill_sa_contig25	contig_102	99.81		True
translocation
203	3323	654388	657510	sa_ill_sa_contig41	contig_102	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657882	789907	sa_ill_sa_contig8	contig_102	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790249	939753	sa_ill_sa_contig5	contig_102	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939799	970711	sa_ill_sa_contig27	contig_102	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970712	971518	sa_ill_sa_contig53	contig_102	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974561	971637	sa_ill_sa_contig43	contig_102	99.46		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988262	974562	sa_ill_sa_contig35	contig_102	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	988994	1114726	sa_ill_sa_contig10	contig_102	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114727	1115391	sa_ill_sa_contig60	contig_102	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1116994	1116511	sa_ill_sa_contig65	contig_102	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137842	1116995	sa_ill_sa_contig32	contig_102	99.82		True
translocation
