S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_96	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_96	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2999	2516	sa_ill_sa_contig65	contig_96	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226434	3000	sa_ill_sa_contig1	contig_96	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226435	227764	sa_ill_sa_contig48	contig_96	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326397	227765	sa_ill_sa_contig11	contig_96	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326398	333478	sa_ill_sa_contig36	contig_96	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355283	333479	sa_ill_sa_contig30	contig_96	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355284	355995	sa_ill_sa_contig55	contig_96	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370205	355996	sa_ill_sa_contig34	contig_96	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370359	403345	sa_ill_sa_contig26	contig_96	99.83		True
local misassembly [fragmentation of reference genome]
2	925	403550	404468	sa_ill_sa_contig51	contig_96	97.95		True
translocation
198	3323	405023	408149	sa_ill_sa_contig41	contig_96	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408571	410171	sa_ill_sa_contig8	contig_96	99.41		True
translocation
1	28120	410172	438296	sa_ill_sa_contig28	contig_96	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438301	478052	sa_ill_sa_contig21	contig_96	99.89		True
local misassembly [fragmentation of reference genome]
98092	98471	478431	478053	sa_ill_sa_contig11	contig_96	97.97		True
translocation
1	62604	478432	540861	sa_ill_sa_contig14	contig_96	99.55		True
local misassembly
62396	62502	540911	541017	sa_ill_sa_contig14	contig_96	98.6		True
translocation
203	3323	541018	544135	sa_ill_sa_contig41	contig_96	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544553	546148	sa_ill_sa_contig8	contig_96	99.24		True
translocation
19	34443	580592	546149	sa_ill_sa_contig24	contig_96	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619371	580593	sa_ill_sa_contig22	contig_96	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619372	619904	sa_ill_sa_contig63	contig_96	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654275	619905	sa_ill_sa_contig25	contig_96	99.81		True
translocation
203	3323	654440	657557	sa_ill_sa_contig41	contig_96	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657929	789964	sa_ill_sa_contig8	contig_96	99.85		True
