S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_102	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_102	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2999	2516	sa_ill_sa_contig65	contig_102	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226531	3000	sa_ill_sa_contig1	contig_102	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226532	227861	sa_ill_sa_contig48	contig_102	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326536	227862	sa_ill_sa_contig11	contig_102	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326537	333622	sa_ill_sa_contig36	contig_102	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355412	333623	sa_ill_sa_contig30	contig_102	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355413	356124	sa_ill_sa_contig55	contig_102	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370336	356125	sa_ill_sa_contig34	contig_102	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370490	403482	sa_ill_sa_contig26	contig_102	99.81		True
local misassembly [fragmentation of reference genome]
2	925	403687	404607	sa_ill_sa_contig51	contig_102	97.64		True
translocation
198	3323	405162	408289	sa_ill_sa_contig41	contig_102	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408711	410313	sa_ill_sa_contig8	contig_102	99.53		True
translocation
1	28120	410314	438440	sa_ill_sa_contig28	contig_102	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438445	478181	sa_ill_sa_contig21	contig_102	99.88		True
local misassembly [fragmentation of reference genome]
98092	98471	478560	478182	sa_ill_sa_contig11	contig_102	97.97		True
translocation
1	62604	478561	541044	sa_ill_sa_contig14	contig_102	99.6		True
local misassembly
62396	62502	541094	541200	sa_ill_sa_contig14	contig_102	98.6		True
translocation
203	3323	541201	544320	sa_ill_sa_contig41	contig_102	99.74		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544737	546341	sa_ill_sa_contig8	contig_102	99.53		True
translocation
19	34443	580776	546342	sa_ill_sa_contig24	contig_102	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619576	580777	sa_ill_sa_contig22	contig_102	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619577	620109	sa_ill_sa_contig63	contig_102	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654493	620110	sa_ill_sa_contig25	contig_102	99.84		True
translocation
203	3323	654658	657780	sa_ill_sa_contig41	contig_102	99.74		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658150	790196	sa_ill_sa_contig8	contig_102	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790538	940076	sa_ill_sa_contig5	contig_102	99.52		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	940122	971027	sa_ill_sa_contig27	contig_102	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	971028	971836	sa_ill_sa_contig53	contig_102	99.54		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974876	971955	sa_ill_sa_contig43	contig_102	99.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988585	974877	sa_ill_sa_contig35	contig_102	99.74		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989317	1115103	sa_ill_sa_contig10	contig_102	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1115104	1115768	sa_ill_sa_contig60	contig_102	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117369	1116886	sa_ill_sa_contig65	contig_102	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1138204	1117370	sa_ill_sa_contig32	contig_102	99.83		True
translocation
