S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_102	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_102	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	3000	2517	sa_ill_sa_contig65	contig_102	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226420	3001	sa_ill_sa_contig1	contig_102	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226421	227750	sa_ill_sa_contig48	contig_102	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326388	227751	sa_ill_sa_contig11	contig_102	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326389	333474	sa_ill_sa_contig36	contig_102	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355267	333475	sa_ill_sa_contig30	contig_102	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355268	355979	sa_ill_sa_contig55	contig_102	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370190	355980	sa_ill_sa_contig34	contig_102	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370343	403321	sa_ill_sa_contig26	contig_102	99.87		True
local misassembly [fragmentation of reference genome]
2	925	403526	404443	sa_ill_sa_contig51	contig_102	97.85		True
translocation
198	3323	404997	408121	sa_ill_sa_contig41	contig_102	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408543	410147	sa_ill_sa_contig8	contig_102	99.71		True
translocation
1	28120	410148	438273	sa_ill_sa_contig28	contig_102	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438278	478017	sa_ill_sa_contig21	contig_102	99.92		True
local misassembly [fragmentation of reference genome]
98092	98471	478396	478018	sa_ill_sa_contig11	contig_102	97.97		True
translocation
1	62604	478397	540857	sa_ill_sa_contig14	contig_102	99.66		True
local misassembly
62396	62502	540907	541013	sa_ill_sa_contig14	contig_102	98.6		True
translocation
203	3323	541014	544135	sa_ill_sa_contig41	contig_102	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544553	546156	sa_ill_sa_contig8	contig_102	99.59		True
translocation
19	34443	580593	546157	sa_ill_sa_contig24	contig_102	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619388	580594	sa_ill_sa_contig22	contig_102	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619389	619921	sa_ill_sa_contig63	contig_102	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654297	619922	sa_ill_sa_contig25	contig_102	99.89		True
translocation
203	3323	654462	657583	sa_ill_sa_contig41	contig_102	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657955	789981	sa_ill_sa_contig8	contig_102	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790323	939823	sa_ill_sa_contig5	contig_102	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939869	970773	sa_ill_sa_contig27	contig_102	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970774	971579	sa_ill_sa_contig53	contig_102	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974620	971698	sa_ill_sa_contig43	contig_102	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988318	974621	sa_ill_sa_contig35	contig_102	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989050	1114773	sa_ill_sa_contig10	contig_102	99.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114774	1115438	sa_ill_sa_contig60	contig_102	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117041	1116558	sa_ill_sa_contig65	contig_102	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137871	1117042	sa_ill_sa_contig32	contig_102	99.92		True
translocation
