S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_96	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_96	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2996	2513	sa_ill_sa_contig65	contig_96	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226509	2997	sa_ill_sa_contig1	contig_96	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226510	227839	sa_ill_sa_contig48	contig_96	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326498	227840	sa_ill_sa_contig11	contig_96	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326499	333589	sa_ill_sa_contig36	contig_96	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355390	333590	sa_ill_sa_contig30	contig_96	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355391	356101	sa_ill_sa_contig55	contig_96	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370319	356102	sa_ill_sa_contig34	contig_96	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370473	403470	sa_ill_sa_contig26	contig_96	99.78		True
local misassembly [fragmentation of reference genome]
2	925	403675	404593	sa_ill_sa_contig51	contig_96	98.06		True
translocation
198	3323	405147	408280	sa_ill_sa_contig41	contig_96	99.62		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408702	410308	sa_ill_sa_contig8	contig_96	99.53		True
translocation
1	28120	410309	438441	sa_ill_sa_contig28	contig_96	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438446	478201	sa_ill_sa_contig21	contig_96	99.86		True
local misassembly [fragmentation of reference genome]
98092	98471	478580	478202	sa_ill_sa_contig11	contig_96	97.97		True
translocation
1	62604	478581	541066	sa_ill_sa_contig14	contig_96	99.6		True
local misassembly
62396	62502	541116	541222	sa_ill_sa_contig14	contig_96	98.6		True
translocation
203	3323	541223	544339	sa_ill_sa_contig41	contig_96	99.55		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544758	546358	sa_ill_sa_contig8	contig_96	99.36		True
translocation
19	34443	580803	546359	sa_ill_sa_contig24	contig_96	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619603	580804	sa_ill_sa_contig22	contig_96	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619604	620136	sa_ill_sa_contig63	contig_96	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654527	620137	sa_ill_sa_contig25	contig_96	99.82		True
translocation
203	3323	654692	657813	sa_ill_sa_contig41	contig_96	99.62		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658186	790232	sa_ill_sa_contig8	contig_96	99.84		True
