S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_96	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_96	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2998	2515	sa_ill_sa_contig65	contig_96	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226433	2999	sa_ill_sa_contig1	contig_96	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226434	227763	sa_ill_sa_contig48	contig_96	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326401	227764	sa_ill_sa_contig11	contig_96	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326402	333487	sa_ill_sa_contig36	contig_96	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355281	333488	sa_ill_sa_contig30	contig_96	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355282	355993	sa_ill_sa_contig55	contig_96	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370205	355994	sa_ill_sa_contig34	contig_96	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370358	403341	sa_ill_sa_contig26	contig_96	99.86		True
local misassembly [fragmentation of reference genome]
2	925	403546	404463	sa_ill_sa_contig51	contig_96	98.06		True
translocation
198	3323	405015	408142	sa_ill_sa_contig41	contig_96	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408564	410166	sa_ill_sa_contig8	contig_96	99.65		True
translocation
1	28120	410167	438295	sa_ill_sa_contig28	contig_96	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438300	478041	sa_ill_sa_contig21	contig_96	99.93		True
local misassembly [fragmentation of reference genome]
98092	98471	478420	478042	sa_ill_sa_contig11	contig_96	97.97		True
translocation
1	62604	478421	540880	sa_ill_sa_contig14	contig_96	99.67		True
local misassembly
62396	62502	540930	541036	sa_ill_sa_contig14	contig_96	98.6		True
translocation
203	3323	541037	544157	sa_ill_sa_contig41	contig_96	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544576	546179	sa_ill_sa_contig8	contig_96	99.59		True
translocation
19	34443	580610	546180	sa_ill_sa_contig24	contig_96	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619403	580611	sa_ill_sa_contig22	contig_96	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619404	619936	sa_ill_sa_contig63	contig_96	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654318	619937	sa_ill_sa_contig25	contig_96	99.9		True
translocation
203	3323	654483	657603	sa_ill_sa_contig41	contig_96	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657975	790007	sa_ill_sa_contig8	contig_96	99.89		True
