Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_1bin_v4_1_MP	8	8	8	8	30866444	30866444	30866444	30866444	8	6792205	30866444	6728151	49.50	66.21	4758902	6792205	2992069	6792205	3	1	5	1	8	1	6792205	11	0	0	7	0 + 8 part	24046899	99.894	1.015	0.00	58.79	5.67	1643774	6816245	1188531	1070191	3	4
r10_1bin_v4_1_MP_helen	8	8	8	8	30863055	30863055	30863055	30863055	8	6792208	30863055	6728151	49.51	66.21	4757799	6792208	2992056	6792208	3	1	5	1	6	1	6792208	11	0	0	7	0 + 8 part	24044035	99.894	1.015	0.03	55.90	3.84	2052283	6815727	1643773	1070208	2	4
r10_1bin_v4_1_r1_medaka	8	8	8	8	30868172	30868172	30868172	30868172	8	6792382	30868172	6728151	49.50	66.21	4759020	6792382	2992173	6792382	3	1	5	1	8	1	6792382	11	0	0	7	0 + 8 part	24048788	99.894	1.015	0.00	57.14	6.41	1643818	6816084	1188552	1070221	3	4
r10_1bin_v4_1_r2_medaka	8	8	8	8	30857647	30857647	30857647	30857647	8	6792380	30857647	6728151	49.50	66.21	4758488	6792380	2992163	6792380	3	1	5	1	8	1	6792380	11	0	0	7	0 + 8 part	24038073	99.894	1.015	0.00	57.20	6.35	1643819	6816274	1188554	1070219	3	4
r10_1bin_v4_1_racon_r1	8	8	8	8	30851994	30851994	30851994	30851994	8	6791578	30851994	6728151	49.49	66.21	4757908	6791578	2991926	6791578	3	1	5	1	8	1	6791578	11	0	0	7	0 + 8 part	24032909	99.894	1.015	0.00	59.17	15.16	1643611	6815792	1188415	1070088	3	4
r10_1bin_v4_1_racon_r2	8	8	8	8	30845980	30845980	30845980	30845980	8	6791619	30845980	6728151	49.49	66.21	4757843	6791619	2991944	6791619	3	1	5	1	8	1	6791619	11	0	0	7	0 + 8 part	24026947	99.894	1.015	0.00	58.59	14.11	1643625	6815734	1188411	1070099	3	4
r10_1bin_v4_1_raw	8	8	8	8	30850127	30850127	30850127	30850127	8	6788614	30850127	6728151	49.48	66.21	4755996	6788614	2990670	6788614	3	1	5	1	10	1	6788614	24	0	0	7	0 + 8 part	24078447	99.875	1.008	0.00	64.59	97.33	2098661	6769161	1471541	569700	2	4
r10_1bin_v4_2_MP	8	8	8	8	30867072	30867072	30867072	30867072	8	6792242	30867072	6728151	49.50	66.21	4758906	6792242	2992084	6792242	3	1	5	1	8	1	6792242	11	0	0	7	0 + 8 part	24047244	99.893	1.015	0.00	58.88	5.42	1643839	6816076	1274461	1070336	3	4
r10_1bin_v4_2_MP_helen	8	8	8	8	30862764	30862764	30862764	30862764	8	6792185	30862764	6728151	49.51	66.21	4758018	6792185	2992067	6792185	3	1	5	1	6	1	6792185	11	0	0	7	0 + 8 part	24043534	99.893	1.015	0.00	56.21	5.06	2052185	6815478	1643838	1070326	2	4
r10_1bin_v4_2_r1_medaka	8	8	8	8	30868268	30868268	30868268	30868268	8	6792389	30868268	6728151	49.50	66.21	4759008	6792389	2992181	6792389	3	1	5	1	6	1	6792389	11	0	0	7	0 + 8 part	24049295	99.893	1.015	0.00	56.62	6.40	2052252	6815221	1643872	1070367	2	4
r10_1bin_v4_2_r2_medaka	8	8	8	8	30857590	30857590	30857590	30857590	8	6792392	30857590	6728151	49.50	66.21	4758481	6792392	2992179	6792392	3	1	5	1	6	1	6792392	11	0	0	6	0 + 8 part	24038848	99.893	1.015	0.00	56.32	6.37	2052255	6814990	1643872	1070366	2	4
r10_1bin_v4_2_racon_r1	8	8	8	8	30852101	30852101	30852101	30852101	8	6791549	30852101	6728151	49.49	66.21	4757940	6791549	2991904	6791549	3	1	5	1	6	1	6791549	11	0	0	7	0 + 8 part	24033071	99.893	1.015	0.00	59.13	15.73	2052050	6815278	1643649	1070234	2	4
r10_1bin_v4_2_racon_r2	8	8	8	8	30844741	30844741	30844741	30844741	8	6791659	30844741	6728151	49.49	66.21	4757851	6791659	2991942	6791659	3	1	5	1	6	1	6791659	11	0	0	7	0 + 8 part	24025959	99.893	1.015	0.00	58.73	14.76	2052085	6815030	1643667	1070253	2	4
r10_1bin_v4_2_raw	8	8	8	8	30850012	30850012	30850012	30850012	8	6788581	30850012	6728151	49.48	66.21	4755926	6788581	2990627	6788581	3	1	5	1	10	1	6788581	25	0	0	6	0 + 8 part	24077959	99.878	1.008	0.00	64.69	97.25	2098630	6769578	1471418	610213	2	4
r10_1bin_v4_3_MP	8	8	8	8	30866614	30866614	30866614	30866614	8	6792242	30866614	6728151	49.50	66.21	4758924	6792242	2992085	6792242	3	1	5	1	8	1	6792242	11	0	0	7	0 + 8 part	24046907	99.893	1.015	0.00	58.76	5.42	1643839	6815955	1274461	1070336	3	4
r10_1bin_v4_3_MP_helen	8	8	8	8	30862713	30862713	30862713	30862713	8	6792185	30862713	6728151	49.51	66.21	4757804	6792185	2992068	6792185	3	1	5	1	6	1	6792185	11	0	0	7	0 + 8 part	24043562	99.893	1.015	0.00	56.18	5.04	2052185	6815399	1643838	1070326	2	4
r10_1bin_v4_3_r1_medaka	8	8	8	8	30867461	30867461	30867461	30867461	8	6792389	30867461	6728151	49.50	66.21	4759024	6792389	2992180	6792389	3	1	5	1	6	1	6792389	11	0	0	7	0 + 8 part	24048050	99.893	1.015	0.00	57.14	6.40	2052252	6815659	1643872	1070367	2	4
r10_1bin_v4_3_r2_medaka	8	8	8	8	30855149	30855149	30855149	30855149	8	6792392	30855149	6728151	49.50	66.21	4758498	6792392	2992178	6792392	3	1	5	1	6	1	6792392	11	0	0	6	0 + 8 part	24036158	99.893	1.015	0.00	56.59	6.37	2052255	6815239	1643872	1070366	2	4
r10_1bin_v4_3_racon_r1	8	8	8	8	30852655	30852655	30852655	30852655	8	6791549	30852655	6728151	49.49	66.21	4757988	6791549	2991937	6791549	3	1	5	1	6	1	6791549	11	0	0	7	0 + 8 part	24033853	99.893	1.015	0.00	58.64	15.68	2052050	6815050	1643649	1070234	2	4
r10_1bin_v4_3_racon_r2	8	8	8	8	30845216	30845216	30845216	30845216	8	6791658	30845216	6728151	49.49	66.21	4757863	6791658	2991954	6791658	3	1	5	1	6	1	6791658	11	0	0	7	0 + 8 part	24026199	99.893	1.015	0.00	58.91	14.79	2052083	6815265	1643667	1070253	2	4
r10_1bin_v4_3_raw	8	8	8	8	30849517	30849517	30849517	30849517	8	6788581	30849517	6728151	49.48	66.21	4756050	6788581	2990634	6788581	3	1	5	1	10	1	6788581	25	0	0	7	0 + 8 part	24077085	99.878	1.008	0.00	65.28	97.24	2098630	6769957	1471418	610213	2	4
