S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_100	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_100	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2999	2516	sa_ill_sa_contig65	contig_100	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226421	3000	sa_ill_sa_contig1	contig_100	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226422	227751	sa_ill_sa_contig48	contig_100	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326388	227752	sa_ill_sa_contig11	contig_100	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326389	333471	sa_ill_sa_contig36	contig_100	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355265	333472	sa_ill_sa_contig30	contig_100	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355266	355977	sa_ill_sa_contig55	contig_100	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370188	355978	sa_ill_sa_contig34	contig_100	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370341	403317	sa_ill_sa_contig26	contig_100	99.87		True
local misassembly [fragmentation of reference genome]
2	925	403522	404438	sa_ill_sa_contig51	contig_100	97.95		True
translocation
198	3323	404992	408115	sa_ill_sa_contig41	contig_100	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408537	410141	sa_ill_sa_contig8	contig_100	99.71		True
translocation
1	28120	410142	438265	sa_ill_sa_contig28	contig_100	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438270	478009	sa_ill_sa_contig21	contig_100	99.91		True
local misassembly [fragmentation of reference genome]
98092	98471	478388	478010	sa_ill_sa_contig11	contig_100	97.97		True
translocation
1	62604	478389	540849	sa_ill_sa_contig14	contig_100	99.67		True
local misassembly
62396	62502	540899	541005	sa_ill_sa_contig14	contig_100	98.6		True
translocation
203	3323	541006	544127	sa_ill_sa_contig41	contig_100	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544545	546146	sa_ill_sa_contig8	contig_100	99.47		True
translocation
19	34443	580582	546147	sa_ill_sa_contig24	contig_100	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619373	580583	sa_ill_sa_contig22	contig_100	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619374	619906	sa_ill_sa_contig63	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654282	619907	sa_ill_sa_contig25	contig_100	99.89		True
translocation
203	3323	654447	657569	sa_ill_sa_contig41	contig_100	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657941	789970	sa_ill_sa_contig8	contig_100	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790312	939807	sa_ill_sa_contig5	contig_100	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939853	970754	sa_ill_sa_contig27	contig_100	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970755	971560	sa_ill_sa_contig53	contig_100	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974601	971679	sa_ill_sa_contig43	contig_100	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988300	974602	sa_ill_sa_contig35	contig_100	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989032	1114754	sa_ill_sa_contig10	contig_100	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114755	1115419	sa_ill_sa_contig60	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117022	1116539	sa_ill_sa_contig65	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137851	1117023	sa_ill_sa_contig32	contig_100	99.9		True
translocation
1	130429	1268232	1137852	sa_ill_sa_contig9	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268233	1272814	sa_ill_sa_contig40	contig_100	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1272815	1278137	sa_ill_sa_contig38	contig_100	99.87		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1282719	1278138	sa_ill_sa_contig40	contig_100	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1308904	1282720	sa_ill_sa_contig29	contig_100	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309270	1310127	sa_ill_sa_contig54	contig_100	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1312329	1310657	sa_ill_sa_contig46	contig_100	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1312330	1355853	sa_ill_sa_contig18	contig_100	99.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1356386	1355854	sa_ill_sa_contig63	contig_100	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1356387	1499304	sa_ill_sa_contig6	contig_100	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1499458	1520506	sa_ill_sa_contig31	contig_100	99.92		True
translocation
