S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_101	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_101	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2997	2514	sa_ill_sa_contig65	contig_101	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226522	2998	sa_ill_sa_contig1	contig_101	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226523	227853	sa_ill_sa_contig48	contig_101	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326526	227854	sa_ill_sa_contig11	contig_101	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326527	333615	sa_ill_sa_contig36	contig_101	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355418	333616	sa_ill_sa_contig30	contig_101	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355419	356129	sa_ill_sa_contig55	contig_101	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370347	356130	sa_ill_sa_contig34	contig_101	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370501	403497	sa_ill_sa_contig26	contig_101	99.8		True
local misassembly [fragmentation of reference genome]
2	925	403702	404620	sa_ill_sa_contig51	contig_101	98.06		True
translocation
198	3323	405175	408301	sa_ill_sa_contig41	contig_101	99.74		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408723	410329	sa_ill_sa_contig8	contig_101	99.53		True
translocation
1	28120	410330	438464	sa_ill_sa_contig28	contig_101	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438469	478231	sa_ill_sa_contig21	contig_101	99.86		True
local misassembly [fragmentation of reference genome]
98092	98471	478610	478232	sa_ill_sa_contig11	contig_101	97.97		True
translocation
1	62604	478611	541099	sa_ill_sa_contig14	contig_101	99.59		True
local misassembly
62396	62502	541149	541255	sa_ill_sa_contig14	contig_101	98.6		True
translocation
203	3323	541256	544375	sa_ill_sa_contig41	contig_101	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544794	546392	sa_ill_sa_contig8	contig_101	99.3		True
translocation
19	34443	580842	546393	sa_ill_sa_contig24	contig_101	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619643	580843	sa_ill_sa_contig22	contig_101	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619644	620176	sa_ill_sa_contig63	contig_101	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654562	620177	sa_ill_sa_contig25	contig_101	99.81		True
translocation
203	3323	654727	657852	sa_ill_sa_contig41	contig_101	99.62		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658225	790287	sa_ill_sa_contig8	contig_101	99.83		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790629	940150	sa_ill_sa_contig5	contig_101	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	940196	971108	sa_ill_sa_contig27	contig_101	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	971109	971915	sa_ill_sa_contig53	contig_101	99.65		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974958	972034	sa_ill_sa_contig43	contig_101	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988664	974959	sa_ill_sa_contig35	contig_101	99.79		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989396	1115164	sa_ill_sa_contig10	contig_101	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1115165	1115829	sa_ill_sa_contig60	contig_101	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117433	1116950	sa_ill_sa_contig65	contig_101	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1138277	1117434	sa_ill_sa_contig32	contig_101	99.81		True
translocation
1	130429	1268701	1138278	sa_ill_sa_contig9	contig_101	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268702	1273282	sa_ill_sa_contig40	contig_101	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1273283	1278608	sa_ill_sa_contig38	contig_101	99.79		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1283188	1278609	sa_ill_sa_contig40	contig_101	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1309378	1283189	sa_ill_sa_contig29	contig_101	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309744	1310599	sa_ill_sa_contig54	contig_101	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1312803	1311129	sa_ill_sa_contig46	contig_101	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1312804	1356356	sa_ill_sa_contig18	contig_101	99.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1356889	1356357	sa_ill_sa_contig63	contig_101	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1356890	1499864	sa_ill_sa_contig6	contig_101	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1500018	1521066	sa_ill_sa_contig31	contig_101	99.88		True
translocation
98057	98213	1521067	1521223	sa_ill_sa_contig11	contig_101	98.58		True
local misassembly
98340	98561	1521224	1521445	sa_ill_sa_contig11	contig_101	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1548068	1521446	sa_ill_sa_contig12	contig_101	99.27		True
local misassembly
46	44268	1592310	1548069	sa_ill_sa_contig12	contig_101	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1592311	1643047	sa_ill_sa_contig17	contig_101	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1643048	1648043	sa_ill_sa_contig39	contig_101	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1648044	1662415	sa_ill_sa_contig33	contig_101	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1663127	1662416	sa_ill_sa_contig55	contig_101	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1669820	1663128	sa_ill_sa_contig37	contig_101	99.79		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1669847	1672688	sa_ill_sa_contig44	contig_101	99.44		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1674266	1672689	sa_ill_sa_contig47	contig_101	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1715402	1674293	sa_ill_sa_contig20	contig_101	99.81		True
translocation
1	1649	1717051	1715403	sa_ill_sa_contig8	contig_101	99.36		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1720566	1717439	sa_ill_sa_contig41	contig_101	99.58		True
translocation
38161	38352	1720849	1720659	sa_ill_sa_contig23	contig_101	95.31		True
local misassembly
38187	38352	1721102	1720937	sa_ill_sa_contig23	contig_101	98.8		True
local misassembly
1	38352	1759579	1721194	sa_ill_sa_contig23	contig_101	99.82		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1759975	1759722	sa_ill_sa_contig51	contig_101	93.7		True
translocation
1	1703	1761694	1759989	sa_ill_sa_contig8	contig_101	99.59		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1765348	1762024	sa_ill_sa_contig41	contig_101	99.61		True
translocation
1	1604	1766954	1765349	sa_ill_sa_contig8	contig_101	99.47		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1770376	1767251	sa_ill_sa_contig41	contig_101	99.78		True
translocation
1	56123	1826874	1770828	sa_ill_sa_contig15	contig_101	99.61		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1826875	1827589	sa_ill_sa_contig58	contig_101	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1830858	1827590	sa_ill_sa_contig42	contig_101	99.69		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1831058	2043106	sa_ill_sa_contig2	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	2043107	2250188	sa_ill_sa_contig3	contig_101	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	2250201	2328271	sa_ill_sa_contig7	contig_101	99.67		True
local misassembly
78271	134302	2328272	2384357	sa_ill_sa_contig7	contig_101	99.77		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	2435171	2384420	sa_ill_sa_contig16	contig_101	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	177172	2612471	2435172	sa_ill_sa_contig4	contig_101	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	41771	2612660	2654454	sa_ill_sa_contig19	contig_101	99.84		True
