S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_101	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_101	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2997	2514	sa_ill_sa_contig65	contig_101	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226556	2998	sa_ill_sa_contig1	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226557	227887	sa_ill_sa_contig48	contig_101	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326579	227888	sa_ill_sa_contig11	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326580	333668	sa_ill_sa_contig36	contig_101	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355477	333669	sa_ill_sa_contig30	contig_101	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355478	356189	sa_ill_sa_contig55	contig_101	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370412	356190	sa_ill_sa_contig34	contig_101	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370566	403567	sa_ill_sa_contig26	contig_101	99.83		True
local misassembly [fragmentation of reference genome]
2	925	403772	404691	sa_ill_sa_contig51	contig_101	98.06		True
translocation
198	3323	405246	408375	sa_ill_sa_contig41	contig_101	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408797	410402	sa_ill_sa_contig8	contig_101	99.59		True
translocation
1	28120	410403	438547	sa_ill_sa_contig28	contig_101	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438552	478305	sa_ill_sa_contig21	contig_101	99.88		True
local misassembly [fragmentation of reference genome]
98092	98471	478684	478306	sa_ill_sa_contig11	contig_101	97.97		True
translocation
1	62604	478685	541181	sa_ill_sa_contig14	contig_101	99.63		True
local misassembly
62396	62502	541231	541337	sa_ill_sa_contig14	contig_101	98.6		True
translocation
203	3323	541338	544460	sa_ill_sa_contig41	contig_101	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544878	546481	sa_ill_sa_contig8	contig_101	99.65		True
translocation
19	34443	580933	546482	sa_ill_sa_contig24	contig_101	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619744	580934	sa_ill_sa_contig22	contig_101	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619745	620277	sa_ill_sa_contig63	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654674	620278	sa_ill_sa_contig25	contig_101	99.85		True
translocation
203	3323	654840	657965	sa_ill_sa_contig41	contig_101	99.68		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658337	790433	sa_ill_sa_contig8	contig_101	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790775	940313	sa_ill_sa_contig5	contig_101	99.56		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	940359	971279	sa_ill_sa_contig27	contig_101	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	971280	972088	sa_ill_sa_contig53	contig_101	99.54		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	975131	972207	sa_ill_sa_contig43	contig_101	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988837	975132	sa_ill_sa_contig35	contig_101	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989569	1115368	sa_ill_sa_contig10	contig_101	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1115369	1116033	sa_ill_sa_contig60	contig_101	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117637	1117154	sa_ill_sa_contig65	contig_101	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1138479	1117638	sa_ill_sa_contig32	contig_101	99.88		True
translocation
1	130429	1268937	1138480	sa_ill_sa_contig9	contig_101	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268938	1273521	sa_ill_sa_contig40	contig_101	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1273522	1278849	sa_ill_sa_contig38	contig_101	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1283432	1278850	sa_ill_sa_contig40	contig_101	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1309633	1283433	sa_ill_sa_contig29	contig_101	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309999	1310855	sa_ill_sa_contig54	contig_101	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1313058	1311385	sa_ill_sa_contig46	contig_101	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1313059	1356611	sa_ill_sa_contig18	contig_101	99.38		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1357144	1356612	sa_ill_sa_contig63	contig_101	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1357145	1500144	sa_ill_sa_contig6	contig_101	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1500298	1521350	sa_ill_sa_contig31	contig_101	99.91		True
translocation
98057	98213	1521351	1521507	sa_ill_sa_contig11	contig_101	98.58		True
local misassembly
98340	98561	1521508	1521729	sa_ill_sa_contig11	contig_101	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1548351	1521730	sa_ill_sa_contig12	contig_101	99.32		True
local misassembly
46	44268	1592601	1548352	sa_ill_sa_contig12	contig_101	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1592602	1643353	sa_ill_sa_contig17	contig_101	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1643354	1648347	sa_ill_sa_contig39	contig_101	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1648348	1662727	sa_ill_sa_contig33	contig_101	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1663438	1662728	sa_ill_sa_contig55	contig_101	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1670131	1663439	sa_ill_sa_contig37	contig_101	99.79		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1670158	1672998	sa_ill_sa_contig44	contig_101	99.58		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1674576	1672999	sa_ill_sa_contig47	contig_101	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1715716	1674603	sa_ill_sa_contig20	contig_101	99.85		True
translocation
1	1649	1717366	1715717	sa_ill_sa_contig8	contig_101	99.65		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1720876	1717754	sa_ill_sa_contig41	contig_101	99.74		True
translocation
38161	38352	1721159	1720969	sa_ill_sa_contig23	contig_101	95.31		True
local misassembly
38187	38352	1721412	1721247	sa_ill_sa_contig23	contig_101	98.8		True
local misassembly
1	38352	1759896	1721505	sa_ill_sa_contig23	contig_101	99.85		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1760291	1760039	sa_ill_sa_contig51	contig_101	94.07		True
translocation
1	1703	1762009	1760305	sa_ill_sa_contig8	contig_101	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1765669	1762339	sa_ill_sa_contig41	contig_101	99.67		True
translocation
1	1604	1767275	1765670	sa_ill_sa_contig8	contig_101	99.77		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1770693	1767572	sa_ill_sa_contig41	contig_101	99.81		True
translocation
1	56123	1827203	1771145	sa_ill_sa_contig15	contig_101	99.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1827204	1827919	sa_ill_sa_contig58	contig_101	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1831190	1827920	sa_ill_sa_contig42	contig_101	99.66		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1831390	2043471	sa_ill_sa_contig2	contig_101	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	2043472	2250573	sa_ill_sa_contig3	contig_101	99.79		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	2250586	2328667	sa_ill_sa_contig7	contig_101	99.68		True
local misassembly
78271	134302	2328668	2384765	sa_ill_sa_contig7	contig_101	99.81		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	2435600	2384828	sa_ill_sa_contig16	contig_101	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	177172	2612927	2435601	sa_ill_sa_contig4	contig_101	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	41771	2613116	2654924	sa_ill_sa_contig19	contig_101	99.87		True
