S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_101	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_101	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2998	2515	sa_ill_sa_contig65	contig_101	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226564	2999	sa_ill_sa_contig1	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226565	227895	sa_ill_sa_contig48	contig_101	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326585	227896	sa_ill_sa_contig11	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326586	333672	sa_ill_sa_contig36	contig_101	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355478	333673	sa_ill_sa_contig30	contig_101	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355479	356190	sa_ill_sa_contig55	contig_101	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370412	356191	sa_ill_sa_contig34	contig_101	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370566	403564	sa_ill_sa_contig26	contig_101	99.84		True
local misassembly [fragmentation of reference genome]
2	925	403769	404687	sa_ill_sa_contig51	contig_101	98.06		True
translocation
198	3323	405242	408370	sa_ill_sa_contig41	contig_101	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408792	410397	sa_ill_sa_contig8	contig_101	99.59		True
translocation
1	28120	410398	438538	sa_ill_sa_contig28	contig_101	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438543	478302	sa_ill_sa_contig21	contig_101	99.88		True
local misassembly [fragmentation of reference genome]
98092	98471	478681	478303	sa_ill_sa_contig11	contig_101	97.97		True
translocation
1	62604	478682	541186	sa_ill_sa_contig14	contig_101	99.62		True
local misassembly
62396	62502	541236	541342	sa_ill_sa_contig14	contig_101	98.6		True
translocation
203	3323	541343	544465	sa_ill_sa_contig41	contig_101	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544883	546487	sa_ill_sa_contig8	contig_101	99.53		True
translocation
19	34443	580935	546488	sa_ill_sa_contig24	contig_101	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619746	580936	sa_ill_sa_contig22	contig_101	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619747	620279	sa_ill_sa_contig63	contig_101	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654675	620280	sa_ill_sa_contig25	contig_101	99.85		True
translocation
203	3323	654840	657964	sa_ill_sa_contig41	contig_101	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658336	790433	sa_ill_sa_contig8	contig_101	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790775	940319	sa_ill_sa_contig5	contig_101	99.56		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	940365	971285	sa_ill_sa_contig27	contig_101	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	971286	972092	sa_ill_sa_contig53	contig_101	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	975135	972211	sa_ill_sa_contig43	contig_101	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988839	975136	sa_ill_sa_contig35	contig_101	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989571	1115358	sa_ill_sa_contig10	contig_101	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1115359	1116023	sa_ill_sa_contig60	contig_101	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117627	1117144	sa_ill_sa_contig65	contig_101	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1138475	1117628	sa_ill_sa_contig32	contig_101	99.86		True
translocation
1	130429	1268932	1138476	sa_ill_sa_contig9	contig_101	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268933	1273515	sa_ill_sa_contig40	contig_101	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1273516	1278841	sa_ill_sa_contig38	contig_101	99.85		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1283423	1278842	sa_ill_sa_contig40	contig_101	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1309621	1283424	sa_ill_sa_contig29	contig_101	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309987	1310843	sa_ill_sa_contig54	contig_101	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1313048	1311373	sa_ill_sa_contig46	contig_101	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1313049	1356601	sa_ill_sa_contig18	contig_101	99.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1357134	1356602	sa_ill_sa_contig63	contig_101	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1357135	1500138	sa_ill_sa_contig6	contig_101	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1500292	1521344	sa_ill_sa_contig31	contig_101	99.91		True
translocation
98057	98213	1521345	1521501	sa_ill_sa_contig11	contig_101	98.58		True
local misassembly
98340	98561	1521502	1521723	sa_ill_sa_contig11	contig_101	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1548347	1521724	sa_ill_sa_contig12	contig_101	99.32		True
local misassembly
46	44268	1592595	1548348	sa_ill_sa_contig12	contig_101	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1592596	1643338	sa_ill_sa_contig17	contig_101	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1643339	1648333	sa_ill_sa_contig39	contig_101	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1648334	1662711	sa_ill_sa_contig33	contig_101	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1663423	1662712	sa_ill_sa_contig55	contig_101	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1670116	1663424	sa_ill_sa_contig37	contig_101	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1670143	1672982	sa_ill_sa_contig44	contig_101	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1674560	1672983	sa_ill_sa_contig47	contig_101	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1715705	1674587	sa_ill_sa_contig20	contig_101	99.83		True
translocation
1	1649	1717358	1715706	sa_ill_sa_contig8	contig_101	99.59		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1720873	1717746	sa_ill_sa_contig41	contig_101	99.62		True
translocation
38161	38352	1721156	1720966	sa_ill_sa_contig23	contig_101	95.31		True
local misassembly
38187	38352	1721409	1721244	sa_ill_sa_contig23	contig_101	98.8		True
local misassembly
1	38352	1759894	1721502	sa_ill_sa_contig23	contig_101	99.84		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1760290	1760037	sa_ill_sa_contig51	contig_101	93.7		True
translocation
1	1703	1762011	1760304	sa_ill_sa_contig8	contig_101	99.59		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1765667	1762341	sa_ill_sa_contig41	contig_101	99.7		True
translocation
1	1604	1767274	1765668	sa_ill_sa_contig8	contig_101	99.65		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1770694	1767571	sa_ill_sa_contig41	contig_101	99.84		True
translocation
1	56123	1827207	1771146	sa_ill_sa_contig15	contig_101	99.65		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1827208	1827923	sa_ill_sa_contig58	contig_101	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1831191	1827924	sa_ill_sa_contig42	contig_101	99.76		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1831391	2043471	sa_ill_sa_contig2	contig_101	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	2043472	2250590	sa_ill_sa_contig3	contig_101	99.79		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	2250603	2328690	sa_ill_sa_contig7	contig_101	99.69		True
local misassembly
78271	134302	2328691	2384781	sa_ill_sa_contig7	contig_101	99.81		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	2435605	2384844	sa_ill_sa_contig16	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	177172	2612928	2435606	sa_ill_sa_contig4	contig_101	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	41771	2613117	2654923	sa_ill_sa_contig19	contig_101	99.86		True
