S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_100	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_100	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	3001	2518	sa_ill_sa_contig65	contig_100	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226540	3002	sa_ill_sa_contig1	contig_100	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226541	227870	sa_ill_sa_contig48	contig_100	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326541	227871	sa_ill_sa_contig11	contig_100	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326542	333625	sa_ill_sa_contig36	contig_100	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355415	333626	sa_ill_sa_contig30	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355416	356126	sa_ill_sa_contig55	contig_100	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370335	356127	sa_ill_sa_contig34	contig_100	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370489	403486	sa_ill_sa_contig26	contig_100	99.79		True
local misassembly [fragmentation of reference genome]
2	925	403691	404610	sa_ill_sa_contig51	contig_100	97.85		True
translocation
198	3323	405165	408291	sa_ill_sa_contig41	contig_100	99.55		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408713	410316	sa_ill_sa_contig8	contig_100	99.53		True
translocation
1	28120	410317	438449	sa_ill_sa_contig28	contig_100	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438454	478189	sa_ill_sa_contig21	contig_100	99.87		True
local misassembly [fragmentation of reference genome]
98092	98471	478568	478190	sa_ill_sa_contig11	contig_100	97.97		True
translocation
1	62604	478569	541057	sa_ill_sa_contig14	contig_100	99.59		True
local misassembly
62396	62502	541107	541213	sa_ill_sa_contig14	contig_100	98.6		True
translocation
203	3323	541214	544336	sa_ill_sa_contig41	contig_100	99.68		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544754	546355	sa_ill_sa_contig8	contig_100	99.41		True
translocation
19	34443	580789	546356	sa_ill_sa_contig24	contig_100	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619590	580790	sa_ill_sa_contig22	contig_100	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619591	620123	sa_ill_sa_contig63	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654515	620124	sa_ill_sa_contig25	contig_100	99.82		True
translocation
203	3323	654680	657807	sa_ill_sa_contig41	contig_100	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658180	790246	sa_ill_sa_contig8	contig_100	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790588	940132	sa_ill_sa_contig5	contig_100	99.52		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	940178	971087	sa_ill_sa_contig27	contig_100	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	971088	971896	sa_ill_sa_contig53	contig_100	99.54		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974936	972015	sa_ill_sa_contig43	contig_100	99.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988646	974937	sa_ill_sa_contig35	contig_100	99.75		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989378	1115182	sa_ill_sa_contig10	contig_100	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1115183	1115847	sa_ill_sa_contig60	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117449	1116966	sa_ill_sa_contig65	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1138285	1117450	sa_ill_sa_contig32	contig_100	99.83		True
translocation
1	130429	1268704	1138286	sa_ill_sa_contig9	contig_100	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268705	1273290	sa_ill_sa_contig40	contig_100	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1273291	1278611	sa_ill_sa_contig38	contig_100	99.79		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1283195	1278612	sa_ill_sa_contig40	contig_100	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1309375	1283196	sa_ill_sa_contig29	contig_100	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309740	1310597	sa_ill_sa_contig54	contig_100	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1312802	1311127	sa_ill_sa_contig46	contig_100	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1312803	1356339	sa_ill_sa_contig18	contig_100	99.35		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1356872	1356340	sa_ill_sa_contig63	contig_100	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1356873	1499839	sa_ill_sa_contig6	contig_100	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1499993	1521043	sa_ill_sa_contig31	contig_100	99.82		True
translocation
