Assembly	r10_1bin_v2_1_MP	r10_1bin_v2_1_MP_helen	r10_1bin_v2_1_r1_medaka	r10_1bin_v2_1_r2_medaka	r10_1bin_v2_1_racon_r1	r10_1bin_v2_1_racon_r2	r10_1bin_v2_1_raw	r10_1bin_v2_2_MP	r10_1bin_v2_2_MP_helen	r10_1bin_v2_2_r1_medaka	r10_1bin_v2_2_r2_medaka	r10_1bin_v2_2_racon_r1	r10_1bin_v2_2_racon_r2	r10_1bin_v2_2_raw	r10_1bin_v2_3_MP	r10_1bin_v2_3_MP_helen	r10_1bin_v2_3_r1_medaka	r10_1bin_v2_3_r2_medaka	r10_1bin_v2_3_racon_r1	r10_1bin_v2_3_racon_r2	r10_1bin_v2_3_raw
# misassemblies	15	15	15	15	15	15	19	15	16	15	15	15	15	18	15	16	15	15	15	15	19
  # contig misassemblies	15	15	15	15	15	15	19	15	16	15	15	15	15	18	15	16	15	15	15	15	19
    # c. relocations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # c. translocations	13	13	13	13	13	13	17	13	14	13	13	13	13	16	13	14	13	13	13	13	17
    # c. inversions	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
  # scaffold misassemblies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # s. relocations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # s. translocations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # s. inversions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# misassembled contigs	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Misassembled contigs length	4758918	4757927	4758579	4758111	4757861	4757873	4755626	4758939	4757856	4758583	4758093	4757899	4757820	4756102	4758920	4757780	4758582	4758118	4757872	4757851	4755682
# possibly misassembled contigs	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
    # possible misassemblies	6	4	4	4	4	4	18	6	4	4	4	4	4	14	6	4	4	4	4	4	18
# local misassemblies	8	9	8	8	8	8	28	8	8	8	8	8	8	20	8	8	8	8	8	8	29
# scaffold gap ext. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# misassemblies caused by fragmented reference	14	14	14	14	14	14	8	14	14	14	14	14	14	11	14	14	14	14	14	14	7
# unaligned mis. contigs	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
# mismatches	19260	19136	19226	19183	19561	19456	21876	19264	19199	19202	19162	19340	19786	21625	19162	19145	18943	19054	19516	19480	21863
# indels	958	721	539	534	1880	1777	10330	973	745	539	533	1869	1791	10536	959	756	529	522	1905	1802	10334
    # indels (<= 5 bp)	863	624	449	443	1788	1687	10161	877	645	449	443	1779	1701	10360	864	656	440	433	1812	1710	10164
    # indels (> 5 bp)	95	97	90	91	92	90	169	96	100	90	90	90	90	176	95	100	89	89	93	92	170
Indels length	5483	5303	4971	4987	6482	6330	18477	5519	5271	4972	4965	6458	6344	19243	5482	5307	4955	4945	6526	6366	18535
