S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_6	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_6	98.6		True
translocation
203	3323	373	3496	sa_ill_sa_contig41	contig_6	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3917	5520	sa_ill_sa_contig8	contig_6	99.47		True
translocation
19	34443	39964	5521	sa_ill_sa_contig24	contig_6	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78769	39965	sa_ill_sa_contig22	contig_6	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78770	79302	sa_ill_sa_contig63	contig_6	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113692	79303	sa_ill_sa_contig25	contig_6	99.84		True
translocation
203	3323	113857	116981	sa_ill_sa_contig41	contig_6	99.68		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117354	249401	sa_ill_sa_contig8	contig_6	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249743	399272	sa_ill_sa_contig5	contig_6	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399318	430228	sa_ill_sa_contig27	contig_6	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430229	431035	sa_ill_sa_contig53	contig_6	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	434075	431154	sa_ill_sa_contig43	contig_6	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447782	434076	sa_ill_sa_contig35	contig_6	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448514	574283	sa_ill_sa_contig10	contig_6	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574284	574948	sa_ill_sa_contig60	contig_6	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576552	576069	sa_ill_sa_contig65	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597388	576553	sa_ill_sa_contig32	contig_6	99.85		True
translocation
1	130429	727815	597389	sa_ill_sa_contig9	contig_6	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727816	732398	sa_ill_sa_contig40	contig_6	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732399	737723	sa_ill_sa_contig38	contig_6	99.85		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742305	737724	sa_ill_sa_contig40	contig_6	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768492	742306	sa_ill_sa_contig29	contig_6	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768857	769714	sa_ill_sa_contig54	contig_6	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771919	770244	sa_ill_sa_contig46	contig_6	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771920	815448	sa_ill_sa_contig18	contig_6	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815981	815449	sa_ill_sa_contig63	contig_6	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815982	958952	sa_ill_sa_contig6	contig_6	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	959106	980155	sa_ill_sa_contig31	contig_6	99.88		True
translocation
98057	98213	980156	980312	sa_ill_sa_contig11	contig_6	98.58		True
local misassembly
98340	98561	980313	980534	sa_ill_sa_contig11	contig_6	98.02		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1007152	980535	sa_ill_sa_contig12	contig_6	99.3		True
local misassembly
46	44268	1051392	1007153	sa_ill_sa_contig12	contig_6	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051393	1102115	sa_ill_sa_contig17	contig_6	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1102116	1107109	sa_ill_sa_contig39	contig_6	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1107110	1121481	sa_ill_sa_contig33	contig_6	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1122192	1121482	sa_ill_sa_contig55	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1128883	1122193	sa_ill_sa_contig37	contig_6	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1128910	1131749	sa_ill_sa_contig44	contig_6	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1133323	1131750	sa_ill_sa_contig47	contig_6	99.75		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1174436	1133350	sa_ill_sa_contig20	contig_6	99.83		True
translocation
1	1649	1176085	1174437	sa_ill_sa_contig8	contig_6	99.77		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1179595	1176473	sa_ill_sa_contig41	contig_6	99.71		True
translocation
38161	38352	1179878	1179688	sa_ill_sa_contig23	contig_6	95.31		True
local misassembly
38187	38352	1180130	1179965	sa_ill_sa_contig23	contig_6	98.8		True
local misassembly
1	38352	1218596	1180222	sa_ill_sa_contig23	contig_6	99.86		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1218991	1218739	sa_ill_sa_contig51	contig_6	94.07		True
translocation
1	1703	1220709	1219005	sa_ill_sa_contig8	contig_6	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1224363	1221039	sa_ill_sa_contig41	contig_6	99.61		True
translocation
1	1604	1225969	1224364	sa_ill_sa_contig8	contig_6	99.65		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1229386	1226266	sa_ill_sa_contig41	contig_6	99.71		True
translocation
55995	56123	1229690	1229563	sa_ill_sa_contig15	contig_6	98.45		True
local misassembly
1	56123	1285886	1229838	sa_ill_sa_contig15	contig_6	99.59		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1285887	1286602	sa_ill_sa_contig58	contig_6	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1289865	1286603	sa_ill_sa_contig42	contig_6	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1290066	1502102	sa_ill_sa_contig2	contig_6	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	1502103	1709133	sa_ill_sa_contig3	contig_6	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	1709146	1787203	sa_ill_sa_contig7	contig_6	99.67		True
local misassembly
78271	134302	1787204	1843279	sa_ill_sa_contig7	contig_6	99.79		True
fake: not a misassembly [fragmentation of reference genome]
