S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_7	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_7	98.6		True
translocation
203	3323	373	3494	sa_ill_sa_contig41	contig_7	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3912	5516	sa_ill_sa_contig8	contig_7	99.65		True
translocation
19	34443	39955	5517	sa_ill_sa_contig24	contig_7	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78748	39956	sa_ill_sa_contig22	contig_7	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78749	79281	sa_ill_sa_contig63	contig_7	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113661	79282	sa_ill_sa_contig25	contig_7	99.88		True
translocation
203	3323	113826	116947	sa_ill_sa_contig41	contig_7	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117319	249333	sa_ill_sa_contig8	contig_7	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249675	399171	sa_ill_sa_contig5	contig_7	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399217	430121	sa_ill_sa_contig27	contig_7	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430122	430928	sa_ill_sa_contig53	contig_7	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	433970	431047	sa_ill_sa_contig43	contig_7	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447667	433971	sa_ill_sa_contig35	contig_7	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448399	574113	sa_ill_sa_contig10	contig_7	99.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574114	574778	sa_ill_sa_contig60	contig_7	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576380	575897	sa_ill_sa_contig65	contig_7	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597210	576381	sa_ill_sa_contig32	contig_7	99.94		True
translocation
1	130429	727584	597211	sa_ill_sa_contig9	contig_7	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727585	732165	sa_ill_sa_contig40	contig_7	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732166	737484	sa_ill_sa_contig38	contig_7	99.89		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742064	737485	sa_ill_sa_contig40	contig_7	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768250	742065	sa_ill_sa_contig29	contig_7	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768616	769472	sa_ill_sa_contig54	contig_7	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771676	770002	sa_ill_sa_contig46	contig_7	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771677	815197	sa_ill_sa_contig18	contig_7	99.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815730	815198	sa_ill_sa_contig63	contig_7	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815731	958640	sa_ill_sa_contig6	contig_7	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	958794	979842	sa_ill_sa_contig31	contig_7	99.91		True
translocation
98057	98213	979843	979999	sa_ill_sa_contig11	contig_7	98.58		True
local misassembly
98340	98561	980000	980221	sa_ill_sa_contig11	contig_7	98.02		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1006832	980222	sa_ill_sa_contig12	contig_7	99.34		True
local misassembly
46	44268	1051069	1006833	sa_ill_sa_contig12	contig_7	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051070	1101797	sa_ill_sa_contig17	contig_7	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1101798	1106790	sa_ill_sa_contig39	contig_7	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1106791	1121159	sa_ill_sa_contig33	contig_7	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1121871	1121160	sa_ill_sa_contig55	contig_7	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1128563	1121872	sa_ill_sa_contig37	contig_7	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1128589	1131428	sa_ill_sa_contig44	contig_7	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1133005	1131429	sa_ill_sa_contig47	contig_7	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1174114	1133031	sa_ill_sa_contig20	contig_7	99.88		True
translocation
1	1649	1175762	1174115	sa_ill_sa_contig8	contig_7	99.77		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1179270	1176150	sa_ill_sa_contig41	contig_7	99.74		True
translocation
38161	38352	1179553	1179363	sa_ill_sa_contig23	contig_7	95.31		True
local misassembly
38187	38352	1179806	1179641	sa_ill_sa_contig23	contig_7	98.8		True
local misassembly
1	38352	1218267	1179899	sa_ill_sa_contig23	contig_7	99.89		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1218662	1218410	sa_ill_sa_contig51	contig_7	94.07		True
translocation
1	1703	1220378	1218676	sa_ill_sa_contig8	contig_7	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1224030	1220708	sa_ill_sa_contig41	contig_7	99.88		True
translocation
1	1604	1225633	1224031	sa_ill_sa_contig8	contig_7	99.88		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1229049	1225930	sa_ill_sa_contig41	contig_7	99.74		True
translocation
1	56123	1285536	1229501	sa_ill_sa_contig15	contig_7	99.67		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1285537	1286251	sa_ill_sa_contig58	contig_7	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1289513	1286252	sa_ill_sa_contig42	contig_7	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1289713	1501698	sa_ill_sa_contig2	contig_7	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	1501699	1708657	sa_ill_sa_contig3	contig_7	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	1708670	1786708	sa_ill_sa_contig7	contig_7	99.72		True
local misassembly
78271	134302	1786709	1842759	sa_ill_sa_contig7	contig_7	99.87		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	1893553	1842822	sa_ill_sa_contig16	contig_7	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	177172	2070800	1893554	sa_ill_sa_contig4	contig_7	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	41771	2070989	2112770	sa_ill_sa_contig19	contig_7	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
63108	66060	2115726	2112771	sa_ill_sa_contig13	contig_7	99.53		True
local misassembly
1	63338	2179077	2115727	sa_ill_sa_contig13	contig_7	99.82		True
translocation
124942	125431	2179078	2179567	sa_ill_sa_contig10	contig_7	93.44		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	720	2179568	2180287	sa_ill_sa_contig60	contig_7	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2181887	2181404	sa_ill_sa_contig65	contig_7	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	2405301	2181888	sa_ill_sa_contig1	contig_7	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	2405302	2406631	sa_ill_sa_contig48	contig_7	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	2505274	2406632	sa_ill_sa_contig11	contig_7	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	2505275	2512359	sa_ill_sa_contig36	contig_7	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	2534152	2512360	sa_ill_sa_contig30	contig_7	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	2534153	2534864	sa_ill_sa_contig55	contig_7	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	2549073	2534865	sa_ill_sa_contig34	contig_7	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	2549227	2582205	sa_ill_sa_contig26	contig_7	99.86		True
local misassembly [fragmentation of reference genome]
2	925	2582410	2583327	sa_ill_sa_contig51	contig_7	97.95		True
translocation
198	3323	2583881	2587005	sa_ill_sa_contig41	contig_7	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	2587427	2589032	sa_ill_sa_contig8	contig_7	99.65		True
translocation
1	28120	2589033	2617158	sa_ill_sa_contig28	contig_7	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	2617163	2656907	sa_ill_sa_contig21	contig_7	99.91		True
local misassembly [fragmentation of reference genome]
98092	98471	2657286	2656908	sa_ill_sa_contig11	contig_7	97.97		True
translocation
1	62389	2657287	2719529	sa_ill_sa_contig14	contig_7	99.67		True
CONTIG	contig_7	2719529	misassembled
497	1540	1404844	1405887	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	1406214	1406663	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	1406963	1407264	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	1407822	1409376	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	1540	1697609	1698652	sa_ill_sa_contig41	contig_2	94.16		True
unknown
1867	2316	1698979	1699428	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	1699728	1700029	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	1700587	1702141	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	1540	2151063	2152106	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	2152433	2152882	sa_ill_sa_contig41	contig_2	90.67		True
unknown
2615	2916	2153182	2153483	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2154041	2155594	sa_ill_sa_contig8	contig_2	91.84		True
unknown
497	3301	2156063	2158869	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2159041	2160595	sa_ill_sa_contig8	contig_2	91.9		True
unknown
497	1540	2161676	2162719	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	2163046	2163495	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	2163795	2164096	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2164654	2166207	sa_ill_sa_contig8	contig_2	91.84		True
unknown
497	3301	2226217	2229023	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2229195	2230749	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	3301	2232140	2234946	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2235118	2236672	sa_ill_sa_contig8	contig_2	92.03		True
unknown
516	1540	2292314	2293338	sa_ill_sa_contig41	contig_2	94.15		True
unknown
1867	2316	2293665	2294114	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2676	2916	2294475	2294715	sa_ill_sa_contig41	contig_2	95.44		True
unknown
35	1591	2295450	2297004	sa_ill_sa_contig8	contig_2	91.96		True
unknown
497	1540	2312907	2313950	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	2314277	2314726	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	2315026	2315327	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2316062	2317616	sa_ill_sa_contig8	contig_2	92.03		True
unknown
35	1591	3391543	3389989	sa_ill_sa_contig8	contig_2	91.96		True
unknown
497	3301	3394521	3391715	sa_ill_sa_contig41	contig_2	90.0		True
unknown
788	861	3395652	3395579	sa_ill_sa_contig51	contig_2	97.3		True
unknown
691	765	3395734	3395660	sa_ill_sa_contig51	contig_2	97.33		True
unknown
589	679	3395832	3395742	sa_ill_sa_contig51	contig_2	90.11		True
unknown
492	565	3395906	3395833	sa_ill_sa_contig51	contig_2	93.24		True
unknown
CONTIG	contig_2	4045600	mis_unaligned
500	577	1	78	sa_ill_sa_contig41	contig_11	92.31		True
unknown
589	1151	90	652	sa_ill_sa_contig41	contig_11	93.25		True
unknown
1158	1540	659	1041	sa_ill_sa_contig41	contig_11	94.78		True
unknown
1559	1639	1061	1141	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1871	2057	1371	1557	sa_ill_sa_contig41	contig_11	90.37		True
unknown
2099	2316	1604	1821	sa_ill_sa_contig41	contig_11	91.74		True
unknown
2614	2917	2121	2424	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2985	3136	2493	2644	sa_ill_sa_contig41	contig_11	92.11		True
unknown
38	1590	3060	4610	sa_ill_sa_contig8	contig_11	90.82		True
unknown
497	577	598261	598341	sa_ill_sa_contig41	contig_11	92.59		True
unknown
589	1151	598353	598915	sa_ill_sa_contig41	contig_11	93.25		True
unknown
1158	1540	598922	599304	sa_ill_sa_contig41	contig_11	94.78		True
unknown
1559	1639	599324	599404	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1871	2057	599634	599820	sa_ill_sa_contig41	contig_11	90.37		True
unknown
2099	2316	599867	600084	sa_ill_sa_contig41	contig_11	91.74		True
unknown
2614	2917	600384	600687	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2985	3136	600756	600907	sa_ill_sa_contig41	contig_11	92.11		True
unknown
38	1590	601574	603124	sa_ill_sa_contig8	contig_11	90.82		True
unknown
20702	20898	1098557	1098361	sa_ill_sa_contig15	contig_11	90.86		True
unknown
20320	20490	1098939	1098769	sa_ill_sa_contig15	contig_11	90.64		True
unknown
38	1590	1147913	1146363	sa_ill_sa_contig8	contig_11	90.82		True
unknown
2985	3136	1148731	1148580	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1149103	1148800	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1149620	1149403	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2057	1149853	1149667	sa_ill_sa_contig41	contig_11	90.37		True
unknown
1559	1639	1150163	1150083	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1540	1150565	1150183	sa_ill_sa_contig41	contig_11	94.78		True
unknown
589	1151	1151134	1150572	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1151226	1151146	sa_ill_sa_contig41	contig_11	92.59		True
unknown
38	1590	1385715	1384165	sa_ill_sa_contig8	contig_11	90.82		True
unknown
2985	3136	1386282	1386131	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1386654	1386351	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1387171	1386954	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2057	1387404	1387218	sa_ill_sa_contig41	contig_11	90.37		True
unknown
1559	1639	1387714	1387634	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1540	1388116	1387734	sa_ill_sa_contig41	contig_11	94.78		True
unknown
589	1151	1388685	1388123	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1388777	1388697	sa_ill_sa_contig41	contig_11	92.59		True
unknown
38	1590	1391734	1390184	sa_ill_sa_contig8	contig_11	90.88		True
unknown
2985	3136	1392301	1392150	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1392673	1392370	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1393190	1392973	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2057	1393423	1393237	sa_ill_sa_contig41	contig_11	90.37		True
unknown
1559	1639	1393733	1393653	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1540	1394135	1393753	sa_ill_sa_contig41	contig_11	94.78		True
unknown
589	1151	1394704	1394142	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1394796	1394716	sa_ill_sa_contig41	contig_11	92.59		True
unknown
492	565	2886052	2886125	sa_ill_sa_contig51	contig_11	95.95		True
unknown
691	768	2886252	2886329	sa_ill_sa_contig51	contig_11	97.44		True
unknown
787	862	2886347	2886422	sa_ill_sa_contig51	contig_11	100.0		True
unknown
497	577	2887373	2887453	sa_ill_sa_contig41	contig_11	92.59		True
unknown
589	1151	2887465	2888027	sa_ill_sa_contig41	contig_11	93.25		True
unknown
1158	1540	2888034	2888416	sa_ill_sa_contig41	contig_11	94.78		True
unknown
1559	1639	2888436	2888516	sa_ill_sa_contig41	contig_11	97.53		True
