S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_6	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_6	98.6		True
translocation
203	3323	373	3493	sa_ill_sa_contig41	contig_6	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3911	5515	sa_ill_sa_contig8	contig_6	99.59		True
translocation
19	34443	39953	5516	sa_ill_sa_contig24	contig_6	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78743	39954	sa_ill_sa_contig22	contig_6	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78744	79276	sa_ill_sa_contig63	contig_6	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113660	79277	sa_ill_sa_contig25	contig_6	99.89		True
translocation
203	3323	113825	116945	sa_ill_sa_contig41	contig_6	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117317	249340	sa_ill_sa_contig8	contig_6	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249682	399176	sa_ill_sa_contig5	contig_6	99.59		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399222	430124	sa_ill_sa_contig27	contig_6	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430125	430931	sa_ill_sa_contig53	contig_6	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	433969	431050	sa_ill_sa_contig43	contig_6	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447666	433970	sa_ill_sa_contig35	contig_6	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448398	574116	sa_ill_sa_contig10	contig_6	99.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574117	574781	sa_ill_sa_contig60	contig_6	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576384	575901	sa_ill_sa_contig65	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597214	576385	sa_ill_sa_contig32	contig_6	99.93		True
translocation
1	130429	727589	597215	sa_ill_sa_contig9	contig_6	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727590	732171	sa_ill_sa_contig40	contig_6	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732172	737492	sa_ill_sa_contig38	contig_6	99.91		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742075	737493	sa_ill_sa_contig40	contig_6	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768262	742076	sa_ill_sa_contig29	contig_6	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768628	769485	sa_ill_sa_contig54	contig_6	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771688	770015	sa_ill_sa_contig46	contig_6	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771689	815208	sa_ill_sa_contig18	contig_6	99.41		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815741	815209	sa_ill_sa_contig63	contig_6	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815742	958656	sa_ill_sa_contig6	contig_6	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	958810	979857	sa_ill_sa_contig31	contig_6	99.92		True
translocation
98057	98213	979858	980014	sa_ill_sa_contig11	contig_6	98.58		True
local misassembly
98340	98561	980015	980236	sa_ill_sa_contig11	contig_6	98.02		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1006844	980237	sa_ill_sa_contig12	contig_6	99.35		True
local misassembly
46	44268	1051081	1006845	sa_ill_sa_contig12	contig_6	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051082	1101803	sa_ill_sa_contig17	contig_6	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1101804	1106796	sa_ill_sa_contig39	contig_6	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1106797	1121167	sa_ill_sa_contig33	contig_6	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1121878	1121168	sa_ill_sa_contig55	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1128567	1121879	sa_ill_sa_contig37	contig_6	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1128593	1131432	sa_ill_sa_contig44	contig_6	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1133009	1131433	sa_ill_sa_contig47	contig_6	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1174122	1133035	sa_ill_sa_contig20	contig_6	99.88		True
translocation
1	1649	1175770	1174123	sa_ill_sa_contig8	contig_6	99.77		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1179279	1176158	sa_ill_sa_contig41	contig_6	99.74		True
translocation
38161	38352	1179562	1179372	sa_ill_sa_contig23	contig_6	95.31		True
local misassembly
38187	38352	1179815	1179650	sa_ill_sa_contig23	contig_6	98.8		True
local misassembly
1	38352	1218277	1179908	sa_ill_sa_contig23	contig_6	99.89		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1218672	1218420	sa_ill_sa_contig51	contig_6	94.07		True
translocation
1	1703	1220388	1218686	sa_ill_sa_contig8	contig_6	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1224041	1220718	sa_ill_sa_contig41	contig_6	99.82		True
translocation
1	1604	1225645	1224042	sa_ill_sa_contig8	contig_6	99.77		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1229060	1225942	sa_ill_sa_contig41	contig_6	99.74		True
translocation
1	56123	1285550	1229512	sa_ill_sa_contig15	contig_6	99.67		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1285551	1286265	sa_ill_sa_contig58	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1289527	1286266	sa_ill_sa_contig42	contig_6	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1289727	1501706	sa_ill_sa_contig2	contig_6	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	1501707	1708681	sa_ill_sa_contig3	contig_6	99.83		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	1708694	1786742	sa_ill_sa_contig7	contig_6	99.72		True
local misassembly
78271	134302	1786743	1842786	sa_ill_sa_contig7	contig_6	99.86		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	1893583	1842849	sa_ill_sa_contig16	contig_6	99.88		True
