S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_6	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_6	98.6		True
translocation
203	3323	373	3497	sa_ill_sa_contig41	contig_6	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3914	5521	sa_ill_sa_contig8	contig_6	99.36		True
translocation
19	34443	39962	5522	sa_ill_sa_contig24	contig_6	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78774	39963	sa_ill_sa_contig22	contig_6	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78775	79307	sa_ill_sa_contig63	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113707	79308	sa_ill_sa_contig25	contig_6	99.81		True
translocation
203	3323	113872	116991	sa_ill_sa_contig41	contig_6	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117364	249396	sa_ill_sa_contig8	contig_6	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249738	399252	sa_ill_sa_contig5	contig_6	99.53		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399298	430211	sa_ill_sa_contig27	contig_6	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430212	431018	sa_ill_sa_contig53	contig_6	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	434062	431137	sa_ill_sa_contig43	contig_6	99.56		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447766	434063	sa_ill_sa_contig35	contig_6	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448498	574265	sa_ill_sa_contig10	contig_6	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574266	574929	sa_ill_sa_contig60	contig_6	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576534	576051	sa_ill_sa_contig65	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597371	576535	sa_ill_sa_contig32	contig_6	99.83		True
translocation
1	130429	727792	597372	sa_ill_sa_contig9	contig_6	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727793	732378	sa_ill_sa_contig40	contig_6	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732379	737699	sa_ill_sa_contig38	contig_6	99.83		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742282	737700	sa_ill_sa_contig40	contig_6	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768473	742283	sa_ill_sa_contig29	contig_6	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768838	769694	sa_ill_sa_contig54	contig_6	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771899	770224	sa_ill_sa_contig46	contig_6	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771900	815427	sa_ill_sa_contig18	contig_6	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815958	815428	sa_ill_sa_contig63	contig_6	98.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815959	958887	sa_ill_sa_contig6	contig_6	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	959041	980092	sa_ill_sa_contig31	contig_6	99.87		True
translocation
98057	98213	980093	980249	sa_ill_sa_contig11	contig_6	98.58		True
local misassembly
98340	98561	980250	980471	sa_ill_sa_contig11	contig_6	98.02		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1007086	980472	sa_ill_sa_contig12	contig_6	99.28		True
local misassembly
46	44268	1051327	1007087	sa_ill_sa_contig12	contig_6	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051328	1102053	sa_ill_sa_contig17	contig_6	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1102054	1107047	sa_ill_sa_contig39	contig_6	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1107048	1121421	sa_ill_sa_contig33	contig_6	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1122132	1121422	sa_ill_sa_contig55	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1128824	1122133	sa_ill_sa_contig37	contig_6	99.75		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1128851	1131688	sa_ill_sa_contig44	contig_6	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1133264	1131689	sa_ill_sa_contig47	contig_6	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1174387	1133291	sa_ill_sa_contig20	contig_6	99.84		True
translocation
1	1649	1176038	1174388	sa_ill_sa_contig8	contig_6	99.77		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1179547	1176426	sa_ill_sa_contig41	contig_6	99.68		True
translocation
38161	38352	1179831	1179641	sa_ill_sa_contig23	contig_6	95.31		True
local misassembly
38187	38352	1180084	1179919	sa_ill_sa_contig23	contig_6	98.8		True
local misassembly
1	38352	1218555	1180176	sa_ill_sa_contig23	contig_6	99.85		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1218950	1218698	sa_ill_sa_contig51	contig_6	94.07		True
translocation
1	1703	1220667	1218964	sa_ill_sa_contig8	contig_6	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1224323	1220997	sa_ill_sa_contig41	contig_6	99.55		True
translocation
1	1604	1225927	1224324	sa_ill_sa_contig8	contig_6	99.53		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1229347	1226224	sa_ill_sa_contig41	contig_6	99.65		True
translocation
1	56123	1285850	1229799	sa_ill_sa_contig15	contig_6	99.6		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1285851	1286566	sa_ill_sa_contig58	contig_6	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1289829	1286567	sa_ill_sa_contig42	contig_6	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1290030	1502067	sa_ill_sa_contig2	contig_6	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	1502068	1709069	sa_ill_sa_contig3	contig_6	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	1709082	1787136	sa_ill_sa_contig7	contig_6	99.65		True
local misassembly
78271	134302	1787137	1843201	sa_ill_sa_contig7	contig_6	99.79		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	1894017	1843264	sa_ill_sa_contig16	contig_6	99.83		True
