S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_6	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_6	98.6		True
translocation
203	3323	373	3495	sa_ill_sa_contig41	contig_6	99.52		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3914	5514	sa_ill_sa_contig8	contig_6	99.24		True
translocation
19	34443	39958	5515	sa_ill_sa_contig24	contig_6	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78751	39959	sa_ill_sa_contig22	contig_6	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78752	79284	sa_ill_sa_contig63	contig_6	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113659	79285	sa_ill_sa_contig25	contig_6	99.81		True
translocation
203	3323	113824	116946	sa_ill_sa_contig41	contig_6	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117318	249354	sa_ill_sa_contig8	contig_6	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249696	399208	sa_ill_sa_contig5	contig_6	99.55		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399254	430166	sa_ill_sa_contig27	contig_6	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430167	430973	sa_ill_sa_contig53	contig_6	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	434018	431092	sa_ill_sa_contig43	contig_6	99.43		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447720	434019	sa_ill_sa_contig35	contig_6	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448452	574183	sa_ill_sa_contig10	contig_6	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574184	574848	sa_ill_sa_contig60	contig_6	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576451	575968	sa_ill_sa_contig65	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597302	576452	sa_ill_sa_contig32	contig_6	99.81		True
translocation
1	130429	727680	597303	sa_ill_sa_contig9	contig_6	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727681	732264	sa_ill_sa_contig40	contig_6	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732265	737589	sa_ill_sa_contig38	contig_6	99.87		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742174	737590	sa_ill_sa_contig40	contig_6	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768366	742175	sa_ill_sa_contig29	contig_6	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768732	769589	sa_ill_sa_contig54	contig_6	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771792	770119	sa_ill_sa_contig46	contig_6	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771793	815321	sa_ill_sa_contig18	contig_6	99.38		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815854	815322	sa_ill_sa_contig63	contig_6	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815855	958807	sa_ill_sa_contig6	contig_6	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	958961	980017	sa_ill_sa_contig31	contig_6	99.9		True
translocation
98057	98213	980018	980174	sa_ill_sa_contig11	contig_6	98.58		True
local misassembly
98340	98561	980175	980396	sa_ill_sa_contig11	contig_6	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1007003	980397	sa_ill_sa_contig12	contig_6	99.31		True
local misassembly
46	44268	1051242	1007004	sa_ill_sa_contig12	contig_6	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051243	1101977	sa_ill_sa_contig17	contig_6	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1101978	1106973	sa_ill_sa_contig39	contig_6	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1106974	1121338	sa_ill_sa_contig33	contig_6	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1122050	1121339	sa_ill_sa_contig55	contig_6	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1128742	1122051	sa_ill_sa_contig37	contig_6	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1128769	1131609	sa_ill_sa_contig44	contig_6	99.58		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1133184	1131610	sa_ill_sa_contig47	contig_6	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1174302	1133211	sa_ill_sa_contig20	contig_6	99.83		True
translocation
1	1649	1175952	1174303	sa_ill_sa_contig8	contig_6	99.71		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1179461	1176340	sa_ill_sa_contig41	contig_6	99.71		True
translocation
38161	38352	1179744	1179554	sa_ill_sa_contig23	contig_6	95.31		True
local misassembly
38187	38352	1179997	1179832	sa_ill_sa_contig23	contig_6	98.8		True
local misassembly
1	38352	1218465	1180090	sa_ill_sa_contig23	contig_6	99.85		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1218857	1218605	sa_ill_sa_contig51	contig_6	94.07		True
translocation
1	1703	1220571	1218871	sa_ill_sa_contig8	contig_6	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1224228	1220901	sa_ill_sa_contig41	contig_6	99.67		True
translocation
1	1604	1225832	1224229	sa_ill_sa_contig8	contig_6	99.82		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1229252	1226129	sa_ill_sa_contig41	contig_6	99.71		True
translocation
1	56123	1285742	1229704	sa_ill_sa_contig15	contig_6	99.61		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1285743	1286458	sa_ill_sa_contig58	contig_6	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1289722	1286459	sa_ill_sa_contig42	contig_6	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1289923	1501913	sa_ill_sa_contig2	contig_6	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	1501914	1708904	sa_ill_sa_contig3	contig_6	99.76		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	1708917	1786976	sa_ill_sa_contig7	contig_6	99.68		True
local misassembly
78271	134302	1786977	1843013	sa_ill_sa_contig7	contig_6	99.79		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	1893821	1843076	sa_ill_sa_contig16	contig_6	99.81		True
