S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_7	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_7	98.6		True
translocation
203	3323	373	3495	sa_ill_sa_contig41	contig_7	99.52		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3914	5514	sa_ill_sa_contig8	contig_7	99.24		True
translocation
19	34443	39958	5515	sa_ill_sa_contig24	contig_7	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78751	39959	sa_ill_sa_contig22	contig_7	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78752	79284	sa_ill_sa_contig63	contig_7	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113659	79285	sa_ill_sa_contig25	contig_7	99.81		True
translocation
203	3323	113824	116947	sa_ill_sa_contig41	contig_7	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117319	249351	sa_ill_sa_contig8	contig_7	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249693	399212	sa_ill_sa_contig5	contig_7	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399258	430170	sa_ill_sa_contig27	contig_7	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430171	430977	sa_ill_sa_contig53	contig_7	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	434022	431096	sa_ill_sa_contig43	contig_7	99.43		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447724	434023	sa_ill_sa_contig35	contig_7	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448456	574192	sa_ill_sa_contig10	contig_7	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574193	574857	sa_ill_sa_contig60	contig_7	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576460	575977	sa_ill_sa_contig65	contig_7	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597311	576461	sa_ill_sa_contig32	contig_7	99.81		True
translocation
1	130429	727690	597312	sa_ill_sa_contig9	contig_7	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727691	732274	sa_ill_sa_contig40	contig_7	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732275	737599	sa_ill_sa_contig38	contig_7	99.87		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742184	737600	sa_ill_sa_contig40	contig_7	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768376	742185	sa_ill_sa_contig29	contig_7	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768742	769599	sa_ill_sa_contig54	contig_7	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771802	770129	sa_ill_sa_contig46	contig_7	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771803	815331	sa_ill_sa_contig18	contig_7	99.38		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815864	815332	sa_ill_sa_contig63	contig_7	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815865	958816	sa_ill_sa_contig6	contig_7	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	958970	980026	sa_ill_sa_contig31	contig_7	99.9		True
translocation
98057	98213	980027	980183	sa_ill_sa_contig11	contig_7	98.58		True
local misassembly
98340	98561	980184	980405	sa_ill_sa_contig11	contig_7	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1007012	980406	sa_ill_sa_contig12	contig_7	99.31		True
local misassembly
46	44268	1051252	1007013	sa_ill_sa_contig12	contig_7	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051253	1101983	sa_ill_sa_contig17	contig_7	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1101984	1106979	sa_ill_sa_contig39	contig_7	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1106980	1121344	sa_ill_sa_contig33	contig_7	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1122056	1121345	sa_ill_sa_contig55	contig_7	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1128748	1122057	sa_ill_sa_contig37	contig_7	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1128775	1131615	sa_ill_sa_contig44	contig_7	99.58		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1133190	1131616	sa_ill_sa_contig47	contig_7	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1174307	1133217	sa_ill_sa_contig20	contig_7	99.83		True
translocation
1	1649	1175958	1174308	sa_ill_sa_contig8	contig_7	99.71		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1179468	1176346	sa_ill_sa_contig41	contig_7	99.68		True
translocation
38161	38352	1179751	1179561	sa_ill_sa_contig23	contig_7	95.31		True
local misassembly
38187	38352	1180004	1179839	sa_ill_sa_contig23	contig_7	98.8		True
local misassembly
1	38352	1218471	1180097	sa_ill_sa_contig23	contig_7	99.85		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1218863	1218611	sa_ill_sa_contig51	contig_7	94.07		True
translocation
1	1703	1220578	1218877	sa_ill_sa_contig8	contig_7	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1224234	1220908	sa_ill_sa_contig41	contig_7	99.7		True
translocation
1	1604	1225838	1224235	sa_ill_sa_contig8	contig_7	99.82		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1229258	1226135	sa_ill_sa_contig41	contig_7	99.71		True
translocation
1	56123	1285748	1229710	sa_ill_sa_contig15	contig_7	99.61		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1285749	1286464	sa_ill_sa_contig58	contig_7	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1289728	1286465	sa_ill_sa_contig42	contig_7	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1289929	1501921	sa_ill_sa_contig2	contig_7	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	1501922	1708913	sa_ill_sa_contig3	contig_7	99.76		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	1708926	1786985	sa_ill_sa_contig7	contig_7	99.68		True
local misassembly
78271	134302	1786986	1843022	sa_ill_sa_contig7	contig_7	99.79		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	1893830	1843085	sa_ill_sa_contig16	contig_7	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	177172	2071112	1893831	sa_ill_sa_contig4	contig_7	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	41771	2071301	2113102	sa_ill_sa_contig19	contig_7	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
63108	66060	2116058	2113103	sa_ill_sa_contig13	contig_7	99.44		True
local misassembly
1	63338	2179420	2116059	sa_ill_sa_contig13	contig_7	99.76		True
translocation
124942	125431	2179421	2179910	sa_ill_sa_contig10	contig_7	93.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	720	2179911	2180630	sa_ill_sa_contig60	contig_7	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2182232	2181749	sa_ill_sa_contig65	contig_7	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	2405687	2182233	sa_ill_sa_contig1	contig_7	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	2405688	2407018	sa_ill_sa_contig48	contig_7	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	2505645	2407019	sa_ill_sa_contig11	contig_7	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	2505646	2512730	sa_ill_sa_contig36	contig_7	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	2534532	2512731	sa_ill_sa_contig30	contig_7	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	2534533	2535244	sa_ill_sa_contig55	contig_7	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	2549457	2535245	sa_ill_sa_contig34	contig_7	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	2549611	2582591	sa_ill_sa_contig26	contig_7	99.82		True
local misassembly [fragmentation of reference genome]
2	925	2582796	2583717	sa_ill_sa_contig51	contig_7	97.74		True
translocation
198	3323	2584270	2587395	sa_ill_sa_contig41	contig_7	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	2587817	2589421	sa_ill_sa_contig8	contig_7	99.47		True
translocation
1	28120	2589422	2617546	sa_ill_sa_contig28	contig_7	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	2617551	2657288	sa_ill_sa_contig21	contig_7	99.88		True
local misassembly [fragmentation of reference genome]
98092	98471	2657667	2657289	sa_ill_sa_contig11	contig_7	97.97		True
translocation
1	62389	2657668	2719899	sa_ill_sa_contig14	contig_7	99.56		True
CONTIG	contig_7	2719899	misassembled
497	1540	1404833	1405876	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	1406203	1406652	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	1406952	1407253	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	1407811	1409365	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	1540	1697597	1698640	sa_ill_sa_contig41	contig_2	94.16		True
unknown
1867	2316	1698967	1699416	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	1699716	1700017	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	1700575	1702129	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	1540	2151055	2152098	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	2152425	2152874	sa_ill_sa_contig41	contig_2	90.67		True
unknown
2615	2916	2153174	2153475	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2154033	2155587	sa_ill_sa_contig8	contig_2	91.9		True
unknown
497	3301	2156056	2158862	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2159034	2160588	sa_ill_sa_contig8	contig_2	91.9		True
unknown
497	1540	2161669	2162712	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	2163039	2163488	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	2163788	2164089	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2164647	2166201	sa_ill_sa_contig8	contig_2	91.9		True
unknown
497	1492	2226211	2227206	sa_ill_sa_contig41	contig_2	94.18		True
unknown
1867	2316	2227580	2228029	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	2228329	2228630	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2229188	2230742	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	3301	2232133	2234939	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2235111	2236665	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	3301	2292290	2295096	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2295445	2296999	sa_ill_sa_contig8	contig_2	91.96		True
unknown
497	1540	2312902	2313945	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	2314272	2314721	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	2315021	2315322	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2316057	2317611	sa_ill_sa_contig8	contig_2	92.03		True
unknown
35	1591	3391535	3389980	sa_ill_sa_contig8	contig_2	91.91		True
unknown
497	3301	3394513	3391707	sa_ill_sa_contig41	contig_2	90.0		True
unknown
788	861	3395644	3395571	sa_ill_sa_contig51	contig_2	97.3		True
unknown
691	765	3395726	3395652	sa_ill_sa_contig51	contig_2	97.33		True
unknown
589	679	3395824	3395734	sa_ill_sa_contig51	contig_2	90.11		True
unknown
492	565	3395898	3395825	sa_ill_sa_contig51	contig_2	93.24		True
unknown
CONTIG	contig_2	4045594	mis_unaligned
500	577	1	78	sa_ill_sa_contig41	contig_11	92.31		True
unknown
589	1151	90	652	sa_ill_sa_contig41	contig_11	93.25		True
unknown
1158	1540	659	1041	sa_ill_sa_contig41	contig_11	94.78		True
unknown
1559	1639	1061	1141	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1871	2057	1371	1557	sa_ill_sa_contig41	contig_11	90.37		True
unknown
2099	2316	1604	1821	sa_ill_sa_contig41	contig_11	91.74		True
unknown
2614	2917	2121	2424	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2985	3136	2493	2644	sa_ill_sa_contig41	contig_11	92.11		True
unknown
38	1590	3060	4610	sa_ill_sa_contig8	contig_11	90.82		True
unknown
497	577	598268	598348	sa_ill_sa_contig41	contig_11	92.59		True
unknown
589	1151	598360	598922	sa_ill_sa_contig41	contig_11	93.25		True
unknown
1158	1540	598929	599311	sa_ill_sa_contig41	contig_11	94.78		True
unknown
1559	1639	599331	599411	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1871	2057	599641	599827	sa_ill_sa_contig41	contig_11	90.37		True
unknown
2099	2316	599874	600091	sa_ill_sa_contig41	contig_11	91.74		True
unknown
2614	2917	600391	600694	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2985	3136	600763	600914	sa_ill_sa_contig41	contig_11	92.11		True
unknown
38	1590	601581	603131	sa_ill_sa_contig8	contig_11	90.82		True
unknown
20702	20898	1098564	1098368	sa_ill_sa_contig15	contig_11	90.86		True
unknown
20320	20490	1098946	1098776	sa_ill_sa_contig15	contig_11	90.64		True
unknown
38	1590	1147919	1146369	sa_ill_sa_contig8	contig_11	90.82		True
unknown
2985	3136	1148737	1148586	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1149109	1148806	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1149626	1149409	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2057	1149859	1149673	sa_ill_sa_contig41	contig_11	90.37		True
unknown
1559	1639	1150169	1150089	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1540	1150571	1150189	sa_ill_sa_contig41	contig_11	94.78		True
unknown
589	1151	1151140	1150578	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1151232	1151152	sa_ill_sa_contig41	contig_11	92.59		True
unknown
38	1590	1385721	1384171	sa_ill_sa_contig8	contig_11	90.82		True
unknown
2985	3136	1386288	1386137	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1386660	1386357	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1387177	1386960	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2057	1387410	1387224	sa_ill_sa_contig41	contig_11	90.37		True
unknown
1559	1639	1387720	1387640	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1540	1388122	1387740	sa_ill_sa_contig41	contig_11	94.78		True
unknown
589	1151	1388691	1388129	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1388783	1388703	sa_ill_sa_contig41	contig_11	92.59		True
unknown
38	1590	1391740	1390190	sa_ill_sa_contig8	contig_11	90.88		True
unknown
2985	3136	1392307	1392156	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1392679	1392376	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1393196	1392979	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2057	1393429	1393243	sa_ill_sa_contig41	contig_11	90.37		True
unknown
1559	1639	1393739	1393659	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1540	1394141	1393759	sa_ill_sa_contig41	contig_11	94.78		True
unknown
589	1151	1394710	1394148	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1394802	1394722	sa_ill_sa_contig41	contig_11	92.59		True
unknown
492	565	2886061	2886134	sa_ill_sa_contig51	contig_11	95.95		True
unknown
691	768	2886261	2886338	sa_ill_sa_contig51	contig_11	97.44		True
unknown
787	862	2886356	2886431	sa_ill_sa_contig51	contig_11	100.0		True
unknown
497	577	2887382	2887462	sa_ill_sa_contig41	contig_11	92.59		True
unknown
589	1151	2887474	2888036	sa_ill_sa_contig41	contig_11	93.25		True
unknown
1158	1540	2888043	2888425	sa_ill_sa_contig41	contig_11	94.78		True
unknown
1559	1639	2888445	2888525	sa_ill_sa_contig41	contig_11	97.53		True
