S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_45	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_45	98.6		True
translocation
203	3323	373	3499	sa_ill_sa_contig41	contig_45	99.49		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3916	5523	sa_ill_sa_contig8	contig_45	99.36		True
translocation
19	34443	39964	5524	sa_ill_sa_contig24	contig_45	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78776	39965	sa_ill_sa_contig22	contig_45	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78777	79309	sa_ill_sa_contig63	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113709	79310	sa_ill_sa_contig25	contig_45	99.81		True
translocation
203	3323	113874	116992	sa_ill_sa_contig41	contig_45	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117365	249397	sa_ill_sa_contig8	contig_45	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249739	399253	sa_ill_sa_contig5	contig_45	99.53		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399299	430212	sa_ill_sa_contig27	contig_45	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430213	431019	sa_ill_sa_contig53	contig_45	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	434063	431138	sa_ill_sa_contig43	contig_45	99.56		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447767	434064	sa_ill_sa_contig35	contig_45	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448499	574266	sa_ill_sa_contig10	contig_45	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574267	574930	sa_ill_sa_contig60	contig_45	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576535	576052	sa_ill_sa_contig65	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597372	576536	sa_ill_sa_contig32	contig_45	99.83		True
translocation
1	130429	727793	597373	sa_ill_sa_contig9	contig_45	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727794	732379	sa_ill_sa_contig40	contig_45	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732380	737700	sa_ill_sa_contig38	contig_45	99.83		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742283	737701	sa_ill_sa_contig40	contig_45	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768474	742284	sa_ill_sa_contig29	contig_45	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768839	769695	sa_ill_sa_contig54	contig_45	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771900	770225	sa_ill_sa_contig46	contig_45	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771901	815428	sa_ill_sa_contig18	contig_45	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815959	815429	sa_ill_sa_contig63	contig_45	98.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815960	958892	sa_ill_sa_contig6	contig_45	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	959046	980095	sa_ill_sa_contig31	contig_45	99.88		True
translocation
98057	98213	980096	980252	sa_ill_sa_contig11	contig_45	98.58		True
local misassembly
98340	98561	980253	980474	sa_ill_sa_contig11	contig_45	98.02		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1007085	980475	sa_ill_sa_contig12	contig_45	99.32		True
local misassembly
46	44268	1051326	1007086	sa_ill_sa_contig12	contig_45	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051327	1102058	sa_ill_sa_contig17	contig_45	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1102059	1107051	sa_ill_sa_contig39	contig_45	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1107052	1121424	sa_ill_sa_contig33	contig_45	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1122136	1121425	sa_ill_sa_contig55	contig_45	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
