S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_45	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_45	98.6		True
translocation
203	3323	373	3494	sa_ill_sa_contig41	contig_45	99.74		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3912	5515	sa_ill_sa_contig8	contig_45	99.65		True
translocation
19	34443	39954	5516	sa_ill_sa_contig24	contig_45	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78747	39955	sa_ill_sa_contig22	contig_45	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78748	79280	sa_ill_sa_contig63	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113660	79281	sa_ill_sa_contig25	contig_45	99.88		True
translocation
203	3323	113825	116945	sa_ill_sa_contig41	contig_45	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117317	249331	sa_ill_sa_contig8	contig_45	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249673	399169	sa_ill_sa_contig5	contig_45	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399215	430119	sa_ill_sa_contig27	contig_45	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430120	430926	sa_ill_sa_contig53	contig_45	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	433968	431045	sa_ill_sa_contig43	contig_45	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447665	433969	sa_ill_sa_contig35	contig_45	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448397	574111	sa_ill_sa_contig10	contig_45	99.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574112	574776	sa_ill_sa_contig60	contig_45	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576378	575895	sa_ill_sa_contig65	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597208	576379	sa_ill_sa_contig32	contig_45	99.94		True
translocation
1	130429	727585	597209	sa_ill_sa_contig9	contig_45	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727586	732166	sa_ill_sa_contig40	contig_45	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732167	737485	sa_ill_sa_contig38	contig_45	99.89		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742065	737486	sa_ill_sa_contig40	contig_45	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768251	742066	sa_ill_sa_contig29	contig_45	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768617	769473	sa_ill_sa_contig54	contig_45	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771677	770003	sa_ill_sa_contig46	contig_45	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771678	815197	sa_ill_sa_contig18	contig_45	99.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815730	815198	sa_ill_sa_contig63	contig_45	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815731	958637	sa_ill_sa_contig6	contig_45	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	958791	979839	sa_ill_sa_contig31	contig_45	99.91		True
translocation
98057	98213	979840	979996	sa_ill_sa_contig11	contig_45	98.58		True
local misassembly
98340	98561	979997	980218	sa_ill_sa_contig11	contig_45	98.02		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1006829	980219	sa_ill_sa_contig12	contig_45	99.34		True
local misassembly
46	44268	1051066	1006830	sa_ill_sa_contig12	contig_45	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051067	1101794	sa_ill_sa_contig17	contig_45	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1101795	1106787	sa_ill_sa_contig39	contig_45	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1106788	1121156	sa_ill_sa_contig33	contig_45	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1121868	1121157	sa_ill_sa_contig55	contig_45	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
