S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_6	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_6	98.6		True
translocation
203	3323	373	3495	sa_ill_sa_contig41	contig_6	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3913	5516	sa_ill_sa_contig8	contig_6	99.65		True
translocation
19	34443	39955	5517	sa_ill_sa_contig24	contig_6	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78748	39956	sa_ill_sa_contig22	contig_6	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78749	79281	sa_ill_sa_contig63	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113661	79282	sa_ill_sa_contig25	contig_6	99.88		True
translocation
203	3323	113826	116946	sa_ill_sa_contig41	contig_6	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117318	249331	sa_ill_sa_contig8	contig_6	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249673	399169	sa_ill_sa_contig5	contig_6	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399215	430119	sa_ill_sa_contig27	contig_6	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430120	430926	sa_ill_sa_contig53	contig_6	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	433968	431045	sa_ill_sa_contig43	contig_6	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447665	433969	sa_ill_sa_contig35	contig_6	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448397	574111	sa_ill_sa_contig10	contig_6	99.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574112	574776	sa_ill_sa_contig60	contig_6	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576378	575895	sa_ill_sa_contig65	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597208	576379	sa_ill_sa_contig32	contig_6	99.94		True
translocation
1	130429	727585	597209	sa_ill_sa_contig9	contig_6	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727586	732166	sa_ill_sa_contig40	contig_6	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732167	737486	sa_ill_sa_contig38	contig_6	99.87		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742066	737487	sa_ill_sa_contig40	contig_6	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768252	742067	sa_ill_sa_contig29	contig_6	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768618	769474	sa_ill_sa_contig54	contig_6	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771677	770004	sa_ill_sa_contig46	contig_6	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771678	815197	sa_ill_sa_contig18	contig_6	99.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815730	815198	sa_ill_sa_contig63	contig_6	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815731	958630	sa_ill_sa_contig6	contig_6	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	958784	979833	sa_ill_sa_contig31	contig_6	99.91		True
translocation
98057	98213	979834	979990	sa_ill_sa_contig11	contig_6	98.58		True
local misassembly
98340	98561	979991	980212	sa_ill_sa_contig11	contig_6	98.02		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1006821	980213	sa_ill_sa_contig12	contig_6	99.33		True
local misassembly
46	44268	1051054	1006822	sa_ill_sa_contig12	contig_6	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051055	1101779	sa_ill_sa_contig17	contig_6	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1101780	1106772	sa_ill_sa_contig39	contig_6	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1106773	1121142	sa_ill_sa_contig33	contig_6	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1121853	1121143	sa_ill_sa_contig55	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1128545	1121854	sa_ill_sa_contig37	contig_6	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1128571	1131410	sa_ill_sa_contig44	contig_6	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1132987	1131411	sa_ill_sa_contig47	contig_6	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1174101	1133013	sa_ill_sa_contig20	contig_6	99.89		True
translocation
1	1649	1175750	1174102	sa_ill_sa_contig8	contig_6	99.82		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1179259	1176138	sa_ill_sa_contig41	contig_6	99.65		True
translocation
38161	38352	1179542	1179352	sa_ill_sa_contig23	contig_6	95.31		True
local misassembly
38187	38352	1179795	1179630	sa_ill_sa_contig23	contig_6	98.8		True
local misassembly
1	38352	1218255	1179888	sa_ill_sa_contig23	contig_6	99.89		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1218650	1218398	sa_ill_sa_contig51	contig_6	94.07		True
translocation
1	1703	1220366	1218664	sa_ill_sa_contig8	contig_6	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1224019	1220696	sa_ill_sa_contig41	contig_6	99.76		True
translocation
1	1604	1225621	1224020	sa_ill_sa_contig8	contig_6	99.65		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1229037	1225918	sa_ill_sa_contig41	contig_6	99.71		True
translocation
1	56123	1285530	1229489	sa_ill_sa_contig15	contig_6	99.68		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1285531	1286245	sa_ill_sa_contig58	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1289507	1286246	sa_ill_sa_contig42	contig_6	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1289707	1501699	sa_ill_sa_contig2	contig_6	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	1501700	1708661	sa_ill_sa_contig3	contig_6	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	1708674	1786721	sa_ill_sa_contig7	contig_6	99.71		True
local misassembly
78271	134302	1786722	1842765	sa_ill_sa_contig7	contig_6	99.86		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	1893559	1842828	sa_ill_sa_contig16	contig_6	99.89		True
