S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_7	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_7	98.6		True
translocation
203	3323	373	3495	sa_ill_sa_contig41	contig_7	99.68		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3912	5517	sa_ill_sa_contig8	contig_7	99.41		True
translocation
19	34443	39958	5518	sa_ill_sa_contig24	contig_7	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78770	39959	sa_ill_sa_contig22	contig_7	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78771	79303	sa_ill_sa_contig63	contig_7	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113703	79304	sa_ill_sa_contig25	contig_7	99.81		True
translocation
203	3323	113868	116991	sa_ill_sa_contig41	contig_7	99.62		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117365	249402	sa_ill_sa_contig8	contig_7	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249744	399258	sa_ill_sa_contig5	contig_7	99.53		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399304	430217	sa_ill_sa_contig27	contig_7	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430218	431024	sa_ill_sa_contig53	contig_7	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	434068	431143	sa_ill_sa_contig43	contig_7	99.56		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447772	434069	sa_ill_sa_contig35	contig_7	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448504	574271	sa_ill_sa_contig10	contig_7	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574272	574935	sa_ill_sa_contig60	contig_7	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576540	576057	sa_ill_sa_contig65	contig_7	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597377	576541	sa_ill_sa_contig32	contig_7	99.83		True
translocation
1	130429	727794	597378	sa_ill_sa_contig9	contig_7	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727795	732380	sa_ill_sa_contig40	contig_7	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732381	737701	sa_ill_sa_contig38	contig_7	99.83		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742284	737702	sa_ill_sa_contig40	contig_7	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768475	742285	sa_ill_sa_contig29	contig_7	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768840	769696	sa_ill_sa_contig54	contig_7	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771901	770226	sa_ill_sa_contig46	contig_7	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43670	771902	815417	sa_ill_sa_contig18	contig_7	99.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	601	815966	815418	sa_ill_sa_contig63	contig_7	98.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815967	958901	sa_ill_sa_contig6	contig_7	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	959055	980104	sa_ill_sa_contig31	contig_7	99.88		True
translocation
98057	98213	980105	980261	sa_ill_sa_contig11	contig_7	98.58		True
local misassembly
98340	98561	980262	980483	sa_ill_sa_contig11	contig_7	98.02		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1007094	980484	sa_ill_sa_contig12	contig_7	99.32		True
local misassembly
46	44268	1051335	1007095	sa_ill_sa_contig12	contig_7	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051336	1102067	sa_ill_sa_contig17	contig_7	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1102068	1107060	sa_ill_sa_contig39	contig_7	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1107061	1121433	sa_ill_sa_contig33	contig_7	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1122145	1121434	sa_ill_sa_contig55	contig_7	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1128836	1122146	sa_ill_sa_contig37	contig_7	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1128863	1131703	sa_ill_sa_contig44	contig_7	99.58		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1133279	1131704	sa_ill_sa_contig47	contig_7	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1174400	1133306	sa_ill_sa_contig20	contig_7	99.83		True
translocation
1	1649	1176048	1174401	sa_ill_sa_contig8	contig_7	99.59		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1179562	1176436	sa_ill_sa_contig41	contig_7	99.58		True
translocation
38161	38352	1179845	1179655	sa_ill_sa_contig23	contig_7	95.31		True
local misassembly
38187	38352	1180098	1179933	sa_ill_sa_contig23	contig_7	98.8		True
local misassembly
1	38352	1218564	1180190	sa_ill_sa_contig23	contig_7	99.84		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1218959	1218707	sa_ill_sa_contig51	contig_7	94.07		True
translocation
1	1703	1220676	1218973	sa_ill_sa_contig8	contig_7	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1224326	1221006	sa_ill_sa_contig41	contig_7	99.73		True
translocation
1	1604	1225933	1224327	sa_ill_sa_contig8	contig_7	99.41		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1229350	1226230	sa_ill_sa_contig41	contig_7	99.62		True
translocation
1	56123	1285856	1229803	sa_ill_sa_contig15	contig_7	99.58		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1285857	1286572	sa_ill_sa_contig58	contig_7	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1289835	1286573	sa_ill_sa_contig42	contig_7	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1290036	1502056	sa_ill_sa_contig2	contig_7	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	1502057	1709065	sa_ill_sa_contig3	contig_7	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	1709078	1787133	sa_ill_sa_contig7	contig_7	99.66		True
local misassembly
78271	134302	1787134	1843202	sa_ill_sa_contig7	contig_7	99.81		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	1894020	1843265	sa_ill_sa_contig16	contig_7	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	177172	2071304	1894021	sa_ill_sa_contig4	contig_7	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	41771	2071493	2113280	sa_ill_sa_contig19	contig_7	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
63108	66060	2116237	2113281	sa_ill_sa_contig13	contig_7	99.41		True
local misassembly
1	63338	2179634	2116238	sa_ill_sa_contig13	contig_7	99.73		True
translocation
124942	125431	2179635	2180124	sa_ill_sa_contig10	contig_7	93.18		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	720	2180125	2180844	sa_ill_sa_contig60	contig_7	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2182445	2181963	sa_ill_sa_contig65	contig_7	98.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	2405944	2182446	sa_ill_sa_contig1	contig_7	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	2405945	2407274	sa_ill_sa_contig48	contig_7	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	2505942	2407275	sa_ill_sa_contig11	contig_7	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	2505943	2513030	sa_ill_sa_contig36	contig_7	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	2534826	2513031	sa_ill_sa_contig30	contig_7	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	2534827	2535537	sa_ill_sa_contig55	contig_7	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	2549751	2535538	sa_ill_sa_contig34	contig_7	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	2549905	2582900	sa_ill_sa_contig26	contig_7	99.78		True
local misassembly [fragmentation of reference genome]
2	925	2583105	2584023	sa_ill_sa_contig51	contig_7	97.85		True
translocation
198	3323	2584580	2587704	sa_ill_sa_contig41	contig_7	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	2588126	2589731	sa_ill_sa_contig8	contig_7	99.47		True
translocation
1	28120	2589732	2617865	sa_ill_sa_contig28	contig_7	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	2617870	2657615	sa_ill_sa_contig21	contig_7	99.88		True
local misassembly [fragmentation of reference genome]
98092	98471	2657994	2657616	sa_ill_sa_contig11	contig_7	97.97		True
translocation
1	62389	2657995	2720266	sa_ill_sa_contig14	contig_7	99.59		True
CONTIG	contig_7	2720266	misassembled
497	1540	1404742	1405785	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	1406112	1406561	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	1406861	1407162	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	1407720	1409274	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	1540	1697488	1698531	sa_ill_sa_contig41	contig_2	94.16		True
unknown
1867	2071	1698858	1699062	sa_ill_sa_contig41	contig_2	90.24		True
unknown
2073	2316	1699063	1699306	sa_ill_sa_contig41	contig_2	91.39		True
unknown
2615	2916	1699606	1699907	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	1700465	1702019	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	1540	2150894	2151937	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1559	1651	2151957	2152049	sa_ill_sa_contig41	contig_2	92.47		True
unknown
1867	2316	2152266	2152715	sa_ill_sa_contig41	contig_2	90.67		True
unknown
2650	2916	2153052	2153318	sa_ill_sa_contig41	contig_2	93.63		True
unknown
35	1591	2153878	2155432	sa_ill_sa_contig8	contig_2	91.9		True
unknown
497	3301	2155901	2158707	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2158879	2160432	sa_ill_sa_contig8	contig_2	91.84		True
unknown
497	1488	2161515	2162506	sa_ill_sa_contig41	contig_2	94.15		True
unknown
1867	1984	2162883	2163000	sa_ill_sa_contig41	contig_2	92.37		True
unknown
2615	2916	2163630	2163931	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2164489	2166042	sa_ill_sa_contig8	contig_2	92.01		True
unknown
497	1539	2226046	2227088	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	2227414	2227863	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2323	2916	2227870	2228463	sa_ill_sa_contig41	contig_2	90.91		True
unknown
35	1591	2229021	2230575	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	3301	2231965	2234771	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2234943	2236497	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	3301	2292123	2294929	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2295278	2296832	sa_ill_sa_contig8	contig_2	91.96		True
unknown
497	1010	2312733	2313246	sa_ill_sa_contig41	contig_2	96.5		True
unknown
1011	1540	2313248	2313777	sa_ill_sa_contig41	contig_2	92.08		True
unknown
1867	2316	2314104	2314553	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	2314853	2315154	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2315889	2317443	sa_ill_sa_contig8	contig_2	92.03		True
unknown
35	1591	3391282	3389728	sa_ill_sa_contig8	contig_2	91.96		True
unknown
2676	2859	3392079	3391896	sa_ill_sa_contig41	contig_2	96.2		True
unknown
1867	2316	3392887	3392438	sa_ill_sa_contig41	contig_2	90.89		True
unknown
497	1540	3394257	3393214	sa_ill_sa_contig41	contig_2	94.25		True
unknown
788	861	3395390	3395317	sa_ill_sa_contig51	contig_2	97.3		True
unknown
691	765	3395472	3395398	sa_ill_sa_contig51	contig_2	97.33		True
unknown
589	679	3395570	3395480	sa_ill_sa_contig51	contig_2	90.11		True
unknown
492	565	3395644	3395571	sa_ill_sa_contig51	contig_2	93.24		True
unknown
CONTIG	contig_2	4045299	mis_unaligned
500	577	1	78	sa_ill_sa_contig41	contig_11	92.31		True
unknown
589	1151	90	652	sa_ill_sa_contig41	contig_11	93.25		True
unknown
1158	1540	659	1041	sa_ill_sa_contig41	contig_11	94.78		True
unknown
1559	1639	1061	1141	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1871	2057	1371	1557	sa_ill_sa_contig41	contig_11	90.37		True
unknown
2099	2316	1604	1821	sa_ill_sa_contig41	contig_11	91.74		True
unknown
2614	2917	2121	2424	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2985	3136	2493	2644	sa_ill_sa_contig41	contig_11	92.11		True
unknown
38	1590	3060	4610	sa_ill_sa_contig8	contig_11	90.82		True
unknown
497	577	598239	598319	sa_ill_sa_contig41	contig_11	92.59		True
unknown
589	1151	598331	598893	sa_ill_sa_contig41	contig_11	93.25		True
unknown
1158	1540	598900	599282	sa_ill_sa_contig41	contig_11	94.78		True
unknown
1559	1639	599302	599382	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1871	2057	599612	599798	sa_ill_sa_contig41	contig_11	90.37		True
unknown
2099	2316	599845	600062	sa_ill_sa_contig41	contig_11	91.74		True
unknown
2614	2917	600362	600665	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2985	3106	600734	600855	sa_ill_sa_contig41	contig_11	93.44		True
unknown
38	1590	601550	603100	sa_ill_sa_contig8	contig_11	90.82		True
unknown
20702	20898	1098509	1098313	sa_ill_sa_contig15	contig_11	90.86		True
unknown
20320	20490	1098891	1098721	sa_ill_sa_contig15	contig_11	90.64		True
unknown
38	1590	1147860	1146311	sa_ill_sa_contig8	contig_11	90.75		True
unknown
2985	3136	1148678	1148527	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1149050	1148747	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1149567	1149350	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2057	1149800	1149614	sa_ill_sa_contig41	contig_11	90.37		True
unknown
1559	1639	1150110	1150030	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1530	1150509	1150137	sa_ill_sa_contig41	contig_11	94.64		True
unknown
589	1151	1151078	1150516	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1151170	1151090	sa_ill_sa_contig41	contig_11	92.59		True
unknown
38	1590	1385654	1384104	sa_ill_sa_contig8	contig_11	90.82		True
unknown
2985	3136	1386221	1386070	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1386593	1386290	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1387110	1386893	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2057	1387343	1387157	sa_ill_sa_contig41	contig_11	90.37		True
unknown
1559	1639	1387653	1387573	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1540	1388055	1387673	sa_ill_sa_contig41	contig_11	94.78		True
unknown
589	1151	1388624	1388062	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1388716	1388636	sa_ill_sa_contig41	contig_11	92.59		True
unknown
38	1590	1391673	1390123	sa_ill_sa_contig8	contig_11	90.88		True
unknown
2985	3136	1392240	1392089	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1392612	1392309	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1393129	1392912	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2012	1393361	1393220	sa_ill_sa_contig41	contig_11	90.85		True
unknown
1559	1639	1393671	1393591	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1540	1394073	1393691	sa_ill_sa_contig41	contig_11	94.78		True
unknown
589	1151	1394642	1394080	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1394734	1394654	sa_ill_sa_contig41	contig_11	92.59		True
unknown
492	565	2885941	2886014	sa_ill_sa_contig51	contig_11	95.95		True
unknown
