S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_6	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_6	98.6		True
translocation
203	3323	373	3493	sa_ill_sa_contig41	contig_6	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3912	5512	sa_ill_sa_contig8	contig_6	99.41		True
translocation
19	34443	39935	5513	sa_ill_sa_contig24	contig_6	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78707	39936	sa_ill_sa_contig22	contig_6	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78708	79240	sa_ill_sa_contig63	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113590	79241	sa_ill_sa_contig25	contig_6	99.92		True
translocation
203	3323	113755	116877	sa_ill_sa_contig41	contig_6	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117250	249216	sa_ill_sa_contig8	contig_6	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249558	398977	sa_ill_sa_contig5	contig_6	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399023	429919	sa_ill_sa_contig27	contig_6	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	429920	430725	sa_ill_sa_contig53	contig_6	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	433767	430844	sa_ill_sa_contig43	contig_6	99.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447458	433768	sa_ill_sa_contig35	contig_6	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448190	573852	sa_ill_sa_contig10	contig_6	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	573853	574517	sa_ill_sa_contig60	contig_6	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576119	575636	sa_ill_sa_contig65	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	596946	576120	sa_ill_sa_contig32	contig_6	99.99		True
translocation
1	130429	727255	596947	sa_ill_sa_contig9	contig_6	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727256	731836	sa_ill_sa_contig40	contig_6	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	731837	737155	sa_ill_sa_contig38	contig_6	99.98		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	741736	737156	sa_ill_sa_contig40	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	767910	741737	sa_ill_sa_contig29	contig_6	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768276	769132	sa_ill_sa_contig54	contig_6	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771333	769662	sa_ill_sa_contig46	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771334	814829	sa_ill_sa_contig18	contig_6	99.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815362	814830	sa_ill_sa_contig63	contig_6	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815363	958208	sa_ill_sa_contig6	contig_6	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	958362	979403	sa_ill_sa_contig31	contig_6	99.99		True
translocation
98057	98213	979404	979560	sa_ill_sa_contig11	contig_6	98.58		True
local misassembly
98340	98561	979561	979782	sa_ill_sa_contig11	contig_6	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1006377	979783	sa_ill_sa_contig12	contig_6	99.37		True
local misassembly
46	44268	1050589	1006378	sa_ill_sa_contig12	contig_6	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1050590	1101285	sa_ill_sa_contig17	contig_6	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1101286	1106279	sa_ill_sa_contig39	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1106280	1120637	sa_ill_sa_contig33	contig_6	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1121348	1120638	sa_ill_sa_contig55	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1128036	1121349	sa_ill_sa_contig37	contig_6	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1128062	1130901	sa_ill_sa_contig44	contig_6	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1132477	1130902	sa_ill_sa_contig47	contig_6	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1173563	1132503	sa_ill_sa_contig20	contig_6	99.95		True
translocation
1	1649	1175212	1173564	sa_ill_sa_contig8	contig_6	99.94		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1178719	1175600	sa_ill_sa_contig41	contig_6	99.84		True
translocation
38161	38352	1179002	1178812	sa_ill_sa_contig23	contig_6	95.31		True
local misassembly
38187	38352	1179255	1179090	sa_ill_sa_contig23	contig_6	98.8		True
local misassembly
1	38352	1217697	1179348	sa_ill_sa_contig23	contig_6	99.93		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1218088	1217837	sa_ill_sa_contig51	contig_6	94.44		True
translocation
1	1703	1219804	1218102	sa_ill_sa_contig8	contig_6	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1223452	1220134	sa_ill_sa_contig41	contig_6	99.88		True
translocation
1	1604	1225056	1223453	sa_ill_sa_contig8	contig_6	99.82		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1228473	1225353	sa_ill_sa_contig41	contig_6	99.84		True
translocation
1	56123	1284927	1228925	sa_ill_sa_contig15	contig_6	99.72		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1284928	1285642	sa_ill_sa_contig58	contig_6	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1288902	1285643	sa_ill_sa_contig42	contig_6	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1289102	1500984	sa_ill_sa_contig2	contig_6	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	1500985	1707825	sa_ill_sa_contig3	contig_6	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	1707838	1785832	sa_ill_sa_contig7	contig_6	99.79		True
local misassembly
78271	134302	1785833	1841835	sa_ill_sa_contig7	contig_6	99.88		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	1892595	1841898	sa_ill_sa_contig16	contig_6	99.95		True
