S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_7	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_7	98.6		True
translocation
203	3323	373	3494	sa_ill_sa_contig41	contig_7	99.74		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3912	5516	sa_ill_sa_contig8	contig_7	99.59		True
translocation
19	34443	39960	5517	sa_ill_sa_contig24	contig_7	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78767	39961	sa_ill_sa_contig22	contig_7	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78768	79300	sa_ill_sa_contig63	contig_7	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113688	79301	sa_ill_sa_contig25	contig_7	99.86		True
translocation
203	3323	113853	116982	sa_ill_sa_contig41	contig_7	99.43		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117356	249400	sa_ill_sa_contig8	contig_7	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249742	399266	sa_ill_sa_contig5	contig_7	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399312	430224	sa_ill_sa_contig27	contig_7	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430225	431031	sa_ill_sa_contig53	contig_7	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	434074	431150	sa_ill_sa_contig43	contig_7	99.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447781	434075	sa_ill_sa_contig35	contig_7	99.76		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448513	574273	sa_ill_sa_contig10	contig_7	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574274	574938	sa_ill_sa_contig60	contig_7	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576542	576059	sa_ill_sa_contig65	contig_7	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597378	576543	sa_ill_sa_contig32	contig_7	99.85		True
translocation
1	130429	727810	597379	sa_ill_sa_contig9	contig_7	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727811	732392	sa_ill_sa_contig40	contig_7	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732393	737713	sa_ill_sa_contig38	contig_7	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742292	737714	sa_ill_sa_contig40	contig_7	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768469	742293	sa_ill_sa_contig29	contig_7	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768834	769690	sa_ill_sa_contig54	contig_7	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771895	770220	sa_ill_sa_contig46	contig_7	99.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771896	815432	sa_ill_sa_contig18	contig_7	99.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815965	815433	sa_ill_sa_contig63	contig_7	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815966	958924	sa_ill_sa_contig6	contig_7	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	959078	980128	sa_ill_sa_contig31	contig_7	99.88		True
translocation
98057	98213	980129	980285	sa_ill_sa_contig11	contig_7	98.58		True
local misassembly
98340	98561	980286	980507	sa_ill_sa_contig11	contig_7	98.02		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1007124	980508	sa_ill_sa_contig12	contig_7	99.31		True
local misassembly
46	44268	1051364	1007125	sa_ill_sa_contig12	contig_7	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051365	1102099	sa_ill_sa_contig17	contig_7	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1102100	1107093	sa_ill_sa_contig39	contig_7	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1107094	1121466	sa_ill_sa_contig33	contig_7	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1122177	1121467	sa_ill_sa_contig55	contig_7	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1128865	1122178	sa_ill_sa_contig37	contig_7	99.76		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1128892	1131731	sa_ill_sa_contig44	contig_7	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1133306	1131732	sa_ill_sa_contig47	contig_7	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1174413	1133333	sa_ill_sa_contig20	contig_7	99.85		True
translocation
1	1649	1176061	1174414	sa_ill_sa_contig8	contig_7	99.71		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1179571	1176449	sa_ill_sa_contig41	contig_7	99.74		True
translocation
38161	38352	1179854	1179664	sa_ill_sa_contig23	contig_7	95.31		True
local misassembly
38187	38352	1180107	1179942	sa_ill_sa_contig23	contig_7	98.8		True
local misassembly
1	38352	1218577	1180199	sa_ill_sa_contig23	contig_7	99.84		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1218972	1218720	sa_ill_sa_contig51	contig_7	94.07		True
translocation
1	1703	1220690	1218986	sa_ill_sa_contig8	contig_7	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1224345	1221020	sa_ill_sa_contig41	contig_7	99.73		True
translocation
1	1604	1225949	1224346	sa_ill_sa_contig8	contig_7	99.59		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1229366	1226246	sa_ill_sa_contig41	contig_7	99.81		True
translocation
55995	56123	1229670	1229543	sa_ill_sa_contig15	contig_7	98.45		True
local misassembly
1	56123	1285860	1229818	sa_ill_sa_contig15	contig_7	99.59		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1285861	1286576	sa_ill_sa_contig58	contig_7	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1289842	1286577	sa_ill_sa_contig42	contig_7	99.72		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1290042	1502068	sa_ill_sa_contig2	contig_7	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	1502069	1709079	sa_ill_sa_contig3	contig_7	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	1709092	1787144	sa_ill_sa_contig7	contig_7	99.67		True
local misassembly
78271	134302	1787145	1843216	sa_ill_sa_contig7	contig_7	99.79		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	1894032	1843279	sa_ill_sa_contig16	contig_7	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	177172	2071328	1894033	sa_ill_sa_contig4	contig_7	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	41771	2071517	2113316	sa_ill_sa_contig19	contig_7	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
63108	66060	2116272	2113317	sa_ill_sa_contig13	contig_7	99.44		True
local misassembly
1	63338	2179659	2116273	sa_ill_sa_contig13	contig_7	99.74		True
translocation
124942	125431	2179660	2180148	sa_ill_sa_contig10	contig_7	93.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	720	2180149	2180868	sa_ill_sa_contig60	contig_7	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2182470	2181987	sa_ill_sa_contig65	contig_7	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	2405956	2182471	sa_ill_sa_contig1	contig_7	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	2405957	2407286	sa_ill_sa_contig48	contig_7	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	2505945	2407287	sa_ill_sa_contig11	contig_7	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	2505946	2513028	sa_ill_sa_contig36	contig_7	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	2534829	2513029	sa_ill_sa_contig30	contig_7	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	2534830	2535541	sa_ill_sa_contig55	contig_7	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	2549755	2535542	sa_ill_sa_contig34	contig_7	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	2549909	2582894	sa_ill_sa_contig26	contig_7	99.79		True
local misassembly [fragmentation of reference genome]
2	925	2583099	2584016	sa_ill_sa_contig51	contig_7	97.85		True
translocation
198	3323	2584572	2587699	sa_ill_sa_contig41	contig_7	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	2588120	2589725	sa_ill_sa_contig8	contig_7	99.65		True
translocation
1	28120	2589726	2617859	sa_ill_sa_contig28	contig_7	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	2617864	2657602	sa_ill_sa_contig21	contig_7	99.88		True
local misassembly [fragmentation of reference genome]
98092	98471	2657981	2657603	sa_ill_sa_contig11	contig_7	97.97		True
translocation
1	62389	2657982	2720247	sa_ill_sa_contig14	contig_7	99.62		True
CONTIG	contig_7	2720247	misassembled
497	1540	1404747	1405790	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	1406117	1406566	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	1406866	1407167	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	1407725	1409279	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	1540	1697490	1698533	sa_ill_sa_contig41	contig_2	94.16		True
unknown
1867	2316	1698860	1699309	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	1699609	1699910	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	1700468	1702022	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	1540	2150930	2151973	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	2152300	2152749	sa_ill_sa_contig41	contig_2	90.67		True
unknown
2615	2916	2153049	2153350	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2153908	2155462	sa_ill_sa_contig8	contig_2	91.9		True
unknown
497	3301	2155931	2158737	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2158909	2160463	sa_ill_sa_contig8	contig_2	91.9		True
unknown
497	1488	2161544	2162535	sa_ill_sa_contig41	contig_2	94.15		True
unknown
1867	1984	2162912	2163029	sa_ill_sa_contig41	contig_2	92.37		True
unknown
1986	2316	2163030	2163360	sa_ill_sa_contig41	contig_2	90.63		True
unknown
2615	2916	2163660	2163961	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2164519	2166073	sa_ill_sa_contig8	contig_2	91.9		True
unknown
497	3301	2226080	2228886	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2229058	2230612	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	3301	2232003	2234809	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2234981	2236534	sa_ill_sa_contig8	contig_2	91.96		True
unknown
497	3301	2292156	2294962	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2295311	2296865	sa_ill_sa_contig8	contig_2	91.96		True
unknown
497	1540	2312766	2313809	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	2314136	2314585	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	2314885	2315186	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2315921	2317475	sa_ill_sa_contig8	contig_2	92.03		True
unknown
35	1591	3391310	3389756	sa_ill_sa_contig8	contig_2	91.96		True
unknown
2676	2916	3392108	3391868	sa_ill_sa_contig41	contig_2	95.44		True
unknown
1867	2316	3392918	3392469	sa_ill_sa_contig41	contig_2	90.89		True
unknown
754	1540	3394031	3393245	sa_ill_sa_contig41	contig_2	93.65		True
unknown
497	752	3394287	3394032	sa_ill_sa_contig41	contig_2	96.09		True
unknown
788	861	3395418	3395345	sa_ill_sa_contig51	contig_2	97.3		True
unknown
691	765	3395500	3395426	sa_ill_sa_contig51	contig_2	97.33		True
unknown
589	679	3395598	3395508	sa_ill_sa_contig51	contig_2	90.11		True
unknown
492	565	3395672	3395599	sa_ill_sa_contig51	contig_2	93.24		True
unknown
CONTIG	contig_2	4045354	mis_unaligned
500	577	1	78	sa_ill_sa_contig41	contig_11	92.31		True
unknown
589	1151	90	652	sa_ill_sa_contig41	contig_11	93.25		True
unknown
1158	1540	659	1041	sa_ill_sa_contig41	contig_11	94.78		True
unknown
1559	1639	1061	1141	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1871	2057	1371	1557	sa_ill_sa_contig41	contig_11	90.37		True
unknown
2099	2316	1604	1821	sa_ill_sa_contig41	contig_11	91.74		True
unknown
2614	2917	2121	2424	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2985	3136	2493	2644	sa_ill_sa_contig41	contig_11	92.11		True
unknown
38	1590	3060	4610	sa_ill_sa_contig8	contig_11	90.82		True
unknown
497	577	598229	598309	sa_ill_sa_contig41	contig_11	92.59		True
unknown
589	1151	598321	598883	sa_ill_sa_contig41	contig_11	93.25		True
unknown
1158	1540	598890	599272	sa_ill_sa_contig41	contig_11	94.78		True
unknown
1559	1639	599292	599372	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1871	2057	599602	599788	sa_ill_sa_contig41	contig_11	90.37		True
unknown
2099	2316	599835	600052	sa_ill_sa_contig41	contig_11	91.74		True
unknown
2614	2917	600352	600655	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2985	3136	600724	600875	sa_ill_sa_contig41	contig_11	92.11		True
unknown
38	1590	601542	603091	sa_ill_sa_contig8	contig_11	90.75		True
unknown
20702	20898	1098506	1098310	sa_ill_sa_contig15	contig_11	90.86		True
unknown
20320	20490	1098888	1098718	sa_ill_sa_contig15	contig_11	90.64		True
unknown
38	1590	1147857	1146307	sa_ill_sa_contig8	contig_11	90.82		True
unknown
2985	3136	1148675	1148524	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1149047	1148744	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1149564	1149347	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2057	1149797	1149611	sa_ill_sa_contig41	contig_11	90.37		True
unknown
1559	1639	1150107	1150027	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1540	1150509	1150127	sa_ill_sa_contig41	contig_11	94.78		True
unknown
589	1151	1151078	1150516	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1151170	1151090	sa_ill_sa_contig41	contig_11	92.59		True
unknown
38	1590	1385654	1384104	sa_ill_sa_contig8	contig_11	90.82		True
unknown
2985	3136	1386221	1386070	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1386593	1386290	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1387110	1386893	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2057	1387343	1387157	sa_ill_sa_contig41	contig_11	90.37		True
unknown
1559	1639	1387653	1387573	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1540	1388055	1387673	sa_ill_sa_contig41	contig_11	94.78		True
unknown
589	1151	1388624	1388062	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1388716	1388636	sa_ill_sa_contig41	contig_11	92.59		True
unknown
38	1590	1391673	1390123	sa_ill_sa_contig8	contig_11	90.88		True
unknown
2985	3136	1392240	1392089	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1392612	1392309	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1393129	1392912	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2057	1393362	1393176	sa_ill_sa_contig41	contig_11	90.37		True
unknown
1559	1639	1393672	1393592	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1540	1394074	1393692	sa_ill_sa_contig41	contig_11	94.78		True
unknown
589	1151	1394643	1394081	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1394735	1394655	sa_ill_sa_contig41	contig_11	92.59		True
unknown
492	565	2885950	2886023	sa_ill_sa_contig51	contig_11	95.95		True
unknown
691	768	2886150	2886227	sa_ill_sa_contig51	contig_11	97.44		True
unknown
787	862	2886245	2886320	sa_ill_sa_contig51	contig_11	100.0		True
unknown
