S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_45	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_45	98.6		True
translocation
203	3323	373	3493	sa_ill_sa_contig41	contig_45	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3912	5512	sa_ill_sa_contig8	contig_45	99.41		True
translocation
19	34443	39935	5513	sa_ill_sa_contig24	contig_45	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78707	39936	sa_ill_sa_contig22	contig_45	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78708	79240	sa_ill_sa_contig63	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113590	79241	sa_ill_sa_contig25	contig_45	99.92		True
translocation
203	3323	113755	116877	sa_ill_sa_contig41	contig_45	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117250	249215	sa_ill_sa_contig8	contig_45	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249557	398973	sa_ill_sa_contig5	contig_45	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399019	429915	sa_ill_sa_contig27	contig_45	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	429916	430721	sa_ill_sa_contig53	contig_45	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	433761	430840	sa_ill_sa_contig43	contig_45	99.56		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447452	433762	sa_ill_sa_contig35	contig_45	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448184	573843	sa_ill_sa_contig10	contig_45	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	573844	574508	sa_ill_sa_contig60	contig_45	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576110	575627	sa_ill_sa_contig65	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	596937	576111	sa_ill_sa_contig32	contig_45	99.99		True
translocation
1	130429	727245	596938	sa_ill_sa_contig9	contig_45	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727246	731826	sa_ill_sa_contig40	contig_45	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	731827	737145	sa_ill_sa_contig38	contig_45	99.98		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	741726	737146	sa_ill_sa_contig40	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	767900	741727	sa_ill_sa_contig29	contig_45	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768266	769122	sa_ill_sa_contig54	contig_45	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771323	769652	sa_ill_sa_contig46	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771324	814821	sa_ill_sa_contig18	contig_45	99.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815354	814822	sa_ill_sa_contig63	contig_45	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815355	958198	sa_ill_sa_contig6	contig_45	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	958352	979392	sa_ill_sa_contig31	contig_45	99.99		True
translocation
98057	98213	979393	979549	sa_ill_sa_contig11	contig_45	98.58		True
local misassembly
98340	98561	979550	979771	sa_ill_sa_contig11	contig_45	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1006366	979772	sa_ill_sa_contig12	contig_45	99.37		True
local misassembly
46	44268	1050582	1006367	sa_ill_sa_contig12	contig_45	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1050583	1101278	sa_ill_sa_contig17	contig_45	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1101279	1106272	sa_ill_sa_contig39	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1106273	1120630	sa_ill_sa_contig33	contig_45	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1121341	1120631	sa_ill_sa_contig55	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
