S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_108	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3149	998	pa_ill_pa_contig55	contig_108	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3150	235696	pa_ill_pa_contig10	contig_108	99.97		True
translocation
129	1718	235697	237285	pa_ill_pa_contig57	contig_108	99.73		True
translocation
232388	237415	237286	242310	pa_ill_pa_contig10	contig_108	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244743	242311	pa_ill_pa_contig48	contig_108	99.56		True
local misassembly
1	1079	245977	244899	pa_ill_pa_contig48	contig_108	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	245978	246822	pa_ill_pa_contig70	contig_108	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249831	246823	pa_ill_pa_contig51	contig_108	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367731	249832	pa_ill_pa_contig11	contig_108	99.98		True
local misassembly
1	92856	460574	367732	pa_ill_pa_contig11	contig_108	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460575	461449	pa_ill_pa_contig69	contig_108	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461450	510413	pa_ill_pa_contig34	contig_108	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510414	516016	pa_ill_pa_contig44	contig_108	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622334	516017	pa_ill_pa_contig22	contig_108	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712850	622710	pa_ill_pa_contig23	contig_108	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712851	713937	pa_ill_pa_contig67	contig_108	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	713938	1179574	pa_ill_pa_contig3	contig_108	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179575	1182033	pa_ill_pa_contig54	contig_108	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182484	1182034	pa_ill_pa_contig83	contig_108	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182485	1183352	pa_ill_pa_contig74	contig_108	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184156	1303152	pa_ill_pa_contig18	contig_108	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303153	1308809	pa_ill_pa_contig44	contig_108	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
