S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_108	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3149	998	pa_ill_pa_contig55	contig_108	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3150	235716	pa_ill_pa_contig10	contig_108	99.98		True
translocation
129	1718	235717	237306	pa_ill_pa_contig57	contig_108	100.0		True
translocation
232388	237415	237307	242333	pa_ill_pa_contig10	contig_108	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244766	242334	pa_ill_pa_contig48	contig_108	99.6		True
local misassembly
1	1079	246000	244922	pa_ill_pa_contig48	contig_108	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	246001	246846	pa_ill_pa_contig70	contig_108	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249855	246847	pa_ill_pa_contig51	contig_108	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367763	249856	pa_ill_pa_contig11	contig_108	99.99		True
local misassembly
1	92856	460620	367764	pa_ill_pa_contig11	contig_108	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460621	461495	pa_ill_pa_contig69	contig_108	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461496	510464	pa_ill_pa_contig34	contig_108	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510465	516067	pa_ill_pa_contig44	contig_108	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622392	516068	pa_ill_pa_contig22	contig_108	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712920	622768	pa_ill_pa_contig23	contig_108	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712921	714007	pa_ill_pa_contig67	contig_108	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	714008	1179660	pa_ill_pa_contig3	contig_108	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179661	1182119	pa_ill_pa_contig54	contig_108	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182570	1182120	pa_ill_pa_contig83	contig_108	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182571	1183438	pa_ill_pa_contig74	contig_108	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184242	1303245	pa_ill_pa_contig18	contig_108	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303246	1308903	pa_ill_pa_contig44	contig_108	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
